period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,9859,2122,21.52
3_Month,0-9,80269,35546,44.28
6_Month,0-9,297379,85771,28.84
1_Year,0-9,1338312,567739,42.42
All,0-9,1711537,765908,44.75
1_Month,10-19,12343,2603,21.09
3_Month,10-19,79538,31123,39.13
6_Month,10-19,313337,81322,25.95
1_Year,10-19,1247844,595682,47.74
All,10-19,1628732,807018,49.55
1_Month,20-29,19176,2659,13.87
3_Month,20-29,107757,42563,39.5
6_Month,20-29,416935,99719,23.92
1_Year,20-29,1117445,433422,38.79
All,20-29,1470703,602037,40.94
1_Month,30-39,19460,3421,17.58
3_Month,30-39,122100,53213,43.58
6_Month,30-39,417258,121780,29.19
1_Year,30-39,1074001,477776,44.49
All,30-39,1370498,610142,44.52
1_Month,40-49,20071,3868,19.27
3_Month,40-49,119259,53103,44.53
6_Month,40-49,399465,120231,30.1
1_Year,40-49,971418,444156,45.72
All,40-49,1217505,553810,45.49
1_Month,50-59,20151,3873,19.22
3_Month,50-59,110105,50362,45.74
6_Month,50-59,355408,108068,30.41
1_Year,50-59,763084,317042,41.55
All,50-59,952735,393707,41.32
1_Month,60-69,22898,4603,20.1
3_Month,60-69,119021,55536,46.66
6_Month,60-69,331347,110125,33.24
1_Year,60-69,638441,247395,38.75
All,60-69,786166,297970,37.9
1_Month,70-79,23063,4751,20.6
3_Month,70-79,108259,50032,46.22
6_Month,70-79,245212,92125,37.57
1_Year,70-79,418109,162718,38.92
All,70-79,510473,189965,37.21
1_Month,80-89,15998,2017,12.61
3_Month,80-89,58921,22832,38.75
6_Month,80-89,100827,38302,37.99
1_Year,80-89,162713,65362,40.17
All,80-89,217308,79528,36.6
1_Month,90+,5459,506,9.27
3_Month,90+,17203,5815,33.8
6_Month,90+,25135,9271,36.88
1_Year,90+,38648,16226,41.98
All,90+,56543,20680,36.57
