city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,41622,5342,2359,26060,57
בני ברק,24488,3863,1711,11715,192
מודיעין עילית,10447,1947,872,7345,253
אשדוד,12131,1621,712,10468,72
תל אביב - יפו,10221,1609,499,11888,35
נתניה,6720,1268,434,7759,58
פתח תקווה,7501,1198,387,7434,49
בית שמש,7492,1148,521,4184,91
באר שבע,5554,992,265,7618,50
ראשון לציון,5274,873,217,6868,36
חולון,5536,871,293,5548,47
חיפה,5245,765,234,10411,28
אלעד,5353,739,301,1925,155
רחובות,4465,737,271,3909,53
אשקלון,4154,713,185,4254,50
חדרה,2910,689,244,3732,72
בת ים,3653,686,217,4533,53
ביתר עילית,5618,666,303,2259,108
רמלה,3136,641,252,2708,85
לוד,2908,431,183,2476,56
רמת גן,2787,406,129,3988,28
נתיבות,2715,342,131,1505,89
ראש העין,1899,334,136,1548,56
אופקים,1521,311,77,1513,98
עפולה,1262,303,57,1485,57
קרית גת,2200,300,83,1942,52
עכו,1285,299,126,1895,58
נצרת,1811,282,72,1219,36
טבריה,1800,272,92,1479,61
כפר סבא,1558,270,70,2422,28
אור יהודה,1806,269,85,1634,77
הרצליה,1726,253,91,3089,27
קרית אתא,1266,246,73,2280,43
קרית מלאכי,1474,239,100,851,98
רכסים,1352,238,84,1093,192
יבנה,1594,206,85,1017,44
טמרה,1102,204,67,1066,59
רעננה,1636,204,56,2145,27
באר יעקב,936,199,55,880,77
קרית ים,693,190,66,1406,48
מודיעין-מכבים-רעות,1814,187,53,2073,21
בית שאן,656,183,66,833,95
שפרעם,968,178,84,1245,43
פרדס חנה-כרכור,912,173,48,1249,42
נהריה,1224,165,60,1738,28
גדרה,676,162,43,830,65
צפת,1075,161,48,866,45
שדרות,946,155,59,935,57
נס ציונה,963,155,55,1197,34
גבעת זאב,1199,148,79,799,78
אור עקיבא,611,147,50,714,75
נוף הגליל,667,147,47,1440,33
מג'ד אל-כרום,755,139,32,413,90
באקה אל-גרביה,1276,138,24,477,47
ערד,827,136,67,1407,50
קרית מוצקין,616,135,45,1435,31
יהוד,810,133,34,733,46
מגדל העמק,699,128,30,603,49
ירכא,1053,128,57,660,82
מעלה אדומים,1012,127,60,1119,34
אום אל-פחם,2418,124,31,660,22
כרמיאל,809,124,32,1279,27
הוד השרון,940,122,49,1297,20
רהט,1554,121,50,883,18
כפר יונה,516,119,20,611,52
טייבה,1769,105,27,928,24
גבעתיים,787,105,27,1146,19
קרית שמונה,544,104,18,334,47
דימונה,826,103,22,1555,29
זכרון יעקב,461,103,45,583,46
דייר אל-אסד,755,100,17,233,79
ג'דיידה-מכר,708,98,24,592,47
טירת כרמל,401,96, 11-14 ,495,42
קרית אונו,619,91,25,885,24
רמת השרון,769,90,24,1164,20
חריש,421,89,41,366,62
גן יבנה,730,87,27,566,39
אילת,889,87,30,850,15
חצור הגלילית,361,86,21,275,88
קלנסווה,1469,86,34,587,37
טירה,1583,85,33,507,32
דבוריה,475,85,26,485,81
קרית ביאליק,693,82,24,1121,21
מבשרת ציון,484,81,25,730,35
בענה,478,78,24,201,92
ערערה,781,77,48,481,39
ירוחם,326,75,39,697,72
כפר מנדא,665,73,18,187,36
אזור,404,72,23,630,60
מעלה עירון,709,69,23,232,46
כפר קרע,805,68,31,477,36
בית ג'ן,510,67,24,407,56
גבעת שמואל,641,67,16,578,27
סח'נין,1322,66,21,695,20
עראבה,504,65, 11-14 ,412,25
ג'סר א-זרקא,432,63,25,693,42
גני תקווה,425,61,28,490,31
מגאר,339,58,20,418,26
פוריידיס,622,57,15,243,43
ג'ולס,351,56, 11-14 ,174,90
כסרא-סמיע,362,56,  6-10  ,267,64
ריינה,420,54, 11-14 ,239,32
קדימה-צורן,300,53, 11-14 ,420,25
אבו סנאן,536,53,18,303,40
מעלות-תרשיחא,332,53,16,887,23
תפרח,298,52,18,136,239
יקנעם עילית,342,51,27,486,22
כפר כנא,533,51,20,429,22
פקיעין (בוקייעה),260,50,15,317,85
יפיע,463,50,  6-10  ,219,26
שלומי,171,49, 11-14 ,309,74
"כפר חב""ד",478,49,22,190,71
ג'ת,594,47,17,287,39
יאנוח-ג'ת,222,46, 11-14 ,338,70
ראמה,207,45,17,161,54
כפר קאסם,1413,45, 11-14 ,371,19
קרית עקרון,208,45,  6-10  ,308,42
אכסאל,400,45,17,244,30
בנימינה-גבעת עדה,203,45,27,411,31
אריאל,300,43, 11-14 ,682,23
דייר חנא,251,43,21,288,40
שוהם,425,42,18,432,21
שבלי - אום אל-גנם,225,42,  1-5  ,166,65
מזכרת בתיה,306,42,  6-10  ,348,28
כאבול,296,40,  1-5  ,249,32
עין מאהל,555,39,  1-5  ,134,29
אעבלין,283,38,18,320,29
נשר,320,36,15,876,16
בית דגן,168,36, 11-14 ,158,55
טורעאן,334,36,  1-5  ,201,25
מג'דל שמס,194,36, 11-14 ,122,32
תל מונד,192,35,  1-5  ,322,27
כוכב יעקב,453,35,18,228,39
נחף,327,35,15,196,26
חורפיש,191,34, 11-14 ,233,53
קרית טבעון,165,31,  6-10  ,417,20
קרית יערים,392,31,18,285,49
יד בנימין,193,31,  6-10  ,103,72
חשמונאים,207,30,15,120,100
קצרין,79,30, 11-14 ,330,40
דאלית אל-כרמל,485,30, 11-14 ,330,17
עמנואל,237,30, 11-14 ,92,71
בת חפר,118,29,  6-10  ,399,57
אבן יהודה,250,29,  6-10  ,387,22
"בסמ""ה",286,29,  1-5  ,146,27
כפר יאסיף,260,29,  6-10  ,293,27
זמר,253,28, 11-14 ,130,40
משהד,115,25,  6-10  ,76,28
בית אל,115,24,  1-5  ,125,42
קרית ארבע,171,24,  6-10  ,302,33
"בני עי""ש",126,24,  6-10  ,201,35
אפרת,280,23, 11-14 ,258,20
מיתר,136,22,  6-10  ,223,22
עספיא,280,20,  6-10  ,191,16
ג'לג'וליה,376,20,  1-5  ,146,20
עיילבון,137,19,  6-10  ,107,33
שעב,214,19,  6-10  ,155,26
ניצן,100,18,  6-10  ,64,78
קיסריה,90,18,  1-5  ,196,33
עתלית,105,17,  1-5  ,192,20
נווה דניאל,58,17,  6-10  ,119,69
שערי תקווה,139,17,  1-5  ,91,30
מבוא חורון,121,17,  6-10  ,68,67
מרכז שפירא,101,17,  1-5  ,93,82
כוכב יאיר,127,17,  6-10  ,172,19
אליכין,70,17,  6-10  ,108,49
אלפי מנשה,114,17,  6-10  ,146,22
פרדסיה,132,16,  6-10  ,189,26
קרני שומרון,189,16,  6-10  ,127,19
פסוטה,41,16, 11-14 ,286,47
סולם,43,15,  1-5  ,61,51
טובא-זנגריה,62,15,  6-10  ,96,22
בוקעאתא,250,15,  1-5  ,30,23
רבבה,127,15,  6-10  ,71,55
עילוט,329, קטן מ-15 ,  1-5  ,54,11
אבו ג'ווייעד (שבט), קטן מ-15 , קטן מ-15 ,  0  ,16,4
סאג'ור,117, קטן מ-15 ,  0  ,57,17
גני מודיעין,112, קטן מ-15 ,  1-5  ,40,40
מסעודין אל-עזאזמה, קטן מ-15 , קטן מ-15 ,  1-5  ,51,2
גבעת ברנר,37, קטן מ-15 ,  1-5  ,45,13
עלי,76, קטן מ-15 ,  1-5  ,102,10
טלמון,87, קטן מ-15 ,  1-5  ,91,17
אבו רובייעה (שבט), קטן מ-15 , קטן מ-15 ,  1-5  ,19,3
עין קנייא,66, קטן מ-15 ,  0  ,11,8
מצפה רמון,62, קטן מ-15 ,  0  ,50,6
יבנאל,165, קטן מ-15 ,  6-10  ,73,31
ביר אל-מכסור,81, קטן מ-15 ,  6-10  ,133,10
ראש פינה,39, קטן מ-15 ,  1-5  ,57,29
אבטין,48, קטן מ-15 ,  1-5  ,40,4
אחוזת ברק,46, קטן מ-15 ,  0  ,60,51
כעביה-טבאש-חג'אג'רה,80, קטן מ-15 ,  1-5  ,77,22
שגב-שלום,41, קטן מ-15 ,  1-5  ,91,6
אלעזר,41, קטן מ-15 ,  1-5  ,80,8
עפרה,62, קטן מ-15 ,  1-5  ,52,26
קדומים,66, קטן מ-15 ,  1-5  ,65,18
פדואל,53, קטן מ-15 ,  0  ,46,38
צופים,50, קטן מ-15 ,  1-5  ,35,30
עץ אפרים,63, קטן מ-15 ,  1-5  ,41,45
תקוע,51, קטן מ-15 ,  1-5  ,96,22
אלקנה,85, קטן מ-15 ,  0  ,94,13
מצפה יריחו,50, קטן מ-15 ,  0  ,38,21
צור יצחק,65, קטן מ-15 ,  1-5  ,92,11
גבעת אבני,47, קטן מ-15 ,  0  ,59,20
כפר ורדים,56, קטן מ-15 ,  1-5  ,160,11
כוכב השחר,43, קטן מ-15 ,  1-5  ,32,12
ערערה-בנגב,366, קטן מ-15 ,  1-5  ,158,5
צור הדסה,133, קטן מ-15 ,  1-5  ,245,15
סלמה,66, קטן מ-15 ,  1-5  ,74,17
עין נקובא,154, קטן מ-15 ,  1-5  ,70,14
ברכה,35, קטן מ-15 ,  1-5  ,48,7
נאעורה,60, קטן מ-15 ,  0  ,27,17
