age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,347348,313476,1538337,22.6,20.4
20-29,1001350,917836,1300361,77,70.6
30-39,969959,905056,1197026,81,75.6
40-49,931879,876542,1098556,84.8,79.8
50-59,759505,715944,849966,89.4,84.2
60-69,669255,639779,741639,90.2,86.3
70-79,483775,468198,490784,98.6,95.4
80-89,216696,209547,225538,96.1,92.9
90+,51288,48848,51496,99.6,94.9
