period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,7949,921,11.59
3_Month,0-9,42642,12796,30.01
6_Month,0-9,225963,56177,24.86
1_Year,0-9,1282540,546792,42.63
All,0-9,1712501,766341,44.75
1_Month,10-19,11806,1596,13.52
3_Month,10-19,46903,11197,23.87
6_Month,10-19,239485,54402,22.72
1_Year,10-19,1202251,581360,48.36
All,10-19,1629735,807693,49.56
1_Month,20-29,16025,1906,11.89
3_Month,20-29,66953,17552,26.22
6_Month,20-29,317674,66590,20.96
1_Year,20-29,1077797,426076,39.53
All,20-29,1472403,603135,40.96
1_Month,30-39,16003,2478,15.48
3_Month,30-39,70581,21279,30.15
6_Month,30-39,316186,84328,26.67
1_Year,30-39,1042357,469995,45.09
All,30-39,1371840,611558,44.58
1_Month,40-49,17146,2820,16.45
3_Month,40-49,68833,21422,31.12
6_Month,40-49,304078,85414,28.09
1_Year,40-49,947539,439399,46.37
All,40-49,1218740,555364,45.57
1_Month,50-59,17205,3120,18.13
3_Month,50-59,65907,21278,32.28
6_Month,50-59,274761,80657,29.36
1_Year,50-59,745818,315853,42.35
All,50-59,954161,395637,41.46
1_Month,60-69,19336,4100,21.2
3_Month,60-69,73585,25019,34
6_Month,60-69,264255,88185,33.37
1_Year,60-69,625692,248472,39.71
All,60-69,787660,300804,38.19
1_Month,70-79,20671,4881,23.61
3_Month,70-79,71403,24611,34.47
6_Month,70-79,205205,79393,38.69
1_Year,70-79,411757,165436,40.18
All,70-79,512515,193538,37.76
1_Month,80-89,15443,2161,13.99
3_Month,80-89,42959,11860,27.61
6_Month,80-89,88769,33980,38.28
1_Year,80-89,160136,66558,41.56
All,80-89,218446,81138,37.14
1_Month,90+,5246,490,9.34
3_Month,90+,13418,3114,23.21
6_Month,90+,23108,8341,36.1
1_Year,90+,38061,16480,43.3
All,90+,56936,21038,36.95
