cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Ghosh,0,0,18,22.89,4.32,ירוק,7862
Afula,קטן מ-15,אין מידע,120,21.11,7,כתום,56844
Akko,קטן מ-15,אין מידע,77,15.55,4.35,ירוק,49517
Arad,קטן מ-15,אין מידע,43,15.83,5.28,צהוב,27170
Ari'el,0,0,27,13.18,6.86,כתום,20488
Ashdod,35,9.51,368,16.26,5.51,צהוב,226329
Ashqelon,22,8.03,274,18.71,5.59,צהוב,146442
Azor,קטן מ-15,אין מידע,18,13.61,4.19,ירוק,13228
Bat Yam,קטן מ-15,אין מידע,225,17.61,5.02,צהוב,127772
Be'er Sheva,34,8.40,405,19.23,4.76,צהוב,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,41,14.23,5.83,צהוב,28818
Bene Beraq,קטן מ-15,אין מידע,128,6.15,5.19,צהוב,208031
Bet She'an,קטן מ-15,אין מידע,28,14.75,5.99,צהוב,18980
Bet Shemesh,קטן מ-15,אין מידע,53,4.01,4.41,ירוק,132210
Betar Illit,קטן מ-15,אין מידע,16,2.61,4.07,ירוק,61297
Dimona,קטן מ-15,אין מידע,47,13.45,5.2,צהוב,34954
Elat,קטן מ-15,אין מידע,50,9.52,6.76,כתום,52507
Even Yehuda,קטן מ-15,אין מידע,17,12.11,6.07,כתום,14036
Gan Yavne,קטן מ-15,אין מידע,30,12.56,5.4,צהוב,23887
Ganne Tiqwa,קטן מ-15,אין מידע,41,19.06,6.33,כתום,21508
Gedera,קטן מ-15,אין מידע,51,17.71,5.05,צהוב,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,36,13.22,6.45,כתום,27236
Giv'at Ze'ev,קטן מ-15,אין מידע,18,9.37,7.24,כתום,19205
Giv'atayim,15,14.15,106,17.41,5.72,צהוב,60872
Hadera,קטן מ-15,אין מידע,136,13.75,6.27,כתום,98928
Haifa,36,6.57,548,19.23,5.65,צהוב,284981
Harish,קטן מ-15,אין מידע,18,9.18,7.75,אדום,19608
Herzliyya,16,10.46,153,15.42,5.4,צהוב,99208
Hod Hasharon,קטן מ-15,אין מידע,85,13.13,5.01,צהוב,64755
Holon,19,6.11,311,15.83,5.72,צהוב,196510
Jerusalem,36,4.54,793,8.32,4.13,ירוק,952916
Judeide-Maker,קטן מ-15,אין מידע,18,8.44,5.7,צהוב,21331
Karmi'el,קטן מ-15,אין מידע,111,24.03,7.56,אדום,46190
Kefar Sava,קטן מ-15,אין מידע,151,14.85,5.4,צהוב,101664
Kefar Yona,קטן מ-15,אין מידע,32,12.24,4.9,צהוב,26140
Kokhav Ya'ir,קטן מ-15,אין מידע,17,19.46,8.21,אדום,8738
Lod,קטן מ-15,אין מידע,90,11.14,4.68,צהוב,80786
Ma'ale Adummim,קטן מ-15,אין מידע,66,17.46,6.3,כתום,37802
Ma'alot-Tarshiha,קטן מ-15,אין מידע,32,14.44,4.17,ירוק,22158
Mazkeret Batya,קטן מ-15,אין מידע,31,20.54,7.86,אדום,15095
Mevasseret Ziyyon,קטן מ-15,אין מידע,35,14.38,7.27,כתום,24347
Migdal Haemeq,קטן מ-15,אין מידע,49,19.00,6.95,כתום,25790
Modi'in Illit,קטן מ-15,אין מידע,22,2.79,4.11,ירוק,78775
Modi'in-Makkabbim-Re'ut,21,12.21,172,18.15,5.92,צהוב,94744
Mughar,קטן מ-15,אין מידע,17,7.31,5.02,צהוב,23271
Nahariyya,קטן מ-15,אין מידע,129,21.79,6.19,כתום,59189
Nazareth,קטן מ-15,אין מידע,26,3.34,2.96,ירוק,77734
Nes Ziyyona,קטן מ-15,אין מידע,63,12.47,5.46,צהוב,50532
Nesher,קטן מ-15,אין מידע,43,17.96,6.75,כתום,23947
Netanya,29,9.90,293,13.11,4.75,צהוב,223562
Netivot,קטן מ-15,אין מידע,40,10.14,5.51,צהוב,39456
Nof Hagalil,קטן מ-15,אין מידע,115,27.41,5.26,צהוב,41950
Ofaqim,קטן מ-15,אין מידע,48,14.82,4.53,צהוב,32378
Omer,קטן מ-15,אין מידע,20,26.42,6.53,כתום,7569
Or Aqiva,קטן מ-15,אין מידע,29,14.94,5.34,צהוב,19417
