period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,10402,992,9.54
3_Month,0-9,20328,2871,14.12
6_Month,0-9,74293,24429,32.88
1_Year,0-9,1177974,524334,44.51
All,0-9,1716592,768045,44.74
1_Month,10-19,13091,2737,20.91
3_Month,10-19,28702,7341,25.58
6_Month,10-19,81550,24448,29.98
1_Year,10-19,1080413,555717,51.44
All,10-19,1632415,811256,49.7
1_Month,20-29,19352,4440,22.94
3_Month,20-29,42331,11024,26.04
6_Month,20-29,115658,37542,32.46
1_Year,20-29,962301,416139,43.24
All,20-29,1479123,609552,41.21
1_Month,30-39,18589,4748,25.54
3_Month,30-39,41005,11943,29.13
6_Month,30-39,121132,44833,37.01
1_Year,30-39,944274,461835,48.91
All,30-39,1376385,618177,44.91
1_Month,40-49,19095,5203,27.25
3_Month,40-49,42717,13411,31.39
6_Month,40-49,118527,46103,38.9
1_Year,40-49,865658,433591,50.09
All,40-49,1223117,562619,46
1_Month,50-59,19660,5274,26.83
3_Month,50-59,43927,13946,31.75
6_Month,50-59,113375,45740,40.34
1_Year,50-59,682969,317622,46.51
All,50-59,958856,404296,42.16
1_Month,60-69,22087,5733,25.96
3_Month,60-69,49864,15661,31.41
6_Month,60-69,125053,51906,41.51
1_Year,60-69,580850,255055,43.91
All,60-69,793334,311678,39.29
1_Month,70-79,24278,5553,22.87
3_Month,70-79,52073,15549,29.86
6_Month,70-79,118900,49748,41.84
1_Year,70-79,390409,175089,44.85
All,70-79,519916,205346,39.5
1_Month,80-89,20942,3259,15.56
3_Month,80-89,36847,8336,22.62
6_Month,80-89,67233,24590,36.57
1_Year,80-89,154981,72434,46.74
All,80-89,223330,87629,39.24
1_Month,90+,7658,1003,13.1
3_Month,90+,12613,2398,19.01
6_Month,90+,20247,6664,32.91
1_Year,90+,37632,18225,48.43
All,90+,58990,22890,38.8
