gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,שנה,305162,9.2,5,0.1,21,1,66,0.6,1956,5.1
זכר,0-9,3 חודשים,3893,3.2,0,0,3,1,4,0.3,191,3.2
זכר,0-9,6 חודשים,27493,4.6,1,0.1,5,0.8,10,0.3,568,3.7
זכר,0-9,מתחילת קורונה,442007,9.5,8,0.1,34,0.5,124,0.4,3298,3.7
זכר,0-9,חודש אחרון,309,1.4,0,0,0,0,0,0,21,1.6
נקבה,0-9,שנה,243605,7.3,2,0.1,10,0.5,44,0.4,1583,4.1
נקבה,0-9,מתחילת קורונה,363752,7.9,5,0,17,0.3,78,0.2,2673,3
נקבה,0-9,3 חודשים,3786,3.1,0,0,1,0.3,2,0.1,150,2.5
נקבה,0-9,6 חודשים,23998,4,0,0,1,0.2,9,0.3,442,2.9
נקבה,0-9,חודש אחרון,325,1.5,0,0,0,0,0,0,14,1.1
זכר,10-19,3 חודשים,3472,2.8,0,0,1,0.3,1,0.1,46,0.8
זכר,10-19,6 חודשים,24768,4.1,0,0,1,0.2,5,0.1,134,0.9
זכר,10-19,מתחילת קורונה,439925,9.5,6,0.1,25,0.4,81,0.3,1084,1.2
זכר,10-19,חודש אחרון,491,2.2,0,0,0,0,0,0,7,0.5
זכר,10-19,שנה,293289,8.8,3,0.1,12,0.6,30,0.3,471,1.2
נקבה,10-19,שנה,294301,8.9,3,0.1,10,0.5,20,0.2,516,1.3
נקבה,10-19,מתחילת קורונה,430835,9.3,8,0.1,23,0.4,81,0.3,1224,1.4
נקבה,10-19,3 חודשים,4426,3.6,0,0,0,0,0,0,38,0.6
נקבה,10-19,6 חודשים,26461,4.4,1,0.1,2,0.3,5,0.1,146,1
נקבה,10-19,חודש אחרון,693,3.1,0,0,0,0,0,0,6,0.5
זכר,20-29,מתחילת קורונה,269573,5.8,25,0.2,58,0.9,252,0.8,1678,1.9
