period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6938,655,9.44
3_Month,0-9,33244,7922,23.83
6_Month,0-9,199677,52952,26.52
1_Year,0-9,1270619,544135,42.82
All,0-9,1712844,766455,44.75
1_Month,10-19,10241,1141,11.14
3_Month,10-19,39350,8005,20.34
6_Month,10-19,208655,52103,24.97
1_Year,10-19,1192717,579601,48.6
All,10-19,1630061,807912,49.56
1_Month,20-29,15619,1758,11.26
3_Month,20-29,56953,11908,20.91
6_Month,20-29,287298,63863,22.23
1_Year,20-29,1067027,425758,39.9
All,20-29,1473039,603536,40.97
1_Month,30-39,15004,2230,14.86
3_Month,30-39,58408,14772,25.29
6_Month,30-39,288710,80170,27.77
1_Year,30-39,1033502,469542,45.43
All,30-39,1372300,612024,44.6
1_Month,40-49,15897,2476,15.58
3_Month,40-49,57899,15423,26.64
6_Month,40-49,274199,81549,29.74
1_Year,40-49,940470,439282,46.71
All,40-49,1219159,555883,45.6
1_Month,50-59,16547,2848,17.21
3_Month,50-59,56522,15716,27.81
6_Month,50-59,249081,77567,31.14
1_Year,50-59,740295,316323,42.73
All,50-59,954623,396348,41.52
1_Month,60-69,18973,3791,19.98
3_Month,60-69,63978,18921,29.57
6_Month,60-69,245430,85197,34.71
1_Year,60-69,621713,249243,40.09
All,60-69,788221,301722,38.28
1_Month,70-79,20523,4291,20.91
3_Month,70-79,63104,19207,30.44
6_Month,70-79,195272,77435,39.65
1_Year,70-79,409737,166303,40.59
All,70-79,513186,194487,37.9
1_Month,80-89,16564,1966,11.87
3_Month,80-89,38874,9152,23.54
6_Month,80-89,86196,33229,38.55
1_Year,80-89,159417,66981,42.02
All,80-89,218848,81598,37.29
1_Month,90+,5908,487,8.24
3_Month,90+,12498,2434,19.48
6_Month,90+,22747,8127,35.73
1_Year,90+,37948,16589,43.72
All,90+,57105,21154,37.04
