city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,130748,211,106,16664,2
תל אביב - יפו,26404,81,33,19238,2
נתניה,17044,46,21,7888,2
אשדוד,25649,43,26,6774,2
באר שבע,15166,43,19,6951,2
פרדס חנה-כרכור,2394,42,37,2047,10
ראשון לציון,14897,33,17,7392,1
חיפה,16665,32,  6-10  ,7235,1
פתח תקווה,21676,30,15,7302,1
לקיה,817,29, 11-14 ,207,18
מגאר,2136,26,18,1064,11
טייבה,4604,25,  6-10  ,760,6
אשקלון,11870,25,  1-5  ,4337,2
מעלה אדומים,3841,24,18,2474,6
בית שמש,20277,22,  6-10  ,2250,2
תל שבע,592,21,  6-10  ,188,10
בוקעאתא,987,19,  1-5  ,383,28
כפר סבא,4111,18,  1-5  ,3694,2
הרצליה,4258,18, 11-14 ,3782,2
נצרת,9042,17,  1-5  ,850,2
רהט,4992,17,  1-5  ,592,2
אבו גוש,1291,17,  6-10  ,722,21
בת ים,9687,17,  6-10  ,4023,1
בני ברק,48251,17,  6-10  ,2304,1
לוד,8651,16,  6-10  ,4533,2
נוף הגליל,2868, קטן מ-15 ,  0  ,4030,1
קלנסווה,2504, קטן מ-15 ,  0  ,287,2
כפר קרע,1680, קטן מ-15 ,  1-5  ,196,2
גני מודיעין,354, קטן מ-15 ,  1-5  ,54,3
אופקים,4307, קטן מ-15 ,  0  ,839,0
בענה,987, קטן מ-15 ,  1-5  ,72,4
נתיבות,7036, קטן מ-15 ,  1-5  ,718,1
ביר הדאג',22, קטן מ-15 ,  0  ,6,7
נוף איילון,232, קטן מ-15 ,  1-5  ,108,13
באקה אל-גרביה,2774, קטן מ-15 ,  1-5  ,243,2
ג'ולס,670, קטן מ-15 ,  0  ,311,3
ראש פינה,154, קטן מ-15 ,  0  ,79,3
הוד השרון,2803, קטן מ-15 ,  1-5  ,2727,1
בנימינה-גבעת עדה,608, קטן מ-15 ,  6-10  ,706,4
קרית ביאליק,2245, קטן מ-15 ,  1-5  ,930,1
קרית מוצקין,2362, קטן מ-15 ,  1-5  ,1181,0
מג'דל שמס,1737, קטן מ-15 ,  1-5  ,194,5
קרית שמונה,1361, קטן מ-15 ,  1-5  ,327,1
טורעאן,1303, קטן מ-15 ,  0  ,107,1
יפיע,2222, קטן מ-15 ,  0  ,162,1
עוזייר,165, קטן מ-15 ,  0  ,16,3
אום אל-פחם,6164, קטן מ-15 ,  1-5  ,340,2
כפר תבור,197, קטן מ-15 ,  1-5  ,124,4
קרית אונו,1772, קטן מ-15 ,  0  ,1237,0
אור יהודה,4363, קטן מ-15 ,  1-5  ,815,1
בית דגן,528, קטן מ-15 ,  0  ,131,2
בית ג'ן,1900, קטן מ-15 ,  6-10  ,626,7
קרני שומרון,731, קטן מ-15 ,  0  ,303,1
רמלה,9523, קטן מ-15 ,  1-5  ,1890,1
פוריידיס,1253, קטן מ-15 ,  0  ,99,3
כפר קאסם,3374, קטן מ-15 ,  1-5  ,255,2
צפת,4828, קטן מ-15 ,  1-5  ,544,2
עפולה,3791, קטן מ-15 ,  1-5  ,1131,0
יקיר,194, קטן מ-15 ,  1-5  ,124,8
צור הדסה,710, קטן מ-15 ,  1-5  ,382,3
צור יצחק,229, קטן מ-15 ,  1-5  ,147,2
עכו,4073, קטן מ-15 ,  1-5  ,1236,1
ראש העין,5438, קטן מ-15 ,  1-5  ,2010,1
טירה,2736, קטן מ-15 ,  0  ,288,3
אריאל,1042, קטן מ-15 ,  1-5  ,587,1
דימונה,2507, קטן מ-15 ,  1-5  ,1103,1
קצר א-סר, קטן מ-15 , קטן מ-15 ,  0  ,11,4
אורנית,370, קטן מ-15 ,  1-5  ,835,10
חריש,1539, קטן מ-15 ,  1-5  ,465,2
משהד,798, קטן מ-15 ,  0  ,30,2
ריינה,1711, קטן מ-15 ,  1-5  ,97,3
אבו סנאן,1351, קטן מ-15 ,  1-5  ,2493,4
קרית ים,2352, קטן מ-15 ,  1-5  ,1189,0
ערד,2470, קטן מ-15 ,  1-5  ,825,1
אילת,2517, קטן מ-15 ,  1-5  ,5737,1
ברכה,297, קטן מ-15 ,  0  ,34,4
ירכא,2131, קטן מ-15 ,  1-5  ,821,3
כפר כנא,2442, קטן מ-15 ,  1-5  ,129,2
יהוד,1941, קטן מ-15 ,  1-5  ,879,1
עראבה,2324, קטן מ-15 ,  1-5  ,233,1
בית שאן,1692, קטן מ-15 ,  1-5  ,340,1
נהריה,3316, קטן מ-15 ,  1-5  ,1246,1
ראמה,951, קטן מ-15 ,  1-5  ,282,1
שפרעם,4118, קטן מ-15 ,  1-5  ,628,2
רעננה,3860, קטן מ-15 ,  1-5  ,3167,1
ערערה,2033, קטן מ-15 ,  1-5  ,245,2
ירוחם,981, קטן מ-15 ,  6-10  ,567,6
זרזיר,498, קטן מ-15 ,  0  ,39,2
כסיפה,922, קטן מ-15 ,  1-5  ,123,7
דייר חנא,1474, קטן מ-15 ,  1-5  ,82,3
רמת גן,7905, קטן מ-15 ,  1-5  ,16201,1
רחובות,11313, קטן מ-15 ,  1-5  ,6424,1
כאבול,1300, קטן מ-15 ,  0  ,125,2
להבים,271, קטן מ-15 ,  1-5  ,151,2
עילוט,667, קטן מ-15 ,  0  ,32,1
נאעורה,179, קטן מ-15 ,  0  ,21,21
סאג'ור,508, קטן מ-15 ,  0  ,132,2
סולם,267, קטן מ-15 ,  6-10  ,110,23
קרית אתא,4689, קטן מ-15 ,  1-5  ,1336,1
אכסאל,1499, קטן מ-15 ,  0  ,83,1
גבעתיים,2041, קטן מ-15 ,  1-5  ,1765,1
כפר מנדא,1688, קטן מ-15 ,  0  ,81,3
יאנוח-ג'ת,1152, קטן מ-15 ,  0  ,256,2
פדואל,230, קטן מ-15 ,  1-5  ,185,14
קדומים,352, קטן מ-15 ,  0  ,152,2
אעצם (שבט),82, קטן מ-15 ,  1-5  ,61,8
אטרש (שבט),54, קטן מ-15 ,  1-5  ,29,31
טבריה,4521, קטן מ-15 ,  1-5  ,668,2
אל סייד,22, קטן מ-15 ,  1-5  ,21,11
שגב-שלום,345, קטן מ-15 ,  1-5  ,102,7
כרמיאל,2472, קטן מ-15 ,  1-5  ,946,1
רכסים,3125, קטן מ-15 ,  1-5  ,100,1
מבשרת ציון,1919, קטן מ-15 ,  1-5  ,1461,1
מעלות-תרשיחא,1587, קטן מ-15 ,  0  ,616,0
מודיעין-מכבים-רעות,4830, קטן מ-15 ,  1-5  ,3258,1
חצור הגלילית,1399, קטן מ-15 ,  0  ,115,2
גבעת זאב,3794, קטן מ-15 ,  0  ,322,1
מזרעה,305, קטן מ-15 ,  0  ,30,5
טמרה,3886, קטן מ-15 ,  1-5  ,358,3
סח'נין,4370, קטן מ-15 ,  1-5  ,264,2
ביתר עילית,12881, קטן מ-15 ,  1-5  ,443,0
מעיליא,268, קטן מ-15 ,  0  ,50,3
חדרה,6834, קטן מ-15 ,  0  ,2409,1
עיילבון,606, קטן מ-15 ,  1-5  ,91,2
אור עקיבא,1645, קטן מ-15 ,  0  ,374,1
חולון,14654, קטן מ-15 ,  1-5  ,4617,1
כוכב יעקב,1897, קטן מ-15 ,  1-5  ,125,1
בועיינה-נוג'ידאת,918, קטן מ-15 ,  0  ,71,4
כעביה-טבאש-חג'אג'רה,575, קטן מ-15 ,  1-5  ,29,3
עין נקובא,574, קטן מ-15 ,  1-5  ,25,3
מסעדה,420, קטן מ-15 ,  1-5  ,116,7
ג'לג'וליה,970, קטן מ-15 ,  1-5  ,121,2
מגדל העמק,2108, קטן מ-15 ,  1-5  ,601,1
אבו רוקייק (שבט),89, קטן מ-15 ,  1-5  ,49,3
אבו ג'ווייעד (שבט),66, קטן מ-15 ,  1-5  ,460,6
אבו קורינאת (שבט),57, קטן מ-15 ,  1-5  ,58,8
קרית מלאכי,4101, קטן מ-15 ,  0  ,503,1
קצרין,298, קטן מ-15 ,  0  ,163,1
