section,female,male,period,order_period
0-9,"{'amount': 274761, 'percentage': 8.4}","{'amount': 353151, 'percentage': 10.8}",מתחילת קורונה,1
0-9,"{'amount': 231980, 'percentage': 9}","{'amount': 301656, 'percentage': 11.7}",שנה,2
0-9,"{'amount': 208980, 'percentage': 8.9}","{'amount': 274986, 'percentage': 11.7}",6 חודשים,3
0-9,"{'amount': 154703, 'percentage': 8}","{'amount': 213141, 'percentage': 11}",3 חודשים,4
0-9,"{'amount': 139010, 'percentage': 8}","{'amount': 198036, 'percentage': 11.3}",חודש אחרון,5
10-19,"{'amount': 267228, 'percentage': 10.4}","{'amount': 283804, 'percentage': 11}",שנה,2
10-19,"{'amount': 244102, 'percentage': 10.4}","{'amount': 260050, 'percentage': 11.1}",6 חודשים,3
10-19,"{'amount': 335958, 'percentage': 10.3}","{'amount': 365579, 'percentage': 11.2}",מתחילת קורונה,1
10-19,"{'amount': 200146, 'percentage': 10.3}","{'amount': 215776, 'percentage': 11.1}",3 חודשים,4
10-19,"{'amount': 172795, 'percentage': 9.9}","{'amount': 194151, 'percentage': 11.1}",חודש אחרון,5
20-29,"{'amount': 196272, 'percentage': 8.4}","{'amount': 132212, 'percentage': 5.6}",6 חודשים,3
20-29,"{'amount': 144913, 'percentage': 8.3}","{'amount': 93906, 'percentage': 5.4}",חודש אחרון,5
20-29,"{'amount': 216422, 'percentage': 8.4}","{'amount': 147441, 'percentage': 5.7}",שנה,2
20-29,"{'amount': 164305, 'percentage': 8.4}","{'amount': 107901, 'percentage': 5.5}",3 חודשים,4
20-29,"{'amount': 285028, 'percentage': 8.7}","{'amount': 208615, 'percentage': 6.4}",מתחילת קורונה,1
30-39,"{'amount': 155925, 'percentage': 8.9}","{'amount': 98687, 'percentage': 5.6}",חודש אחרון,5
30-39,"{'amount': 171847, 'percentage': 8.8}","{'amount': 109875, 'percentage': 5.6}",3 חודשים,4
30-39,"{'amount': 205817, 'percentage': 8.8}","{'amount': 133385, 'percentage': 5.7}",6 חודשים,3
30-39,"{'amount': 223209, 'percentage': 8.7}","{'amount': 146897, 'percentage': 5.7}",שנה,2
30-39,"{'amount': 274119, 'percentage': 8.4}","{'amount': 191515, 'percentage': 5.9}",מתחילת קורונה,1
40-49,"{'amount': 190468, 'percentage': 7.4}","{'amount': 131525, 'percentage': 5.1}",שנה,2
40-49,"{'amount': 176773, 'percentage': 7.5}","{'amount': 120431, 'percentage': 5.1}",6 חודשים,3
40-49,"{'amount': 153262, 'percentage': 7.9}","{'amount': 102189, 'percentage': 5.3}",3 חודשים,4
40-49,"{'amount': 138250, 'percentage': 7.9}","{'amount': 91925, 'percentage': 5.3}",חודש אחרון,5
40-49,"{'amount': 236314, 'percentage': 7.2}","{'amount': 169941, 'percentage': 5.2}",מתחילת קורונה,1
50-59,"{'amount': 151336, 'percentage': 4.6}","{'amount': 113256, 'percentage': 3.5}",מתחילת קורונה,1
