period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
3_Month,0-9,1135392,370864,32.66
1_Month,0-9,999795,346046,34.61
6_Month,0-9,1391826,484353,34.8
1_Year,0-9,1508688,524904,34.79
All,0-9,1654143,607004,36.7
1_Month,10-19,835127,380060,45.51
All,10-19,1561446,659397,42.23
1_Year,10-19,1383631,535189,38.68
6_Month,10-19,1258602,499610,39.7
3_Month,10-19,1027976,416620,40.53
All,20-29,1347866,463311,34.37
1_Year,20-29,1168833,357689,30.6
6_Month,20-29,1023961,329693,32.2
1_Month,20-29,590785,248240,42.02
3_Month,20-29,781925,272415,34.84
All,30-39,1240572,438414,35.34
1_Month,30-39,599421,261352,43.6
3_Month,30-39,763155,281251,36.85
6_Month,30-39,968936,339577,35.05
1_Year,30-39,1093329,363299,33.23
3_Month,40-49,699907,254781,36.4
1_Year,40-49,965250,317229,32.86
1_Month,40-49,551528,236376,42.86
All,40-49,1095779,383974,35.04
6_Month,40-49,864853,298100,34.47
All,50-59,827475,252223,30.48
6_Month,50-59,636847,187003,29.36
1_Month,50-59,383824,152650,39.77
1_Year,50-59,716117,199601,27.87
3_Month,50-59,505944,163408,32.3
6_Month,60-69,507311,120610,23.77
1_Month,60-69,307738,99905,32.46
All,60-69,663081,165082,24.9
1_Year,60-69,571267,129319,22.64
3_Month,60-69,401518,106985,26.65
1_Month,70-79,178831,49986,27.95
3_Month,70-79,237153,53753,22.67
6_Month,70-79,304807,60798,19.95
1_Year,70-79,348345,65761,18.88
All,70-79,407813,84540,20.73
All,80-89,176371,36725,20.82
1_Year,80-89,140810,26752,19
6_Month,80-89,118748,24299,20.46
3_Month,80-89,92422,20814,22.52
1_Month,80-89,72959,19562,26.81
1_Month,90+,19171,5288,27.58
3_Month,90+,23332,5593,23.97
6_Month,90+,29242,6510,22.26
1_Year,90+,35461,7210,20.33
All,90+,46872,10588,22.59
