dayDate,ageGroup,verified,verifiedNormalized,avgVerifiedAmount7Days
2020-03-14T00:00:00.000Z,0-4,0,0,0
2020-03-14T00:00:00.000Z,5-11,4,0.32,1
2020-03-14T00:00:00.000Z,12-15,3,0.47,0
2020-03-14T00:00:00.000Z,16-19,1,0.17,0
2020-03-15T00:00:00.000Z,0-4,1,0.13,0
2020-03-15T00:00:00.000Z,5-11,0,0,1
2020-03-15T00:00:00.000Z,12-15,3,0.47,1
2020-03-15T00:00:00.000Z,16-19,0,0,0
2020-03-16T00:00:00.000Z,0-4,0,0,0
2020-03-16T00:00:00.000Z,5-11,2,0.16,1
2020-03-16T00:00:00.000Z,12-15,2,0.31,1
2020-03-16T00:00:00.000Z,16-19,3,0.51,1
2020-03-17T00:00:00.000Z,0-4,2,0.25,0
2020-03-17T00:00:00.000Z,5-11,2,0.16,1
2020-03-17T00:00:00.000Z,12-15,2,0.31,1
2020-03-17T00:00:00.000Z,16-19,1,0.17,1
2020-03-18T00:00:00.000Z,0-4,3,0.38,1
2020-03-18T00:00:00.000Z,5-11,6,0.48,2
2020-03-18T00:00:00.000Z,12-15,5,0.79,2
2020-03-18T00:00:00.000Z,16-19,4,0.68,1
2020-03-19T00:00:00.000Z,0-4,2,0.25,1
2020-03-19T00:00:00.000Z,5-11,0,0,2
2020-03-19T00:00:00.000Z,12-15,6,0.94,3
2020-03-19T00:00:00.000Z,16-19,7,1.18,2
2020-03-20T00:00:00.000Z,0-4,2,0.25,1
2020-03-20T00:00:00.000Z,5-11,3,0.24,2
2020-03-20T00:00:00.000Z,12-15,4,0.63,3
2020-03-20T00:00:00.000Z,16-19,9,1.52,3
2020-03-21T00:00:00.000Z,0-4,1,0.13,1
2020-03-21T00:00:00.000Z,5-11,1,0.08,2
2020-03-21T00:00:00.000Z,12-15,3,0.47,3
2020-03-21T00:00:00.000Z,16-19,9,1.52,4
2020-03-22T00:00:00.000Z,0-4,8,1.01,2
2020-03-22T00:00:00.000Z,5-11,4,0.32,2
2020-03-22T00:00:00.000Z,12-15,5,0.79,3
2020-03-22T00:00:00.000Z,16-19,5,0.85,5
2020-03-23T00:00:00.000Z,0-4,5,0.63,3
2020-03-23T00:00:00.000Z,5-11,13,1.05,4
2020-03-23T00:00:00.000Z,12-15,7,1.1,4
2020-03-23T00:00:00.000Z,16-19,18,3.04,7
2020-03-24T00:00:00.000Z,0-4,9,1.14,4
2020-03-24T00:00:00.000Z,5-11,13,1.05,5
2020-03-24T00:00:00.000Z,12-15,16,2.52,6
2020-03-24T00:00:00.000Z,16-19,20,3.38,10
2020-03-25T00:00:00.000Z,0-4,7,0.89,4
2020-03-25T00:00:00.000Z,5-11,12,0.97,6
2020-03-25T00:00:00.000Z,12-15,12,1.89,7
2020-03-25T00:00:00.000Z,16-19,15,2.54,11
2020-03-26T00:00:00.000Z,0-4,12,1.52,6
2020-03-26T00:00:00.000Z,5-11,13,1.05,8
2020-03-26T00:00:00.000Z,12-15,15,2.36,8
2020-03-26T00:00:00.000Z,16-19,25,4.23,14
2020-03-27T00:00:00.000Z,0-4,8,1.01,7
2020-03-27T00:00:00.000Z,5-11,19,1.53,10
2020-03-27T00:00:00.000Z,12-15,9,1.42,9
2020-03-27T00:00:00.000Z,16-19,27,4.57,17
2020-03-28T00:00:00.000Z,0-4,12,1.52,8
2020-03-28T00:00:00.000Z,5-11,18,1.45,13
2020-03-28T00:00:00.000Z,12-15,18,2.83,11
2020-03-28T00:00:00.000Z,16-19,36,6.09,20
2020-03-29T00:00:00.000Z,0-4,9,1.14,8
2020-03-29T00:00:00.000Z,5-11,15,1.21,14
2020-03-29T00:00:00.000Z,12-15,16,2.52,13
2020-03-29T00:00:00.000Z,16-19,28,4.74,24
2020-03-30T00:00:00.000Z,0-4,15,1.9,10
2020-03-30T00:00:00.000Z,5-11,29,2.34,17
2020-03-30T00:00:00.000Z,12-15,15,2.36,14
2020-03-30T00:00:00.000Z,16-19,30,5.07,25
2020-03-31T00:00:00.000Z,0-4,19,2.41,11
2020-03-31T00:00:00.000Z,5-11,35,2.83,20
2020-03-31T00:00:00.000Z,12-15,40,6.29,17
2020-03-31T00:00:00.000Z,16-19,43,7.27,29
2020-04-01T00:00:00.000Z,0-4,16,2.03,13
2020-04-01T00:00:00.000Z,5-11,37,2.99,23
2020-04-01T00:00:00.000Z,12-15,24,3.77,19
2020-04-01T00:00:00.000Z,16-19,42,7.1,33
2020-04-02T00:00:00.000Z,0-4,14,1.77,13
2020-04-02T00:00:00.000Z,5-11,35,2.83,26
2020-04-02T00:00:00.000Z,12-15,17,2.67,19
2020-04-02T00:00:00.000Z,16-19,49,8.29,36
2020-04-03T00:00:00.000Z,0-4,19,2.41,14
2020-04-03T00:00:00.000Z,5-11,21,1.7,27
2020-04-03T00:00:00.000Z,12-15,22,3.46,21
2020-04-03T00:00:00.000Z,16-19,53,8.96,40
2020-04-04T00:00:00.000Z,0-4,11,1.39,14
2020-04-04T00:00:00.000Z,5-11,28,2.26,28
2020-04-04T00:00:00.000Z,12-15,24,3.77,22
2020-04-04T00:00:00.000Z,16-19,43,7.27,41
2020-04-05T00:00:00.000Z,0-4,14,1.77,15
2020-04-05T00:00:00.000Z,5-11,32,2.58,31
2020-04-05T00:00:00.000Z,12-15,30,4.72,24
2020-04-05T00:00:00.000Z,16-19,57,9.64,45
2020-04-06T00:00:00.000Z,0-4,12,1.52,15
2020-04-06T00:00:00.000Z,5-11,29,2.34,31
2020-04-06T00:00:00.000Z,12-15,34,5.35,27
2020-04-06T00:00:00.000Z,16-19,47,7.95,47
2020-04-07T00:00:00.000Z,0-4,16,2.03,14
2020-04-07T00:00:00.000Z,5-11,15,1.21,28
2020-04-07T00:00:00.000Z,12-15,20,3.14,24
2020-04-07T00:00:00.000Z,16-19,34,5.75,46
2020-04-08T00:00:00.000Z,0-4,6,0.76,13
2020-04-08T00:00:00.000Z,5-11,22,1.78,26
2020-04-08T00:00:00.000Z,12-15,25,3.93,24
2020-04-08T00:00:00.000Z,16-19,41,6.93,46
2020-04-09T00:00:00.000Z,0-4,7,0.89,12
2020-04-09T00:00:00.000Z,5-11,17,1.37,23
2020-04-09T00:00:00.000Z,12-15,20,3.14,25
2020-04-09T00:00:00.000Z,16-19,26,4.4,43
2020-04-10T00:00:00.000Z,0-4,11,1.39,11
2020-04-10T00:00:00.000Z,5-11,25,2.02,24
2020-04-10T00:00:00.000Z,12-15,22,3.46,25
2020-04-10T00:00:00.000Z,16-19,23,3.89,38
2020-04-11T00:00:00.000Z,0-4,8,1.01,10
2020-04-11T00:00:00.000Z,5-11,18,1.45,22
2020-04-11T00:00:00.000Z,12-15,19,2.99,24
2020-04-11T00:00:00.000Z,16-19,30,5.07,36
2020-04-12T00:00:00.000Z,0-4,23,2.91,11
2020-04-12T00:00:00.000Z,5-11,41,3.31,23
2020-04-12T00:00:00.000Z,12-15,22,3.46,23
2020-04-12T00:00:00.000Z,16-19,36,6.09,33
2020-04-13T00:00:00.000Z,0-4,18,2.28,12
2020-04-13T00:00:00.000Z,5-11,28,2.26,23
2020-04-13T00:00:00.000Z,12-15,33,5.19,23
2020-04-13T00:00:00.000Z,16-19,60,10.15,35
2020-04-14T00:00:00.000Z,0-4,19,2.41,13
2020-04-14T00:00:00.000Z,5-11,26,2.1,25
2020-04-14T00:00:00.000Z,12-15,26,4.09,23
2020-04-14T00:00:00.000Z,16-19,33,5.58,35
2020-04-15T00:00:00.000Z,0-4,11,1.39,13
2020-04-15T00:00:00.000Z,5-11,31,2.5,26
2020-04-15T00:00:00.000Z,12-15,31,4.87,24
2020-04-15T00:00:00.000Z,16-19,40,6.76,35
2020-04-16T00:00:00.000Z,0-4,14,1.77,14
2020-04-16T00:00:00.000Z,5-11,25,2.02,27
2020-04-16T00:00:00.000Z,12-15,11,1.73,23
2020-04-16T00:00:00.000Z,16-19,30,5.07,36
2020-04-17T00:00:00.000Z,0-4,14,1.77,15
2020-04-17T00:00:00.000Z,5-11,22,1.78,27
2020-04-17T00:00:00.000Z,12-15,30,4.72,24
2020-04-17T00:00:00.000Z,16-19,39,6.6,38
2020-04-18T00:00:00.000Z,0-4,12,1.52,15
2020-04-18T00:00:00.000Z,5-11,28,2.26,28
2020-04-18T00:00:00.000Z,12-15,27,4.25,25
2020-04-18T00:00:00.000Z,16-19,34,5.75,38
2020-04-19T00:00:00.000Z,0-4,15,1.9,14
2020-04-19T00:00:00.000Z,5-11,29,2.34,27
2020-04-19T00:00:00.000Z,12-15,25,3.93,26
2020-04-19T00:00:00.000Z,16-19,24,4.06,37
2020-04-20T00:00:00.000Z,0-4,14,1.77,14
2020-04-20T00:00:00.000Z,5-11,26,2.1,26
2020-04-20T00:00:00.000Z,12-15,29,4.56,25
2020-04-20T00:00:00.000Z,16-19,33,5.58,33
2020-04-21T00:00:00.000Z,0-4,14,1.77,13
2020-04-21T00:00:00.000Z,5-11,18,1.45,25
2020-04-21T00:00:00.000Z,12-15,33,5.19,26
2020-04-21T00:00:00.000Z,16-19,47,7.95,35
2020-04-22T00:00:00.000Z,0-4,20,2.53,14
2020-04-22T00:00:00.000Z,5-11,22,1.78,24
2020-04-22T00:00:00.000Z,12-15,17,2.67,24
2020-04-22T00:00:00.000Z,16-19,34,5.75,34
2020-04-23T00:00:00.000Z,0-4,24,3.04,16
2020-04-23T00:00:00.000Z,5-11,32,2.58,25
2020-04-23T00:00:00.000Z,12-15,25,3.93,26
2020-04-23T00:00:00.000Z,16-19,30,5.07,34
2020-04-24T00:00:00.000Z,0-4,11,1.39,15
2020-04-24T00:00:00.000Z,5-11,30,2.42,26
2020-04-24T00:00:00.000Z,12-15,30,4.72,26
2020-04-24T00:00:00.000Z,16-19,29,4.9,33
2020-04-25T00:00:00.000Z,0-4,6,0.76,14
2020-04-25T00:00:00.000Z,5-11,22,1.78,25
2020-04-25T00:00:00.000Z,12-15,17,2.67,25
2020-04-25T00:00:00.000Z,16-19,24,4.06,31
2020-04-26T00:00:00.000Z,0-4,5,0.63,13
2020-04-26T00:00:00.000Z,5-11,10,0.81,22
2020-04-26T00:00:00.000Z,12-15,10,1.57,23
2020-04-26T00:00:00.000Z,16-19,5,0.85,28
2020-04-27T00:00:00.000Z,0-4,7,0.89,12
2020-04-27T00:00:00.000Z,5-11,8,0.65,20
2020-04-27T00:00:00.000Z,12-15,9,1.42,20
2020-04-27T00:00:00.000Z,16-19,19,3.21,26
2020-04-28T00:00:00.000Z,0-4,9,1.14,11
2020-04-28T00:00:00.000Z,5-11,22,1.78,20
2020-04-28T00:00:00.000Z,12-15,17,2.67,17
2020-04-28T00:00:00.000Z,16-19,23,3.89,23
2020-04-29T00:00:00.000Z,0-4,3,0.38,9
2020-04-29T00:00:00.000Z,5-11,7,0.57,18
2020-04-29T00:00:00.000Z,12-15,6,0.94,16
2020-04-29T00:00:00.000Z,16-19,10,1.69,20
2020-04-30T00:00:00.000Z,0-4,12,1.52,7
2020-04-30T00:00:00.000Z,5-11,14,1.13,16
2020-04-30T00:00:00.000Z,12-15,20,3.14,15
2020-04-30T00:00:00.000Z,16-19,16,2.71,18
2020-05-01T00:00:00.000Z,0-4,13,1.65,7
2020-05-01T00:00:00.000Z,5-11,12,0.97,13
2020-05-01T00:00:00.000Z,12-15,12,1.89,13
2020-05-01T00:00:00.000Z,16-19,9,1.52,15
2020-05-02T00:00:00.000Z,0-4,3,0.38,7
2020-05-02T00:00:00.000Z,5-11,8,0.65,11
2020-05-02T00:00:00.000Z,12-15,8,1.26,11
2020-05-02T00:00:00.000Z,16-19,9,1.52,13
2020-05-03T00:00:00.000Z,0-4,1,0.13,6
2020-05-03T00:00:00.000Z,5-11,0,0,10
2020-05-03T00:00:00.000Z,12-15,3,0.47,10
2020-05-03T00:00:00.000Z,16-19,1,0.17,12
2020-05-04T00:00:00.000Z,0-4,5,0.63,6
2020-05-04T00:00:00.000Z,5-11,6,0.48,9
2020-05-04T00:00:00.000Z,12-15,7,1.1,10
2020-05-04T00:00:00.000Z,16-19,8,1.35,10
2020-05-05T00:00:00.000Z,0-4,1,0.13,5
2020-05-05T00:00:00.000Z,5-11,4,0.32,7
2020-05-05T00:00:00.000Z,12-15,2,0.31,8
2020-05-05T00:00:00.000Z,16-19,2,0.34,7
2020-05-06T00:00:00.000Z,0-4,5,0.63,5
2020-05-06T00:00:00.000Z,5-11,9,0.73,7
2020-05-06T00:00:00.000Z,12-15,8,1.26,8
2020-05-06T00:00:00.000Z,16-19,6,1.01,7
2020-05-07T00:00:00.000Z,0-4,5,0.63,4
2020-05-07T00:00:00.000Z,5-11,4,0.32,6
2020-05-07T00:00:00.000Z,12-15,3,0.47,6
2020-05-07T00:00:00.000Z,16-19,2,0.34,5
2020-05-08T00:00:00.000Z,0-4,2,0.25,3
2020-05-08T00:00:00.000Z,5-11,2,0.16,4
2020-05-08T00:00:00.000Z,12-15,2,0.31,4
2020-05-08T00:00:00.000Z,16-19,2,0.34,4
2020-05-09T00:00:00.000Z,0-4,0,0,2
2020-05-09T00:00:00.000Z,5-11,0,0,3
2020-05-09T00:00:00.000Z,12-15,1,0.16,3
2020-05-09T00:00:00.000Z,16-19,1,0.17,3
2020-05-10T00:00:00.000Z,0-4,0,0,2
2020-05-10T00:00:00.000Z,5-11,0,0,3
2020-05-10T00:00:00.000Z,12-15,2,0.31,3
2020-05-10T00:00:00.000Z,16-19,3,0.51,3
2020-05-11T00:00:00.000Z,0-4,3,0.38,2
2020-05-11T00:00:00.000Z,5-11,3,0.24,3
2020-05-11T00:00:00.000Z,12-15,7,1.1,3
2020-05-11T00:00:00.000Z,16-19,2,0.34,2
2020-05-12T00:00:00.000Z,0-4,0,0,2
2020-05-12T00:00:00.000Z,5-11,1,0.08,2
2020-05-12T00:00:00.000Z,12-15,4,0.63,3
2020-05-12T00:00:00.000Z,16-19,2,0.34,2
2020-05-13T00:00:00.000Z,0-4,3,0.38,1
2020-05-13T00:00:00.000Z,5-11,6,0.48,2
2020-05-13T00:00:00.000Z,12-15,2,0.31,3
2020-05-13T00:00:00.000Z,16-19,2,0.34,2
2020-05-14T00:00:00.000Z,0-4,0,0,1
2020-05-14T00:00:00.000Z,5-11,2,0.16,2
2020-05-14T00:00:00.000Z,12-15,1,0.16,2
2020-05-14T00:00:00.000Z,16-19,3,0.51,2
2020-05-15T00:00:00.000Z,0-4,0,0,0
2020-05-15T00:00:00.000Z,5-11,0,0,1
2020-05-15T00:00:00.000Z,12-15,0,0,2
2020-05-15T00:00:00.000Z,16-19,1,0.17,2
2020-05-16T00:00:00.000Z,0-4,0,0,0
2020-05-16T00:00:00.000Z,5-11,0,0,1
2020-05-16T00:00:00.000Z,12-15,0,0,2
2020-05-16T00:00:00.000Z,16-19,1,0.17,2
2020-05-17T00:00:00.000Z,0-4,0,0,0
2020-05-17T00:00:00.000Z,5-11,4,0.32,2
2020-05-17T00:00:00.000Z,12-15,3,0.47,2
2020-05-17T00:00:00.000Z,16-19,1,0.17,1
2020-05-18T00:00:00.000Z,0-4,4,0.51,1
2020-05-18T00:00:00.000Z,5-11,4,0.32,2
2020-05-18T00:00:00.000Z,12-15,3,0.47,1
2020-05-18T00:00:00.000Z,16-19,1,0.17,1
2020-05-19T00:00:00.000Z,0-4,1,0.13,1
2020-05-19T00:00:00.000Z,5-11,4,0.32,2
2020-05-19T00:00:00.000Z,12-15,2,0.31,1
2020-05-19T00:00:00.000Z,16-19,2,0.34,1
2020-05-20T00:00:00.000Z,0-4,2,0.25,1
2020-05-20T00:00:00.000Z,5-11,1,0.08,2
2020-05-20T00:00:00.000Z,12-15,0,0,1
2020-05-20T00:00:00.000Z,16-19,0,0,1
2020-05-21T00:00:00.000Z,0-4,0,0,1
2020-05-21T00:00:00.000Z,5-11,1,0.08,2
2020-05-21T00:00:00.000Z,12-15,1,0.16,1
2020-05-21T00:00:00.000Z,16-19,0,0,0
2020-05-22T00:00:00.000Z,0-4,1,0.13,1
2020-05-22T00:00:00.000Z,5-11,2,0.16,2
2020-05-22T00:00:00.000Z,12-15,1,0.16,1
2020-05-22T00:00:00.000Z,16-19,1,0.17,0
2020-05-23T00:00:00.000Z,0-4,2,0.25,1
2020-05-23T00:00:00.000Z,5-11,0,0,2
2020-05-23T00:00:00.000Z,12-15,0,0,1
2020-05-23T00:00:00.000Z,16-19,0,0,0
2020-05-24T00:00:00.000Z,0-4,1,0.13,1
2020-05-24T00:00:00.000Z,5-11,0,0,1
2020-05-24T00:00:00.000Z,12-15,0,0,1
2020-05-24T00:00:00.000Z,16-19,2,0.34,0
2020-05-25T00:00:00.000Z,0-4,1,0.13,1
2020-05-25T00:00:00.000Z,5-11,3,0.24,1
2020-05-25T00:00:00.000Z,12-15,1,0.16,0
2020-05-25T00:00:00.000Z,16-19,1,0.17,0
2020-05-26T00:00:00.000Z,0-4,0,0,1
2020-05-26T00:00:00.000Z,5-11,5,0.4,1
2020-05-26T00:00:00.000Z,12-15,2,0.31,0
2020-05-26T00:00:00.000Z,16-19,1,0.17,0
2020-05-27T00:00:00.000Z,0-4,3,0.38,1
2020-05-27T00:00:00.000Z,5-11,4,0.32,2
2020-05-27T00:00:00.000Z,12-15,4,0.63,1
2020-05-27T00:00:00.000Z,16-19,1,0.17,0
2020-05-28T00:00:00.000Z,0-4,5,0.63,1
2020-05-28T00:00:00.000Z,5-11,2,0.16,2
2020-05-28T00:00:00.000Z,12-15,13,2.04,3
2020-05-28T00:00:00.000Z,16-19,6,1.01,1
2020-05-29T00:00:00.000Z,0-4,1,0.13,1
2020-05-29T00:00:00.000Z,5-11,0,0,2
2020-05-29T00:00:00.000Z,12-15,73,11.48,13
2020-05-29T00:00:00.000Z,16-19,15,2.54,3
2020-05-30T00:00:00.000Z,0-4,0,0,1
2020-05-30T00:00:00.000Z,5-11,1,0.08,2
2020-05-30T00:00:00.000Z,12-15,10,1.57,14
2020-05-30T00:00:00.000Z,16-19,3,0.51,4
2020-05-31T00:00:00.000Z,0-4,0,0,1
2020-05-31T00:00:00.000Z,5-11,8,0.65,3
2020-05-31T00:00:00.000Z,12-15,29,4.56,18
2020-05-31T00:00:00.000Z,16-19,5,0.85,4
2020-06-01T00:00:00.000Z,0-4,6,0.76,2
2020-06-01T00:00:00.000Z,5-11,10,0.81,4
2020-06-01T00:00:00.000Z,12-15,7,1.1,19
2020-06-01T00:00:00.000Z,16-19,13,2.2,6
2020-06-02T00:00:00.000Z,0-4,8,1.01,3
2020-06-02T00:00:00.000Z,5-11,8,0.65,4
2020-06-02T00:00:00.000Z,12-15,11,1.73,21
2020-06-02T00:00:00.000Z,16-19,6,1.01,7
2020-06-03T00:00:00.000Z,0-4,3,0.38,3
2020-06-03T00:00:00.000Z,5-11,11,0.89,5
2020-06-03T00:00:00.000Z,12-15,9,1.42,21
2020-06-03T00:00:00.000Z,16-19,6,1.01,7
2020-06-04T00:00:00.000Z,0-4,8,1.01,3
2020-06-04T00:00:00.000Z,5-11,12,0.97,7
2020-06-04T00:00:00.000Z,12-15,16,2.52,22
2020-06-04T00:00:00.000Z,16-19,5,0.85,7
2020-06-05T00:00:00.000Z,0-4,9,1.14,4
2020-06-05T00:00:00.000Z,5-11,13,1.05,9
2020-06-05T00:00:00.000Z,12-15,16,2.52,14
2020-06-05T00:00:00.000Z,16-19,7,1.18,6
2020-06-06T00:00:00.000Z,0-4,3,0.38,5
2020-06-06T00:00:00.000Z,5-11,10,0.81,10
2020-06-06T00:00:00.000Z,12-15,8,1.26,13
2020-06-06T00:00:00.000Z,16-19,2,0.34,6
2020-06-07T00:00:00.000Z,0-4,6,0.76,6
2020-06-07T00:00:00.000Z,5-11,12,0.97,10
2020-06-07T00:00:00.000Z,12-15,7,1.1,10
2020-06-07T00:00:00.000Z,16-19,8,1.35,6
2020-06-08T00:00:00.000Z,0-4,11,1.39,6
2020-06-08T00:00:00.000Z,5-11,22,1.78,12
2020-06-08T00:00:00.000Z,12-15,16,2.52,11
2020-06-08T00:00:00.000Z,16-19,6,1.01,5
2020-06-09T00:00:00.000Z,0-4,15,1.9,7
2020-06-09T00:00:00.000Z,5-11,26,2.1,15
2020-06-09T00:00:00.000Z,12-15,15,2.36,12
2020-06-09T00:00:00.000Z,16-19,7,1.18,5
2020-06-10T00:00:00.000Z,0-4,7,0.89,8
2020-06-10T00:00:00.000Z,5-11,27,2.18,17
2020-06-10T00:00:00.000Z,12-15,17,2.67,13
2020-06-10T00:00:00.000Z,16-19,22,3.72,8
2020-06-11T00:00:00.000Z,0-4,15,1.9,9
2020-06-11T00:00:00.000Z,5-11,30,2.42,20
2020-06-11T00:00:00.000Z,12-15,22,3.46,14
2020-06-11T00:00:00.000Z,16-19,10,1.69,8
2020-06-12T00:00:00.000Z,0-4,8,1.01,9
2020-06-12T00:00:00.000Z,5-11,19,1.53,20
2020-06-12T00:00:00.000Z,12-15,15,2.36,14
2020-06-12T00:00:00.000Z,16-19,12,2.03,9
2020-06-13T00:00:00.000Z,0-4,9,1.14,10
2020-06-13T00:00:00.000Z,5-11,28,2.26,23
2020-06-13T00:00:00.000Z,12-15,13,2.04,15
2020-06-13T00:00:00.000Z,16-19,12,2.03,11
2020-06-14T00:00:00.000Z,0-4,4,0.51,9
2020-06-14T00:00:00.000Z,5-11,14,1.13,23
2020-06-14T00:00:00.000Z,12-15,4,0.63,14
2020-06-14T00:00:00.000Z,16-19,3,0.51,10
2020-06-15T00:00:00.000Z,0-4,11,1.39,9
2020-06-15T00:00:00.000Z,5-11,19,1.53,23
2020-06-15T00:00:00.000Z,12-15,15,2.36,14
2020-06-15T00:00:00.000Z,16-19,15,2.54,11
2020-06-16T00:00:00.000Z,0-4,20,2.53,10
2020-06-16T00:00:00.000Z,5-11,26,2.1,23
2020-06-16T00:00:00.000Z,12-15,25,3.93,15
2020-06-16T00:00:00.000Z,16-19,23,3.89,13
2020-06-17T00:00:00.000Z,0-4,4,0.51,10
2020-06-17T00:00:00.000Z,5-11,17,1.37,21
2020-06-17T00:00:00.000Z,12-15,23,3.62,16
2020-06-17T00:00:00.000Z,16-19,22,3.72,13
2020-06-18T00:00:00.000Z,0-4,14,1.77,10
2020-06-18T00:00:00.000Z,5-11,15,1.21,19
2020-06-18T00:00:00.000Z,12-15,27,4.25,17
2020-06-18T00:00:00.000Z,16-19,27,4.57,16
2020-06-19T00:00:00.000Z,0-4,9,1.14,10
2020-06-19T00:00:00.000Z,5-11,25,2.02,20
2020-06-19T00:00:00.000Z,12-15,18,2.83,17
2020-06-19T00:00:00.000Z,16-19,25,4.23,18
2020-06-20T00:00:00.000Z,0-4,2,0.25,9
2020-06-20T00:00:00.000Z,5-11,7,0.57,17
2020-06-20T00:00:00.000Z,12-15,13,2.04,17
2020-06-20T00:00:00.000Z,16-19,17,2.87,18
2020-06-21T00:00:00.000Z,0-4,7,0.89,9
2020-06-21T00:00:00.000Z,5-11,17,1.37,18
2020-06-21T00:00:00.000Z,12-15,10,1.57,18
2020-06-21T00:00:00.000Z,16-19,13,2.2,20
2020-06-22T00:00:00.000Z,0-4,11,1.39,9
2020-06-22T00:00:00.000Z,5-11,30,2.42,19
2020-06-22T00:00:00.000Z,12-15,32,5.03,21
2020-06-22T00:00:00.000Z,16-19,34,5.75,23
2020-06-23T00:00:00.000Z,0-4,16,2.03,9
2020-06-23T00:00:00.000Z,5-11,34,2.75,20
2020-06-23T00:00:00.000Z,12-15,53,8.33,25
2020-06-23T00:00:00.000Z,16-19,47,7.95,26
2020-06-24T00:00:00.000Z,0-4,14,1.77,10
2020-06-24T00:00:00.000Z,5-11,36,2.91,23
2020-06-24T00:00:00.000Z,12-15,50,7.86,29
2020-06-24T00:00:00.000Z,16-19,45,7.61,29
2020-06-25T00:00:00.000Z,0-4,16,2.03,10
2020-06-25T00:00:00.000Z,5-11,34,2.75,26
2020-06-25T00:00:00.000Z,12-15,35,5.5,30
2020-06-25T00:00:00.000Z,16-19,41,6.93,31
2020-06-26T00:00:00.000Z,0-4,19,2.41,12
2020-06-26T00:00:00.000Z,5-11,33,2.67,27
2020-06-26T00:00:00.000Z,12-15,58,9.12,35
2020-06-26T00:00:00.000Z,16-19,49,8.29,35
2020-06-27T00:00:00.000Z,0-4,20,2.53,14
2020-06-27T00:00:00.000Z,5-11,23,1.86,29
2020-06-27T00:00:00.000Z,12-15,38,5.98,39
2020-06-27T00:00:00.000Z,16-19,32,5.41,37
2020-06-28T00:00:00.000Z,0-4,9,1.14,15
2020-06-28T00:00:00.000Z,5-11,29,2.34,31
2020-06-28T00:00:00.000Z,12-15,20,3.14,40
2020-06-28T00:00:00.000Z,16-19,25,4.23,39
2020-06-29T00:00:00.000Z,0-4,25,3.17,17
2020-06-29T00:00:00.000Z,5-11,70,5.65,37
2020-06-29T00:00:00.000Z,12-15,61,9.59,45
2020-06-29T00:00:00.000Z,16-19,76,12.85,45
2020-06-30T00:00:00.000Z,0-4,25,3.17,18
2020-06-30T00:00:00.000Z,5-11,67,5.41,41
2020-06-30T00:00:00.000Z,12-15,52,8.18,44
2020-06-30T00:00:00.000Z,16-19,87,14.71,50
2020-07-01T00:00:00.000Z,0-4,26,3.29,20
