name,value
קלינאות תקשורת,22
פראמדיקים,24
פסיכולוגיה,25
ריפוי בעיסוק,36
שירות סוציאלי,43
פיזיותרפיה,52
מעבדה,56
חובשי רפואת חירום,67
רוקחות,81
כוח עזר,86
מערך לוגיסטי,92
מינהל ומשק,477
סקטורים אחרים,1428
