name,value
פראמדיקים,0
חובשי רפואת חירום,0
פסיכולוגיה,1
ריפוי בעיסוק,1
פיזיותרפיה,1
שירות סוציאלי,1
מערך לוגיסטי,1
כוח עזר,2
רוקחות,2
קלינאות תקשורת,2
מעבדה,6
סקטורים אחרים,14
מינהל ומשק,29
