period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,15727,3423,21.77
3_Month,0-9,91975,42351,46.05
6_Month,0-9,340910,105213,30.86
1_Year,0-9,1414203,614380,43.44
All,0-9,1710599,764859,44.71
1_Month,10-19,17596,3101,17.62
3_Month,10-19,94758,40332,42.56
6_Month,10-19,359674,101778,28.3
1_Year,10-19,1304523,627295,48.09
All,10-19,1627907,805724,49.49
1_Month,20-29,26677,5674,21.27
3_Month,20-29,127211,52477,41.25
6_Month,20-29,480761,118011,24.55
1_Year,20-29,1157310,453567,39.19
All,20-29,1469309,600820,40.89
1_Month,30-39,28482,6602,23.18
3_Month,30-39,142877,64834,45.38
6_Month,30-39,475365,141806,29.83
1_Year,30-39,1111250,497427,44.76
All,30-39,1369020,608462,44.45
1_Month,40-49,28009,6810,24.31
3_Month,40-49,139929,65288,46.66
6_Month,40-49,451747,139409,30.86
1_Year,40-49,998537,456528,45.72
All,40-49,1216214,551930,45.38
1_Month,50-59,27409,6809,24.84
3_Month,50-59,128678,62016,48.19
6_Month,50-59,399542,121283,30.36
1_Year,50-59,779817,321490,41.23
All,50-59,951345,391615,41.16
1_Month,60-69,30742,7917,25.75
3_Month,60-69,137253,67445,49.14
6_Month,60-69,366389,118502,32.34
1_Year,60-69,649899,248278,38.2
All,60-69,784631,295361,37.64
1_Month,70-79,31052,7848,25.27
3_Month,70-79,123432,60444,48.97
6_Month,70-79,264145,95874,36.3
1_Year,70-79,423928,161473,38.09
All,70-79,508575,187105,36.79
1_Month,80-89,21772,3972,18.24
3_Month,80-89,64322,26471,41.15
6_Month,80-89,105660,39355,37.25
1_Year,80-89,165254,65072,39.38
All,80-89,216254,78383,36.25
1_Month,90+,7230,1122,15.52
3_Month,90+,18311,6523,35.62
6_Month,90+,25892,9508,36.72
1_Year,90+,39337,16191,41.16
All,90+,56215,20408,36.3
