Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,46,74,0,0,1,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7385,7459,0.08,0,1,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24909,32368,0.35,0,1,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44639,77007,0.83,0,1,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62896,139903,1.5,0,1,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73404,213307,2.29,0,1,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38502,251809,2.71,0,1,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32608,284417,3.06,0,1,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104542,388959,4.18,0,1,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,134989,523948,5.63,0,1,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156251,680199,7.31,1,2,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153089,833288,8.96,0,2,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158509,991797,10.67,0,2,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71404,1063201,11.43,0,2,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71719,1134920,12.2,0,2,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149705,1284625,13.81,0,2,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152137,1436762,15.45,2,4,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125145,1561907,16.8,1,5,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103312,1665219,17.91,2,7,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,116023,1781242,19.15,5,12,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66435,1847677,19.87,3,15,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44520,1892197,20.35,25,40,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37621,1929818,20.75,5993,6033,0.06,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21127,1950945,20.98,19253,25286,0.27,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,24020,1974965,21.24,35657,60943,0.66,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,52024,2026989,21.8,56861,117804,1.27,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56437,2083426,22.4,68822,186626,2.01,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30729,2114155,22.73,35923,222549,2.39,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29437,2143592,23.05,26003,248552,2.67,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68382,2211974,23.79,84571,333123,3.58,0,0,0,0.36,0,99.64
2021-01-18T00:00:00.000Z,69708,2281682,24.54,120381,453504,4.88,0,0,0,0.64,0,99.36
2021-01-19T00:00:00.000Z,72796,2354478,25.32,137774,591278,6.36,0,0,0,1.16,0,98.84
2021-01-20T00:00:00.000Z,76784,2431262,26.14,143681,734959,7.9,0,0,0,1.98,0,98.02
2021-01-21T00:00:00.000Z,69891,2501153,26.9,164338,899297,9.67,0,0,0,2.98,0,97.02
2021-01-22T00:00:00.000Z,37850,2539003,27.3,71076,970373,10.43,0,0,0,3.5,0,96.5
2021-01-23T00:00:00.000Z,39920,2578923,27.73,53556,1023929,11.01,0,0,0,3.89,0,96.11
2021-01-24T00:00:00.000Z,69052,2647975,28.48,140628,1164557,12.52,0,0,0,5.1,0,94.9
2021-01-25T00:00:00.000Z,80850,2728825,29.34,139436,1303993,14.02,0,0,0,6.78,0,93.22
2021-01-26T00:00:00.000Z,78636,2807461,30.19,126338,1430331,15.38,0,0,0,8.65,0,91.35
2021-01-27T00:00:00.000Z,77877,2885338,31.03,124969,1555300,16.72,0,0,0,10.56,0,89.44
2021-01-28T00:00:00.000Z,79482,2964820,31.88,130535,1685835,18.13,0,0,0,12.69,0,87.31
2021-01-29T00:00:00.000Z,36628,3001448,32.28,64746,1750581,18.82,0,0,0,13.61,0,86.39
2021-01-30T00:00:00.000Z,34361,3035809,32.65,42735,1793316,19.28,0,0,0,14.3,0,85.7
2021-01-31T00:00:00.000Z,73287,3109096,33.43,59457,1852773,19.92,0,0,0,16.07,0,83.93
2021-02-01T00:00:00.000Z,82440,3191536,34.32,35305,1888078,20.3,0,0,0,17.81,0,82.19
2021-02-02T00:00:00.000Z,70017,3261553,35.07,31023,1919101,20.64,0,0,0,19.35,0,80.65
2021-02-03T00:00:00.000Z,60229,3321782,35.72,51374,1970475,21.19,0,0,0,20.84,0,79.16
2021-02-04T00:00:00.000Z,72547,3394329,36.5,58035,2028510,21.81,0,0,0,22.39,0,77.61
2021-02-05T00:00:00.000Z,33877,3428206,36.87,28750,2057260,22.12,0,0,0,23.15,0,76.85
2021-02-06T00:00:00.000Z,21583,3449789,37.1,22197,2079457,22.36,0,0,0,23.64,0,76.36
2021-02-07T00:00:00.000Z,54038,3503827,37.68,68676,2148133,23.1,0,0,0,24.4,0,75.6
2021-02-08T00:00:00.000Z,58579,3562406,38.31,65395,2213528,23.8,0,0,0,24.95,0,75.05
2021-02-09T00:00:00.000Z,66285,3628691,39.02,67485,2281013,24.53,0,0,0,25.48,0,74.52
2021-02-10T00:00:00.000Z,70491,3699182,39.78,72210,2353223,25.31,0,0,0,26.23,0,73.77
2021-02-11T00:00:00.000Z,81087,3780269,40.65,72015,2425238,26.08,0,0,0,27.08,0,72.92
2021-02-12T00:00:00.000Z,39045,3819314,41.07,37534,2462772,26.48,0,0,0,27.5,0,72.5
2021-02-13T00:00:00.000Z,27425,3846739,41.37,30397,2493169,26.81,0,0,0,27.82,0,72.18
2021-02-14T00:00:00.000Z,74856,3921595,42.17,69019,2562188,27.55,0,0,0,28.76,0,71.24
2021-02-15T00:00:00.000Z,81474,4003069,43.05,75638,2637826,28.37,0,0,0,29.69,0,70.31
2021-02-16T00:00:00.000Z,83358,4086427,43.94,78214,2716040,29.21,0,0,0,30.64,0,69.36
2021-02-17T00:00:00.000Z,61908,4148335,44.61,75566,2791606,30.02,0,0,0,31.56,0,68.44
2021-02-18T00:00:00.000Z,69087,4217422,45.35,79682,2871288,30.88,0,0,0,32.51,0,67.49
2021-02-19T00:00:00.000Z,39607,4257029,45.78,38101,2909389,31.29,0,0,0,33.02,0,66.98
2021-02-20T00:00:00.000Z,31622,4288651,46.12,28697,2938086,31.59,0,0,0,33.43,0,66.57
2021-02-21T00:00:00.000Z,79386,4368037,46.97,78389,3016475,32.44,0,0,0,34.39,0,65.61
2021-02-22T00:00:00.000Z,84993,4453030,47.89,80540,3097015,33.3,0,0,0,35.44,0,64.56
2021-02-23T00:00:00.000Z,77258,4530288,48.72,70406,3167421,34.06,0,0,0,36.47,0,63.53
2021-02-24T00:00:00.000Z,61003,4591291,49.37,63060,3230481,34.74,0,0,0,37.4,0,62.6
2021-02-25T00:00:00.000Z,51660,4642951,49.93,64727,3295208,35.44,0,0,0,38.31,0,61.69
2021-02-26T00:00:00.000Z,25842,4668793,50.21,31982,3327190,35.78,0,0,0,38.76,0,61.24
2021-02-27T00:00:00.000Z,18305,4687098,50.4,21178,3348368,36.01,0,0,0,39.08,0,60.92
2021-02-28T00:00:00.000Z,40298,4727396,50.84,55836,3404204,36.61,0,0,0,39.92,0,60.08
2021-03-01T00:00:00.000Z,45664,4773060,51.33,61384,3465588,37.27,0,0,0,40.78,0,59.22
2021-03-02T00:00:00.000Z,41119,4814179,51.77,64730,3530318,37.96,0,0,0,41.54,0,58.46
2021-03-03T00:00:00.000Z,41947,4856126,52.22,66718,3597036,38.68,0,0,0,42.25,0,57.75
2021-03-04T00:00:00.000Z,39622,4895748,52.65,79047,3676083,39.53,0,0,0,42.95,0,57.05
2021-03-05T00:00:00.000Z,17282,4913030,52.83,40421,3716504,39.97,0,0,0,43.28,0,56.72
2021-03-06T00:00:00.000Z,10661,4923691,52.95,25323,3741827,40.24,0,0,0,43.5,0,56.5
2021-03-07T00:00:00.000Z,31081,4954772,53.28,72804,3814631,41.02,0,0,0,44.09,0,55.91
2021-03-08T00:00:00.000Z,27302,4982074,53.57,73231,3887862,41.81,0,0,0,44.71,0,55.29
2021-03-09T00:00:00.000Z,26669,5008743,53.86,76548,3964410,42.63,0,0,0,45.37,0,54.63
2021-03-10T00:00:00.000Z,23263,5032006,54.11,58615,4023025,43.26,0,0,0,46.03,0,53.97
2021-03-11T00:00:00.000Z,23222,5055228,54.36,69012,4092037,44,0,0,0,46.76,0,53.24
2021-03-12T00:00:00.000Z,11207,5066435,54.48,41359,4133396,44.45,0,0,0,47.12,0,52.88
2021-03-13T00:00:00.000Z,7910,5074345,54.57,25215,4158611,44.72,0,0,0,47.35,0,52.65
2021-03-14T00:00:00.000Z,20913,5095258,54.79,73896,4232507,45.51,0,0,0,47.99,0,52.01
2021-03-15T00:00:00.000Z,20071,5115329,55.01,78203,4310710,46.36,0,0,0,48.61,0,51.39
2021-03-16T00:00:00.000Z,18676,5134005,55.21,71416,4382126,47.12,0,0,0,49.23,0,50.77
2021-03-17T00:00:00.000Z,17631,5151636,55.4,58956,4441082,47.76,0,0,0,49.72,0,50.28
2021-03-18T00:00:00.000Z,15971,5167607,55.57,58070,4499152,48.38,0,0,0,50.26,0,49.74
