name,value
פראמדיקים,0
חובשי רפואת חירום,0
פסיכולוגיה,53
קלינאות תקשורת,55
ריפוי בעיסוק,82
פיזיותרפיה,99
מעבדה,109
מערך לוגיסטי,127
שירות סוציאלי,138
רוקחות,139
כוח עזר,155
סקטורים אחרים,658
מינהל ומשק,1114
