period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
3_Month,0-9,1130710,356840,31.56
All,0-9,1652204,593751,35.94
1_Year,0-9,1507181,512076,33.98
6_Month,0-9,1390212,471242,33.9
1_Month,0-9,1003951,334655,33.33
All,10-19,1559624,647018,41.49
1_Year,10-19,1382377,523187,37.85
6_Month,10-19,1257084,486966,38.74
3_Month,10-19,1022486,403207,39.43
1_Month,10-19,841932,371810,44.16
1_Month,20-29,592746,244644,41.27
3_Month,20-29,776094,264646,34.1
6_Month,20-29,1020893,322321,31.57
1_Year,20-29,1166438,350875,30.08
All,20-29,1345398,456178,33.91
1_Month,30-39,598051,254132,42.49
All,30-39,1238081,428844,34.64
1_Year,30-39,1090582,353895,32.45
6_Month,30-39,965437,329816,34.16
3_Month,30-39,757154,271030,35.8
1_Month,40-49,549803,229666,41.77
1_Year,40-49,962339,308373,32.04
6_Month,40-49,861505,289143,33.56
3_Month,40-49,694227,245410,35.35
All,40-49,1093168,375117,34.31
1_Year,50-59,713360,194310,27.24
1_Month,50-59,381376,148637,38.97
3_Month,50-59,501372,157742,31.46
6_Month,50-59,633735,181569,28.65
All,50-59,824986,246869,29.92
3_Month,60-69,397339,103418,26.03
1_Year,60-69,568422,125928,22.15
6_Month,60-69,504173,117225,23.25
All,60-69,660624,161661,24.47
1_Month,60-69,304726,97482,31.99
3_Month,70-79,233978,51889,22.18
6_Month,70-79,302292,59044,19.53
All,70-79,405817,82733,20.39
1_Year,70-79,346095,63969,18.48
1_Month,70-79,176527,48763,27.62
All,80-89,175605,35943,20.47
1_Year,80-89,139993,25985,18.56
6_Month,80-89,117782,23540,19.99
3_Month,80-89,91225,20003,21.93
1_Month,80-89,72141,18999,26.34
All,90+,46678,10376,22.23
1_Year,90+,35290,7004,19.85
6_Month,90+,29038,6306,21.72
3_Month,90+,23113,5377,23.26
1_Month,90+,19004,5145,27.07
