coronaOccupancy,isolatedTeam,name,normalOccupancy
22.72727272727273,19,מאיר,76.73522186279297
22.07792207792208,18,שמיר (אסף הרופא),69.13580322265625
19.6969696969697,73,"רמב""ם",95.56700897216797
17.14285714285714,3,מעייני הישועה,
16.417910447761187,21,הדסה עין כרם,116.7341461181641
16,37,שיבא,96.89873504638672
14.42307692307692,11,וולפסון,66.17862701416016
9.5,114,סוראסקי,103.0742950439453
9.411764705882353,21,שערי צדק,92.50614166259766
7.2727272727272725,16,לניאדו,0.5571030378341675
6.666666666666667,6,המרכזי בעמק,71.89655303955078
3.3333333333333335,32,הלל יפה,74.36893463134766
2.941176470588235,42,סורוקה,70.11294555664062
2.941176470588235,25,קפלן,88.26715087890625
1.724137931034483,16,בני ציון,78.98383331298828
1.666666666666667,9,זיו צפת,76.0806884765625
1.149425287356322,13,ברזילי,63.45515060424805
0.5235602094240838,9,השרון ק. גולדה,46.05809020996094
0,7,פוריה,72.67605590820312
0,2,הסקוטי,116
0,44,רבין ק. בילינסון,102.1556854248047
0,33,נהריה,86.30705261230469
0,0,יוספטל,60
0,0,"אסותא אשדוד בי""ח",
0,11,שניידר,76.37130737304688
0,8,הכרמל,72.59713745117188
0,5,הר הצופים,86.80555725097656
0,0,הסהר האדום,
0,3,המשפחה הקדושה,162.5
0,0,אל מקאסד,
0,1,הצרפתי,63.43283462524414
0,0,אלישע,
0,3,אסותא באר שבע,
0,0,אסותא ראשון לציון,
0,6,אסותא חיפה,
0,6,אסותא רמת החייל,
