city,diff,percentOfCityPopulation,sickCount,status,testsCount
ירושלים,1.1212814645308922,0.47451227997835216,4419,,114028
בני ברק,0.9066183136899365,1.662798920350985,3339,,48045
תל אביב - יפו,1.9343986543313711,0.2655512928097386,1212,,52629
בית שמש,0.8319467554076538,0.47774466676126964,606,,11273
אשדוד,2.536997885835095,0.21488035373293687,485,,19218
אלעד,0.8438818565400843,1.0052999074619329,478,בסגר חלקי,7909
מודיעין עילית,1.05708245243129,0.6210131088331969,478,,9337
פתח תקווה,1.773835920177384,0.1869402483576546,459,,26468
בת ים,1.881720430107527,0.2918347860904919,379,,15443
באר שבע,1.388888888888889,0.1851213178609105,365,,25645
ביתר עילית,1.457725947521866,0.5644951985465871,348,,5453
ראשון לציון,1.197604790419162,0.1392092257001648,338,,22615
חולון,1.6556291390728481,0.1643117105544851,307,,19015
אשקלון,0.6666666666666667,0.2129504925361557,302,,15178
נתניה,1.01010101010101,0.1383144995089835,300,,17394
חיפה,0.7272727272727273,0.1013074883423242,277,,24188
רמת גן,1.209677419354839,0.1706647084421236,251,,16634
רהט,2.109704641350211,0.3616420341617228,242,בסגר חלקי,6194
טבריה,1.769911504424779,0.511793502447708,230,בסגר חלקי,6506
ערערה-בנגב,3.755868544600939,1.220657276995305,221,בסגר חלקי,3180
חורה,0,1.230040060937765,218,,2726
אור יהודה,1.515151515151515,0.5782009607916463,201,,5014
רחובות,0,0.12208609223963349,170,,13450
רעננה,0.6060606060606061,0.2207711029245522,166,,9193
דייר אל-אסד,0,1.214864221057647,153,,4934
הרצליה,1.324503311258278,0.1649311170040748,153,,8898
לוד,3.6231884057971024,0.18744511004207678,143,,6331
מודיעין-מכבים-רעות,0,0.1552848220504447,136,,7923
רמלה,4.918032786885246,0.1690237557606729,128,,6701
נתיבות,0.8,0.3274513370929598,126,,3584
צפת,0,0.3364194956487892,121,,3718
קרית גת,3.478260869565217,0.2069925204383371,119,,4743
אום אל-פחם,0,0.20288307528029903,114,,4310
כפר סבא,0.9174311926605505,0.11226551815639611,110,,9340
מגדל העמק,0.9803921568627451,0.3957580880657804,103,,2641
יהוד,0,0.2963881996140061,86,,2810
חדרה,0,0.08903879996647951,85,,12477
באקה אל-גרביה,1.25,0.2739818698416994,81,,3143
שדרות,2.5316455696202533,0.2994011976047904,81,,4229
עפולה,5.555555555555555,0.1421756617715836,76,,4276
ראש העין,0,0.11948838774823291,71,,5580
קרית מלאכי,1.449275362318841,0.2868382232420915,70,,1613
יבנה,0,0.1508198134143451,70,,3968
קרית אונו,1.470588235294118,0.1840588988476313,69,,3788
רכסים,1.538461538461539,0.5326016785022595,66,,1666
כוכב יעקב,3.125,0.7385028533064787,66,,935
גבעתיים,4.918032786885246,0.1157868075406158,64,,5263
אפרת,0,0.5612558098745943,64,,1632
גבעת זאב,1.612903225806452,0.3312999579301641,63,,2293
מעלה אדומים,1.694915254237288,0.1600213361781571,60,,4913
אילת,3.448275862068966,0.10607453503995469,60,,3424
אופקים,0,0.1884718077587561,60,,3145
הוד השרון,3.508771929824561,0.09843504955120291,59,,5016
נהריה,9.25925925925926,0.09867210756932132,59,,7091
גדרה,1.724137931034483,0.23690973337616453,59,,3767
טייבה,0,0.1251194321852678,55,,3042
גני תקווה,0,0.2758966641585152,55,,2327
כרמיאל,0,0.1161215405457713,54,,3994
גבעת שמואל,0,0.20736132711249353,52,,2432
רמת השרון,0,0.1080747259533735,49,,3941
דימונה,8.88888888888889,0.13717037119982078,49,,3140
ג'סר א-זרקא,0,0.3140241865437295,47,,2914
קרית יערים,0,0.7337693412027436,46,,1121
"כפר חב""ד",0,0.6546406750072737,45,,1155
אזור,2.325581395348837,0.3677392394483912,44,,1326
ג'ת,4.761904761904763,0.360478453219728,44,,1570
שוהם,2.3809523809523814,0.2146351202954977,43,,2038
זכרון יעקב,0,0.1795573910311083,40,,1547
באר יעקב,0,0.15472690700912892,40,,2244
בענה,0,0.46246887228744216,39,,2095
עכו,8.823529411764707,0.07225292429065204,37,,4207
אבן יהודה,8.823529411764707,0.2779864763335838,37,,1405
נוף הגליל,0,0.08145717841384771,36,,3839
קרית אתא,2.857142857142857,0.06241439692088976,36,,4649
נס ציונה,0,0.07636752416486657,35,,3284
פרדס חנה-כרכור,0,0.07943958980284538,33,,5345
דבוריה,0,0.3129148492319363,33,,1802
גן יבנה,3.3333333333333335,0.1376737576053648,31,,1595
קרית ים,0,0.0738157660294754,29,,3115
כפר קרע,0,0.1409921671018277,27,,1485
ערד,3.846153846153846,0.1001297978861487,27,,1709
קרית מוצקין,0,0.05914736794212658,26,,4577
מבשרת ציון,0,0.1123255713483389,26,,2915
מצפה רמון,0,0.519065681772809,26,,422
נצרת,4.166666666666666,0.03183537291955838,25,,2607
להבים,0,0.40096230954290296,25,,1506
מזכרת בתיה,0,0.1661239949498306,25,,1711
טמרה,0,0.06990562740300593,24,,1917
מעלה עירון,0,0.1458015773079727,22,,1042
מג'ד אל-כרום,0,0.14262560777957858,22,,2129
אריאל,10,0.1202317193135862,22,,1534
כפר קאסם,0,0.09138489656891252,22,,1683
מיתר,0,0.2197143713172875,22,,1631
קדימה-צורן,0,0.09977669026464579,21,,1329
לקיה,5,0.1368345605004235,21,,949
עלי,0,0.4873294346978557,20,,371
יבנאל,0,0.48169556840077066,20,,380
טירה,17.64705882352941,0.07530120481927711,20,,1682
ערערה,0,0.1000200040008002,20,,1768
יקנעם עילית,0,0.08637070305752288,20,,1516
טירת כרמל,5.263157894736842,0.08662883874041669,20,,1312
עומר,0,0.2394454946439824,19,,1247
קרית ביאליק,0,0.0457375174691907,18,,2859
קרית שמונה,5.882352941176471,0.08148852369957897,18,,1277
שפרעם,0,0.04361521686455052,18,,2442
כסיפה,0,0.09602892165169745,17,,794
סח'נין,0,0.05193059628543499,17,,1904
כפר כנא,6.25,0.07460721495655227,17,,1447
בית שאן,45.454545454545446,0.08285862247540135,16,,1101
חריש,0,0.1111574267055718,16,,988
כפר יונה,0,0.06982325987344534,16,,1447
קלנסווה,6.666666666666667,0.06930307099233335,16,,1556
כוכב יאיר,0,0.1644556517925666,15,,822
עמנואל,0,0.3570578433706261,15,,254
