name,value
מעבדה,0
ריפוי בעיסוק,0
פראמדיקים,0
קלינאות תקשורת,0
מערך לוגיסטי,0
חובשי רפואת חירום,0
רוקחות,1
שירות סוציאלי,1
פיזיותרפיה,1
פסיכולוגיה,1
כוח עזר,1
סקטורים אחרים,5
מינהל ומשק,7
