age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,497416,365184,1538337,32.3,23.7
20-29,1011072,930224,1300361,77.8,71.5
30-39,984714,922205,1197026,82.3,77
40-49,939664,885451,1098556,85.5,80.6
50-59,756679,715216,849966,89,84.1
60-69,670833,642922,741639,90.5,86.7
70-79,467091,454547,490784,95.2,92.6
80-89,211186,205283,225538,93.6,91
90+,47854,46097,51496,92.9,89.5
