actualSick,city,sickCount,status,testLast7Days,verifiedLast7Days
231,טבריה,475,"נדרשת הידברות, הסברה ואכיפה",893,78
214,דימונה,274,"נדרשת הידברות, הסברה ואכיפה",877,34
194,אור יהודה,377,"נדרשת הידברות, הסברה ואכיפה",994,66
184,באקה אל-גרביה,243,"נדרשת הידברות, הסברה ואכיפה",682,44
170,כפר סבא,262,"נדרשת הידברות, הסברה ואכיפה",1780,67
168,ראש העין,235,"נדרשת הידברות, הסברה ואכיפה",1304,66
168,חדרה,258,"נדרשת הידברות, הסברה ואכיפה",2298,62
153,יבנה,223,"נדרשת הידברות, הסברה ואכיפה",991,68
150,אילת,189,"נדרשת הידברות, הסברה ואכיפה",760,66
143,קרית אתא,175,"נדרשת הידברות, הסברה ואכיפה",1302,70
143,כפר קאסם,181,"נדרשת הידברות, הסברה ואכיפה",297,25
139,ערערה-בנגב,303,"נדרשת הידברות, הסברה ואכיפה",131, קטן מ-15 
131,כפר קרע,167,"נדרשת הידברות, הסברה ואכיפה",847,69
129,גבעתיים,194,"נדרשת הידברות, הסברה ואכיפה",1054,49
125,נס ציונה,162,"נדרשת הידברות, הסברה ואכיפה",970,63
121,כסיפה,140,"נדרשת הידברות, הסברה ואכיפה",364,41
118,אופקים,178,"נדרשת הידברות, הסברה ואכיפה",751,66
117,נהריה,191,"נדרשת הידברות, הסברה ואכיפה",1171,59
114,טייבה,168,"נדרשת הידברות, הסברה ואכיפה",771,43
112,הוד השרון,173,"נדרשת הידברות, הסברה ואכיפה",1085,39
107,נצרת,134,"נדרשת הידברות, הסברה ואכיפה",667,64
106,בית שאן,129,"נדרשת הידברות, הסברה ואכיפה",329,33
105,פרדס חנה-כרכור,134,"נדרשת הידברות, הסברה ואכיפה",822,54
103,רמת השרון,155,"נדרשת הידברות, הסברה ואכיפה",1015,36
102,נתיבות,221,"נדרשת הידברות, הסברה ואכיפה",889,44
100,קרית אונו,163,"נדרשת הידברות, הסברה ואכיפה",715,34
100,מעלה אדומים,162,"נדרשת הידברות, הסברה ואכיפה",911,50
96,גבעת זאב,159,"נדרשת הידברות, הסברה ואכיפה",514,59
90,רכסים,152,"נדרשת הידברות, הסברה ואכיפה",344,43
85,ערד,112,"נדרשת הידברות, הסברה ואכיפה",625,41
82,אום אל-פחם,190,"נדרשת הידברות, הסברה ואכיפה",519,35
79,באר יעקב,122,"נדרשת הידברות, הסברה ואכיפה",921,36
78,יהוד,161,"נדרשת הידברות, הסברה ואכיפה",583,34
70,גדרה,132,"נדרשת הידברות, הסברה ואכיפה",965,29
66,גבעת שמואל,121,"נדרשת הידברות, הסברה ואכיפה",509,39
66,צפת,175,"נדרשת הידברות, הסברה ואכיפה",343,30
63,ערערה,79,"נדרשת הידברות, הסברה ואכיפה",544,28
62,גני תקווה,119,"נדרשת הידברות, הסברה ואכיפה",672,27
60,טירה,75,"נדרשת הידברות, הסברה ואכיפה",465, קטן מ-15 
58,קרית שמונה,75,"נדרשת הידברות, הסברה ואכיפה",762,17
54,שוהם,97,"נדרשת הידברות, הסברה ואכיפה",361, קטן מ-15 
51,ג'לג'וליה,67,"נדרשת הידברות, הסברה ואכיפה",260,26
49,ג'סר א-זרקא,96,"נדרשת הידברות, הסברה ואכיפה",502,33
45,נחף,58,"נדרשת הידברות, הסברה ואכיפה",275,22
44,חורה,255,"נדרשת הידברות, הסברה ואכיפה",129, קטן מ-15 
44,עפולה,119,"נדרשת הידברות, הסברה ואכיפה",641, קטן מ-15 
43,קרית יערים,89,"נדרשת הידברות, הסברה ואכיפה",170,15
43,עכו,81,"נדרשת הידברות, הסברה ואכיפה",610,19
42,מזכרת בתיה,65,"נדרשת הידברות, הסברה ואכיפה",259,19
40,קרית מוצקין,66,"נדרשת הידברות, הסברה ואכיפה",1016,30
40,ג'ת,78,"נדרשת הידברות, הסברה ואכיפה",202,18
39,שדרות,107,"נדרשת הידברות, הסברה ואכיפה",289, קטן מ-15 
39,"כפר חב""ד",85,"נדרשת הידברות, הסברה ואכיפה",261,21
35,טירת כרמל,55,"נדרשת הידברות, הסברה ואכיפה",447,20
34,מבשרת ציון,57,"נדרשת הידברות, הסברה ואכיפה",630, קטן מ-15 
33,יפיע,40,"נדרשת הידברות, הסברה ואכיפה",224,19
32,קדימה-צורן,53,"נדרשת הידברות, הסברה ואכיפה",372, קטן מ-15 
31,טמרה,57,"נדרשת הידברות, הסברה ואכיפה",485, קטן מ-15 
29,אזור,69,"נדרשת הידברות, הסברה ואכיפה",321,16
29,חריש,43,"נדרשת הידברות, הסברה ואכיפה",298, קטן מ-15 
28,קרית ביאליק,49,"נדרשת הידברות, הסברה ואכיפה",546, קטן מ-15 
26,מגדל העמק,125,"נדרשת הידברות, הסברה ואכיפה",246, קטן מ-15 
26,שפרעם,44,"נדרשת הידברות, הסברה ואכיפה",638, קטן מ-15 
26,אלפי מנשה,32,"נדרשת הידברות, הסברה ואכיפה",131, קטן מ-15 
25,כפר יונה,42,"נדרשת הידברות, הסברה ואכיפה",334, קטן מ-15 
25,כוכב יעקב,92,"נדרשת הידברות, הסברה ואכיפה",93, קטן מ-15 
24,קרית ים,53,"נדרשת הידברות, הסברה ואכיפה",867, קטן מ-15 
24,עמנואל,39,"נדרשת הידברות, הסברה ואכיפה",66, קטן מ-15 
23,כרמיאל,78,"נדרשת הידברות, הסברה ואכיפה",634, קטן מ-15 
23,נוף הגליל,58,"נדרשת הידברות, הסברה ואכיפה",377,18
22,אריאל,43,"נדרשת הידברות, הסברה ואכיפה",228, קטן מ-15 
22,סביון,31,"נדרשת הידברות, הסברה ואכיפה",137, קטן מ-15 
22,בית דגן,34,"נדרשת הידברות, הסברה ואכיפה",112, קטן מ-15 
21,לקיה,38,"נדרשת הידברות, הסברה ואכיפה",99, קטן מ-15 
21,בית אריה,35,"נדרשת הידברות, הסברה ואכיפה",75, קטן מ-15 
20,זכרון יעקב,60,"נדרשת הידברות, הסברה ואכיפה",230, קטן מ-15 
20,תפרח,27,"נדרשת הידברות, הסברה ואכיפה",37, קטן מ-15 
19,יד בנימין,30,"נדרשת הידברות, הסברה ואכיפה",111, קטן מ-15 
16,קרית עקרון,29,"נדרשת הידברות, הסברה ואכיפה",197, קטן מ-15 
16,כפר ברא,23,"נדרשת הידברות, הסברה ואכיפה",46, קטן מ-15 
15,חצור הגלילית,19,"נדרשת הידברות, הסברה ואכיפה",178, קטן מ-15 
15,עתלית,22,"נדרשת הידברות, הסברה ואכיפה",101, קטן מ-15 
 קטן מ-15 ,בנימינה-גבעת עדה,17,"נדרשת הידברות, הסברה ואכיפה",211, קטן מ-15 
 קטן מ-15 ,ג'דיידה-מכר,19,"נדרשת הידברות, הסברה ואכיפה",163, קטן מ-15 
 קטן מ-15 ,שערי תקווה,19,"נדרשת הידברות, הסברה ואכיפה",121, קטן מ-15 
 קטן מ-15 ,כוכב יאיר,25,"נדרשת הידברות, הסברה ואכיפה",182, קטן מ-15 
 קטן מ-15 ,קרית טבעון,19,"נדרשת הידברות, הסברה ואכיפה",228, קטן מ-15 
 קטן מ-15 ,להבים,36,"נדרשת הידברות, הסברה ואכיפה",86, קטן מ-15 
 קטן מ-15 ,קרית ארבע,21,"נדרשת הידברות, הסברה ואכיפה",77, קטן מ-15 
 קטן מ-15 ,חשמונאים,16,"נדרשת הידברות, הסברה ואכיפה",89, קטן מ-15 
 קטן מ-15 ,אבן יהודה,54,"נדרשת הידברות, הסברה ואכיפה",237, קטן מ-15 
 קטן מ-15 ,"בני עי""ש",20,"נדרשת הידברות, הסברה ואכיפה",118, קטן מ-15 
 קטן מ-15 ,קדומים, קטן מ-15 ,"נדרשת הידברות, הסברה ואכיפה",30, קטן מ-15 
 קטן מ-15 ,כוכב השחר,24,"נדרשת הידברות, הסברה ואכיפה",34, קטן מ-15 
 קטן מ-15 ,סח'נין,31,"נדרשת הידברות, הסברה ואכיפה",333, קטן מ-15 
 קטן מ-15 ,סאג'ור,16,"נדרשת הידברות, הסברה ואכיפה",35,0
 קטן מ-15 ,מג'ד אל-כרום,36,"נדרשת הידברות, הסברה ואכיפה",125, קטן מ-15 
 קטן מ-15 ,בית ג'ן,16,"נדרשת הידברות, הסברה ואכיפה",173, קטן מ-15 
 קטן מ-15 ,בת חפר, קטן מ-15 ,"נדרשת הידברות, הסברה ואכיפה",96, קטן מ-15 
 קטן מ-15 ,בית אל,26,"נדרשת הידברות, הסברה ואכיפה",74, קטן מ-15 
 קטן מ-15 ,יקנעם עילית,32,"נדרשת הידברות, הסברה ואכיפה",202, קטן מ-15 
 קטן מ-15 ,כפר האורנים, קטן מ-15 ,"נדרשת הידברות, הסברה ואכיפה",54, קטן מ-15 
 קטן מ-15 ,כאבול,18,"נדרשת הידברות, הסברה ואכיפה",192, קטן מ-15 
 קטן מ-15 ,כפר יאסיף,20,"נדרשת הידברות, הסברה ואכיפה",118, קטן מ-15 
 קטן מ-15 ,תל שבע,19,"נדרשת הידברות, הסברה ואכיפה",110, קטן מ-15 
 קטן מ-15 ,שלומי,22,"נדרשת הידברות, הסברה ואכיפה",119, קטן מ-15 
 קטן מ-15 ,כפר מצר, קטן מ-15 ,"נדרשת הידברות, הסברה ואכיפה",108,0
 קטן מ-15 ,ראמה,19,"נדרשת הידברות, הסברה ואכיפה",73, קטן מ-15 
 קטן מ-15 ,צור הדסה,24,"נדרשת הידברות, הסברה ואכיפה",165, קטן מ-15 
 קטן מ-15 ,מיתר,32,"נדרשת הידברות, הסברה ואכיפה",155, קטן מ-15 
 קטן מ-15 ,נשר,17,"נדרשת הידברות, הסברה ואכיפה",281, קטן מ-15 
 קטן מ-15 ,ניצן,16,"נדרשת הידברות, הסברה ואכיפה",79, קטן מ-15 
 קטן מ-15 ,אעצם (שבט), קטן מ-15 ,,26, קטן מ-15 
