coronaOccupancy,isolatedTeam,name,normalOccupancy
103.6363636363636,45,שערי צדק,93.12039184570312
92.85714285714286,85,לניאדו,86.07242584228516
91.66666666666666,2,הסקוטי,90.78014373779297
91.50943396226415,92,הדסה עין כרם,102.5641021728516
90,57,ברזילי,63.33333206176758
88.52459016393442,29,שמיר (אסף הרופא),61.95286178588867
88.33333333333333,27,שיבא,93.03797149658203
86.88524590163934,78,נהריה,70.53942108154297
84.84848484848484,49,"רמב""ם",89.58763122558594
83.33333333333334,12,בני ציון,71.59353637695312
76.92307692307693,11,זיו צפת,76.94524383544922
70,19,הלל יפה,80.58252716064453
67.5,77,רבין ק. בילינסון,79.64071655273438
62,19,קפלן,101.0830307006836
62,19,קפלן,101.0830307006836
59.45945945945946,0,סנט ג'וזף,
56.14035087719298,113,מאיר,76.60668182373047
55.00000000000001,32,פוריה,57.18309783935547
50,23,המשפחה הקדושה,142.5
47.05882352941176,28,וולפסון,67.34992980957031
44.64285714285715,17,הכרמל,66.46216583251953
44.44444444444444,14,מעייני הישועה,87.5399398803711
43.47826086956522,0,אל מקאסד,
43.209876543209866,44,המרכזי בעמק,79.6551742553711
42.22222222222222,37,סוראסקי,97.18189239501953
40.74074074074074,9,אסותא אשדוד,
35.8974358974359,40,סורוקה,67.15898895263672
33.33333333333333,0,אוגוסטה ויקטוריה,
31.57894736842105,5,השרון ק. גולדה,53.94190979003906
12.5,24,שניידר,96.20252990722656
