period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,127219,38073,29.93
3_Month,0-9,1092013,468789,42.93
6_Month,0-9,1245123,500788,40.22
1_Year,0-9,1484078,611317,41.19
All,0-9,1680051,719060,42.8
1_Month,10-19,130140,38665,29.71
3_Month,10-19,965136,498129,51.61
6_Month,10-19,1148499,536619,46.72
1_Year,10-19,1372557,618506,45.06
All,10-19,1591962,763664,47.97
1_Month,20-29,174351,43615,25.02
3_Month,20-29,784117,340442,43.42
6_Month,20-29,974724,363637,37.31
1_Year,20-29,1184176,422934,35.72
All,20-29,1404229,545207,38.83
1_Month,30-39,173629,47402,27.3
3_Month,30-39,783573,369153,47.11
6_Month,30-39,940936,389638,41.41
1_Year,30-39,1123916,449654,40.01
All,30-39,1301934,536541,41.21
1_Month,40-49,170326,45253,26.57
3_Month,40-49,721430,338488,46.92
6_Month,40-49,855378,356856,41.72
1_Year,40-49,1003574,403310,40.19
All,40-49,1154047,478064,41.43
1_Month,50-59,152231,35074,23.04
3_Month,50-59,538524,224630,41.71
6_Month,50-59,648782,234969,36.22
1_Year,50-59,762829,261645,34.3
All,50-59,886095,319309,36.04
1_Month,60-69,137111,27612,20.14
3_Month,60-69,440382,151929,34.5
6_Month,60-69,528333,158659,30.03
1_Year,60-69,620355,175580,28.3
All,60-69,718283,214253,29.83
1_Month,70-79,94045,17595,18.71
3_Month,70-79,271085,81048,29.9
6_Month,70-79,327183,84615,25.86
1_Year,70-79,386840,93886,24.27
All,70-79,450598,114398,25.39
1_Month,80-89,39802,6177,15.52
3_Month,80-89,103988,31132,29.94
6_Month,80-89,124034,32341,26.07
1_Year,80-89,151481,36809,24.3
All,80-89,191932,47794,24.9
1_Month,90+,10584,1299,12.27
3_Month,90+,25058,7953,31.74
6_Month,90+,29586,8227,27.81
1_Year,90+,36683,9420,25.68
All,90+,50107,13094,26.13
