section,male,female,period
0-9,"{'amount': 18, 'percentage': 1.2}","{'amount': 8, 'percentage': 0.5}",6 חודשים
0-9,"{'amount': 2, 'percentage': 0.6}","{'amount': 2, 'percentage': 0.6}",חודש אחרון
0-9,"{'amount': 30, 'percentage': 0.5}","{'amount': 15, 'percentage': 0.3}",מתחילת קורונה
0-9,"{'amount': 22, 'percentage': 0.9}","{'amount': 9, 'percentage': 0.4}",שנה
0-9,"{'amount': 16, 'percentage': 1.3}","{'amount': 8, 'percentage': 0.7}",3 חודשים
10-19,"{'amount': 9, 'percentage': 0.7}","{'amount': 9, 'percentage': 0.7}",3 חודשים
10-19,"{'amount': 1, 'percentage': 0.3}","{'amount': 1, 'percentage': 0.3}",חודש אחרון
10-19,"{'amount': 14, 'percentage': 0.6}","{'amount': 16, 'percentage': 0.7}",שנה
10-19,"{'amount': 11, 'percentage': 0.7}","{'amount': 11, 'percentage': 0.7}",6 חודשים
10-19,"{'amount': 23, 'percentage': 0.4}","{'amount': 23, 'percentage': 0.4}",מתחילת קורונה
20-29,"{'amount': 15, 'percentage': 1}","{'amount': 14, 'percentage': 0.9}",6 חודשים
20-29,"{'amount': 3, 'percentage': 0.9}","{'amount': 1, 'percentage': 0.3}",חודש אחרון
20-29,"{'amount': 52, 'percentage': 0.9}","{'amount': 58, 'percentage': 1}",מתחילת קורונה
20-29,"{'amount': 24, 'percentage': 1}","{'amount': 21, 'percentage': 0.9}",שנה
20-29,"{'amount': 9, 'percentage': 0.7}","{'amount': 10, 'percentage': 0.8}",3 חודשים
30-39,"{'amount': 34, 'percentage': 2.2}","{'amount': 19, 'percentage': 1.2}",6 חודשים
30-39,"{'amount': 13, 'percentage': 4.1}","{'amount': 6, 'percentage': 1.9}",חודש אחרון
30-39,"{'amount': 102, 'percentage': 1.7}","{'amount': 100, 'percentage': 1.7}",מתחילת קורונה
30-39,"{'amount': 48, 'percentage': 2}","{'amount': 41, 'percentage': 1.7}",שנה
30-39,"{'amount': 25, 'percentage': 2.1}","{'amount': 11, 'percentage': 0.9}",3 חודשים
40-49,"{'amount': 70, 'percentage': 4.6}","{'amount': 31, 'percentage': 2}",6 חודשים
40-49,"{'amount': 11, 'percentage': 3.5}","{'amount': 7, 'percentage': 2.2}",חודש אחרון
40-49,"{'amount': 263, 'percentage': 4.4}","{'amount': 136, 'percentage': 2.3}",מתחילת קורונה
40-49,"{'amount': 121, 'percentage': 4.9}","{'amount': 55, 'percentage': 2.2}",שנה
40-49,"{'amount': 42, 'percentage': 3.5}","{'amount': 17, 'percentage': 1.4}",3 חודשים
50-59,"{'amount': 538, 'percentage': 9.1}","{'amount': 251, 'percentage': 4.2}",מתחילת קורונה
50-59,"{'amount': 132, 'percentage': 8.6}","{'amount': 67, 'percentage': 4.4}",6 חודשים
50-59,"{'amount': 89, 'percentage': 7.4}","{'amount': 48, 'percentage': 4}",3 חודשים
50-59,"{'amount': 24, 'percentage': 7.6}","{'amount': 8, 'percentage': 2.5}",חודש אחרון
50-59,"{'amount': 217, 'percentage': 8.9}","{'amount': 124, 'percentage': 5.1}",שנה
60-69,"{'amount': 187, 'percentage': 12.2}","{'amount': 125, 'percentage': 8.1}",6 חודשים
60-69,"{'amount': 51, 'percentage': 16.1}","{'amount': 29, 'percentage': 9.2}",חודש אחרון
60-69,"{'amount': 915, 'percentage': 15.4}","{'amount': 497, 'percentage': 8.4}",מתחילת קורונה
60-69,"{'amount': 301, 'percentage': 12.3}","{'amount': 226, 'percentage': 9.2}",שנה
60-69,"{'amount': 139, 'percentage': 11.5}","{'amount': 86, 'percentage': 7.1}",3 חודשים
70-79,"{'amount': 998, 'percentage': 16.8}","{'amount': 566, 'percentage': 9.5}",מתחילת קורונה
70-79,"{'amount': 220, 'percentage': 14.3}","{'amount': 164, 'percentage': 10.7}",6 חודשים
70-79,"{'amount': 194, 'percentage': 16.1}","{'amount': 123, 'percentage': 10.2}",3 חודשים
70-79,"{'amount': 49, 'percentage': 15.5}","{'amount': 29, 'percentage': 9.2}",חודש אחרון
70-79,"{'amount': 356, 'percentage': 14.6}","{'amount': 248, 'percentage': 10.1}",שנה
80-89,"{'amount': 175, 'percentage': 11.4}","{'amount': 144, 'percentage': 9.4}",6 חודשים
80-89,"{'amount': 40, 'percentage': 12.7}","{'amount': 23, 'percentage': 7.3}",חודש אחרון
80-89,"{'amount': 622, 'percentage': 10.5}","{'amount': 467, 'percentage': 7.9}",מתחילת קורונה
80-89,"{'amount': 260, 'percentage': 10.6}","{'amount': 218, 'percentage': 8.9}",שנה
80-89,"{'amount': 158, 'percentage': 13.1}","{'amount': 129, 'percentage': 10.7}",3 חודשים
90+,"{'amount': 61, 'percentage': 2.5}","{'amount': 63, 'percentage': 2.6}",שנה
90+,"{'amount': 8, 'percentage': 2.5}","{'amount': 8, 'percentage': 2.5}",חודש אחרון
90+,"{'amount': 45, 'percentage': 2.9}","{'amount': 45, 'percentage': 2.9}",6 חודשים
90+,"{'amount': 43, 'percentage': 3.6}","{'amount': 41, 'percentage': 3.4}",3 חודשים
90+,"{'amount': 138, 'percentage': 2.3}","{'amount': 133, 'percentage': 2.2}",מתחילת קורונה
