coronaOccupancy,isolatedTeam,name,normalOccupancy
113.46153846153851,27,שערי צדק,86.97789001464844
113.33333333333331,100,לניאדו,75.7660140991211
93.33333333333333,48,המרכזי בעמק,70.86206817626953
90.19607843137256,20,שמיר (אסף הרופא),58.36139297485352
90,53,"רמב""ם",89.3814468383789
87.75510204081633,40,נהריה,74.13554382324219
83.33333333333334,13,הסקוטי,97.16312408447266
83.33333333333334,9,בני ציון,73.67205810546875
82.0754716981132,74,הדסה עין כרם,88.66397094726562
81.48148148148148,15,אסותא אשדוד,
77.77777777777779,4,מעייני הישועה,84.34504699707031
76.92307692307693,11,זיו צפת,67.4351577758789
75,50,שיבא,93.417724609375
58.730158730158735,39,ברזילי,61.5
53.333333333333336,29,פוריה,56.61971664428711
53.333333333333336,20,הלל יפה,78.64077758789062
52.94117647058824,27,וולפסון,59.44363021850586
51.85185185185185,0,סנט ג'וזף,
50,86,רבין ק. בילינסון,77.60478973388672
47.77777777777778,24,סוראסקי,97.60887908935547
41.25,21,קפלן,98.1949462890625
39.02439024390244,7,השרון ק. גולדה,46.88796615600586
36.11111111111111,14,הכרמל,54.60122680664063
35.8974358974359,58,סורוקה,63.77063369750977
32.92682926829268,56,מאיר,72.49357604980469
0,15,שניידר,91.98312377929688
