city,diff,percentOfCityPopulation,sickCount,status,testsCount
ירושלים,1.405325443786982,0.5888719944334201,5484,,132089
בני ברק,0.6973140495867769,1.9416750495503121,3899,,54934
תל אביב - יפו,4.113557358053304,0.3937258029530531,1797,,64517
אשדוד,3.549695740365112,0.45235637352851266,1021,בסגר חלקי,28460
בית שמש,1.496598639455782,0.5881147217886256,746,,13277
פתח תקווה,4.361873990306947,0.2631010902811435,646,,31311
בת ים,2.1702838063439067,0.4712477284627468,612,,20021
מודיעין עילית,2.0100502512562812,0.7912070779904119,609,,10831
אלעד,0.3696857670979667,1.142003869773702,543,בסגר חלקי,8974
ביתר עילית,2.811244979919679,0.8305216714248637,512,,6725
ראשון לציון,3.340292275574112,0.20387149917627678,495,,28172
באר שבע,1.495726495726496,0.24091130406556852,475,,30711
חולון,3.78619153674833,0.2494112609719546,466,,23935
נתניה,3.950617283950617,0.1941013476442735,421,,20968
רמת גן,3.651685393258427,0.2508975195822454,369,,20316
טבריה,3.846153846153846,0.7810413885180241,351,בסגר חלקי,8828
חיפה,2.694610778443114,0.125445734662156,343,,27572
רהט,1.492537313432836,0.5080921141115113,340,בסגר חלקי,7722
אשקלון,0.6006006006006006,0.2362199172172588,335,,16965
ערערה-בנגב,0.7092198581560284,1.5686274509803921,284,בסגר חלקי,4163
רחובות,2.631578947368421,0.1960559010671761,273,,17139
לוד,3.2128514056224895,0.3368768760896067,257,בסגר חלקי,8042
אור יהודה,1.244813278008299,0.7018956936973217,244,,6092
רמלה,6.167400881057269,0.318240040143142,241,,8409
רעננה,9.722222222222223,0.3151972975489088,237,,10889
חורה,0,1.252609603340292,222,,2968
הרצליה,2.8037383177570088,0.2371558545156631,220,,11353
קרית גת,0.9302325581395349,0.3774569490346147,217,,6767
מודיעין-מכבים-רעות,1.522842639593909,0.2283600324271246,200,,9885
דימונה,4.142011834319527,0.49269357818711157,176,,6636
נתיבות,2.684563758389262,0.3976194807557369,153,,4387
דייר אל-אסד,0,1.214864221057647,153,,5011
כפר סבא,5.555555555555555,0.1551305341797473,152,,11883
אום אל-פחם,2.173913043478261,0.2509343299519488,141,,4945
באקה אל-גרביה,2.985074626865672,0.4667839263969693,138,,3988
חדרה,7.03125,0.1435095952400905,137,,14368
צפת,0,0.37256373898295664,134,,4264
קרית מלאכי,16.521739130434778,0.5490903130634323,134,,2380
כפר קאסם,3.225806451612903,0.5316939436736728,128,,3079
ראש העין,6.363636363636363,0.19690339952877822,117,,6579
יבנה,3.703703703703704,0.24131170146295222,112,,5373
נהריה,3.846153846153846,0.1806201291099441,108,,8694
יהוד,3.96039603960396,0.3618693134822167,105,,3285
גבעתיים,7.368421052631578,0.1845352245178565,102,,6672
מגדל העמק,0,0.3919157765311611,102,,2966
עפולה,0,0.1870732391731363,100,,4892
קרית אונו,11.36363636363636,0.2614169867690995,98,,4521
הוד השרון,6.593406593406594,0.161833895024859,97,,6156
שדרות,0,0.3252753751755748,88,,4623
טייבה,5.063291139240507,0.1888165976614041,83,,3904
אילת,2.469135802469136,0.1467364401386041,83,,4147
אופקים,1.219512195121951,0.2607193340662793,83,,3735
רמת השרון,6.578947368421052,0.1786541388208827,81,,4793
רכסים,3.896103896103896,0.6455777921239509,80,,1861
גבעת זאב,2.597402597402598,0.4154396297854439,79,,2613
מעלה אדומים,2.73972602739726,0.2000266702226964,75,,5627
גדרה,2.73972602739726,0.3011564407324125,75,,4564
כוכב יעקב,0,0.828018350676961,74,,1050
בית שאן,20.33898305084746,0.3676851372345935,71,,2165
גני תקווה,1.515151515151515,0.3360922999749185,67,,2689
אפרת,0,0.5700254319038849,65,,1777
באר יעקב,3.3333333333333335,0.23982670586414978,62,,2655
כרמיאל,0,0.1311743328387416,61,,4641
גבעת שמואל,1.694915254237288,0.23926306974518483,60,,2991
שוהם,3.571428571428571,0.289507836677648,58,,2876
כפר קרע,5.660377358490567,0.2924281984334204,56,,1835
ג'ת,0,0.44240537440602995,54,,1886
עכו,3.9215686274509802,0.1034974320920151,53,,5115
קרית יערים,0,0.8135268782899984,51,,1271
פרדס חנה-כרכור,13.33333333333333,0.1227702751498519,51,,6031
גן יבנה,6.25,0.2264955367056002,51,,2122
טירה,8.51063829787234,0.1920180722891566,51,,2925
נס ציונה,6.382978723404255,0.10909646309266649,50,,3903
ג'סר א-זרקא,0,0.32738691788601587,49,,3337
"כפר חב""ד",0,0.6982833866744255,48,,1220
קרית אתא,4.4444444444444455,0.08148546264671719,47,,5307
אזור,0,0.3928123694107814,47,,1550
אבן יהודה,4.651162790697674,0.33809166040571004,45,,1687
ערד,0,0.15946597441127391,43,,2309
בענה,0,0.5099015771374363,43,,2202
זכרון יעקב,0,0.1885352605826637,42,,1765
