period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,53385,27307,51.15
3_Month,0-9,191179,43964,23
6_Month,0-9,1002721,451025,44.98
1_Year,0-9,1486194,648945,43.66
All,0-9,1706594,757934,44.41
1_Month,10-19,51796,25417,49.07
3_Month,10-19,201764,43740,21.68
6_Month,10-19,879590,446007,50.71
1_Year,10-19,1382906,653990,47.29
All,10-19,1625284,800605,49.26
1_Month,20-29,66594,31090,46.69
3_Month,20-29,267661,49921,18.65
6_Month,20-29,817421,323655,39.59
1_Year,20-29,1219911,470302,38.55
All,20-29,1463608,590810,40.37
1_Month,30-39,79913,38974,48.77
3_Month,30-39,266552,63723,23.91
6_Month,30-39,824281,377104,45.75
1_Year,30-39,1162957,511447,43.98
All,30-39,1363616,596431,43.74
1_Month,40-49,80485,39303,48.83
3_Month,40-49,257594,64663,25.1
6_Month,40-49,759368,351966,46.35
1_Year,40-49,1043172,466318,44.7
All,40-49,1211116,539649,44.56
1_Month,50-59,73139,36513,49.92
3_Month,50-59,232227,60051,25.86
6_Month,50-59,601360,253716,42.19
1_Year,50-59,811621,322711,39.76
All,50-59,945922,378655,40.03
1_Month,60-69,77377,38919,50.3
3_Month,60-69,218823,63908,29.21
6_Month,60-69,506463,194906,38.48
1_Year,60-69,672473,241691,35.94
All,60-69,778106,279407,35.91
1_Month,70-79,69786,33887,48.56
3_Month,70-79,163538,55533,33.96
6_Month,70-79,332139,126424,38.06
1_Year,70-79,433588,151318,34.9
All,70-79,500559,171533,34.27
1_Month,80-89,39831,14494,36.39
3_Month,80-89,69209,22454,32.44
6_Month,80-89,126958,50238,39.57
1_Year,80-89,168552,59873,35.52
All,80-89,211275,70678,33.45
1_Month,90+,12297,3541,28.8
3_Month,90+,18267,5326,29.16
6_Month,90+,30066,12423,41.32
1_Year,90+,40012,14846,37.1
All,90+,54700,18425,33.68
