period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,114455,15788,13.79
3_Month,0-9,430891,175468,40.72
6_Month,0-9,1226284,502446,40.97
1_Year,0-9,1488949,621757,41.76
All,0-9,1692939,729761,43.11
1_Month,10-19,127706,11947,9.36
3_Month,10-19,424977,162037,38.13
6_Month,10-19,1144596,538080,47.01
1_Year,10-19,1385712,625815,45.16
All,10-19,1610035,771459,47.92
1_Month,20-29,154170,14147,9.18
3_Month,20-29,460121,119493,25.97
6_Month,20-29,975644,370972,38.02
1_Year,20-29,1204752,432709,35.92
All,20-29,1429243,554777,38.82
1_Month,30-39,149614,20567,13.75
3_Month,30-39,462828,148293,32.04
6_Month,30-39,949687,401362,42.26
1_Year,30-39,1147701,464231,40.45
All,30-39,1330331,550834,41.41
1_Month,40-49,150333,19499,12.97
3_Month,40-49,442986,139954,31.59
6_Month,40-49,867956,368861,42.5
1_Year,40-49,1027559,417304,40.61
All,40-49,1181008,491852,41.65
1_Month,50-59,135325,16893,12.48
3_Month,50-59,365908,99251,27.12
6_Month,50-59,664840,246403,37.06
1_Year,50-59,788344,273980,34.75
All,50-59,912887,331410,36.3
1_Month,60-69,120541,16813,13.95
3_Month,60-69,313787,74178,23.64
6_Month,60-69,544204,170792,31.38
1_Year,60-69,644810,188231,29.19
All,60-69,743570,226782,30.5
1_Month,70-79,83253,12567,15.09
3_Month,70-79,207000,45301,21.88
6_Month,70-79,339943,94034,27.66
1_Year,70-79,405230,103577,25.56
All,70-79,469438,124072,26.43
1_Month,80-89,35959,5054,14.05
3_Month,80-89,79341,17316,21.82
6_Month,80-89,127650,36106,28.29
1_Year,80-89,156806,40673,25.94
All,80-89,198296,51679,26.06
1_Month,90+,10072,1285,12.76
3_Month,90+,19253,4172,21.67
6_Month,90+,30081,9213,30.63
1_Year,90+,37465,10412,27.79
All,90+,51448,14086,27.38
