gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,מתחילת קורונה,418519,10.2,7,0.1,31,0.5,111,0.4,2778,3.6
זכר,0-9,חודש אחרון,3564,5.6,0,0,1,0.9,1,0.3,47,3
זכר,0-9,3 חודשים,33693,6.9,0,0,5,1,16,1,348,5
זכר,0-9,6 חודשים,278373,10.1,4,0.2,17,1.2,54,0.8,1404,5.7
זכר,0-9,שנה,350110,10.7,5,0.1,23,1,80,0.7,1893,5.2
נקבה,0-9,שנה,285242,8.7,2,0,8,0.3,55,0.5,1578,4.3
נקבה,0-9,מתחילת קורונה,343263,8.4,5,0,15,0.2,73,0.3,2291,3
נקבה,0-9,חודש אחרון,2917,4.6,0,0,0,0,0,0,30,1.9
נקבה,0-9,3 חודשים,26697,5.5,0,0,2,0.4,8,0.5,278,4
נקבה,0-9,6 חודשים,219467,7.9,2,0.1,8,0.6,36,0.5,1163,4.7
זכר,10-19,3 חודשים,29223,6,0,0,1,0.2,3,0.2,69,1
זכר,10-19,6 חודשים,269809,9.8,4,0.2,9,0.6,25,0.4,346,1.4
זכר,10-19,שנה,322556,9.9,5,0.1,14,0.6,41,0.3,514,1.4
זכר,10-19,חודש אחרון,3480,5.5,0,0,0,0,1,0.3,17,1.1
זכר,10-19,מתחילת קורונה,418884,10.2,7,0.1,23,0.4,77,0.3,970,1.3
נקבה,10-19,מתחילת קורונה,408460,10,8,0.1,24,0.4,78,0.3,1105,1.5
נקבה,10-19,6 חודשים,268816,9.7,3,0.1,10,0.7,17,0.2,371,1.5
נקבה,10-19,חודש אחרון,3409,5.4,1,1.3,2,1.7,1,0.3,17,1.1
נקבה,10-19,3 חודשים,29753,6.1,1,0.2,3,0.6,5,0.3,76,1.1
נקבה,10-19,שנה,323260,9.9,4,0.1,16,0.7,35,0.3,592,1.6
זכר,20-29,שנה,174994,5.4,5,0.1,22,0.9,93,0.8,597,1.6
זכר,20-29,חודש אחרון,2439,3.8,0,0,0,0,3,0.9,13,0.8
זכר,20-29,3 חודשים,25549,5.2,1,0.2,4,0.8,9,0.5,96,1.4
זכר,20-29,מתחילת קורונה,245606,6,24,0.2,54,0.9,244,0.8,1532,2
זכר,20-29,6 חודשים,145725,5.3,2,0.1,11,0.8,40,0.6,365,1.5
נקבה,20-29,6 חודשים,228280,8.3,6,0.2,13,0.9,26,0.4,1688,6.9
נקבה,20-29,שנה,266860,8.2,9,0.2,20,0.8,97,0.8,2467,6.7
נקבה,20-29,3 חודשים,38089,7.8,0,0,1,0.2,3,0.2,311,4.5
