cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,26,55.93,5.44,צהוב,4649
אבו גוש,קטן מ-15,אין מידע,36,45.79,3.45,ירוק,7862
אבו סנאן,קטן מ-15,אין מידע,41,28.66,4.53,צהוב,14306
אבן יהודה,33,30.84,107,76.23,6.54,כתום,14036
אום אל-פחם,קטן מ-15,אין מידע,24,4.23,2.46,ירוק,56713
אופקים,24,19.51,123,37.99,6.22,כתום,32378
אור יהודה,20,16.53,121,33.07,5.36,צהוב,36587
אור עקיבא,קטן מ-15,אין מידע,70,36.05,6.58,כתום,19417
אורנית,קטן מ-15,אין מידע,50,55.49,6.7,כתום,9010
אזור,קטן מ-15,אין מידע,57,43.09,6.22,כתום,13228
אילת,32,16.58,193,36.76,6.18,כתום,52507
אכסאל,קטן מ-15,אין מידע,17,11.30,4.25,ירוק,15039
אלעד,קטן מ-15,אין מידע,19,3.86,2.63,ירוק,49179
אלפי מנשה,קטן מ-15,אין מידע,45,56.17,6.11,כתום,8011
אלקנה,קטן מ-15,אין מידע,43,108.61,6.79,כתום,3959
אפרת,16,29.09,55,48.16,7.63,אדום,11420
אריאל,קטן מ-15,אין מידע,80,39.05,5.99,צהוב,20488
אשדוד,126,16.32,772,34.11,6.31,כתום,226329
אשקלון,111,14.74,753,51.42,6.71,כתום,146442
באקה אל-גרביה,קטן מ-15,אין מידע,17,5.58,4.18,ירוק,30448
באר יעקב,35,27.56,127,44.07,6.19,כתום,28818
באר שבע,194,15.84,1225,58.16,6.75,כתום,210624
בית אריה,קטן מ-15,אין מידע,22,41.18,5.95,צהוב,5342
בית דגן,קטן מ-15,אין מידע,29,39.74,5.81,צהוב,7298
בית יצחק-שער חפר,קטן מ-15,אין מידע,16,74.63,6.53,כתום,2144
בית שאן,קטן מ-15,אין מידע,95,50.05,5.17,צהוב,18980
בית שמש,19,17.43,109,8.24,3.62,ירוק,132210
בני ברק,קטן מ-15,אין מידע,106,5.10,2.15,ירוק,208031
בנימינה-גבעת עדה,16,24.24,66,41.32,6.03,כתום,15971
בת חפר,קטן מ-15,אין מידע,22,41.68,4.96,צהוב,5278
בת ים,73,13.27,550,43.05,6.22,כתום,127772
ג'דיידה-מכר,קטן מ-15,אין מידע,27,12.66,4.01,ירוק,21331
גבעת זאב,15,31.25,48,24.99,4.76,צהוב,19205
גבעת שמואל,27,21.77,124,45.53,6.2,כתום,27236
גבעתיים,52,17.16,303,49.78,6.36,כתום,60872
גדרה,35,25.74,136,47.21,5.36,צהוב,28805
גן יבנה,19,21.11,90,37.68,6.67,כתום,23887
גני תקווה,15,13.39,112,52.07,6.12,כתום,21508
דאלית אל-כרמל,קטן מ-15,אין מידע,21,11.76,5.1,צהוב,17862
דימונה,36,22.93,157,44.92,7.18,כתום,34954
הוד השרון,64,18.08,354,54.67,6.37,כתום,64755
הרצליה,118,17.93,658,66.33,6.42,כתום,99208
זכרון יעקב,23,22.33,103,43.82,6.65,כתום,23503
חדרה,52,16.10,323,32.65,5.98,צהוב,98928
