name,coronaOccupancy,normalOccupancy,isolatedTeam
יוספטל,100,,0
סורוקה,24,,0
הכרמל,23,,0
הלל יפה,18,,0
ברזילי,17,,0
לניאדו,16,,0
קפלן,15,,0
פוריה,14.000000000000002,,0
אסותא אשדוד,14.000000000000002,,0
סוראסקי,12,,0
נהריה,11,,0
מאיר,10,,0
שערי צדק,10,,0
שיבא,9,,0
המשפחה הקדושה,9,,0
"רמב""ם",8,,0
שמיר,6,,0
הסקוטי,6,,0
בני ציון,5,,0
המרכזי בעמק,5,,0
אוגוסטה ויקטוריה,5,,0
רבין ק. בילינסון,4,,0
סנט ג'וזף,4,,0
וולפסון,2,,0
זיו צפת,2,,0
הדסה עין כרם,1,,0
הדסה הר הצופים,1,,0
רבין ק. השרון,0,,0
סנט וינסנט,0,,0
אל מקאסד,0,,0
מעייני הישועה,0,,0
