section,female,male,period
0-9,"{'amount': 71, 'percentage': 0.2}","{'amount': 113, 'percentage': 0.4}",מתחילת קורונה
0-9,"{'amount': 54, 'percentage': 0.5}","{'amount': 81, 'percentage': 0.7}",שנה
0-9,"{'amount': 36, 'percentage': 0.5}","{'amount': 56, 'percentage': 0.8}",6 חודשים
0-9,"{'amount': 29, 'percentage': 0.5}","{'amount': 48, 'percentage': 0.9}",3 חודשים
0-9,"{'amount': 3, 'percentage': 0.4}","{'amount': 10, 'percentage': 1.3}",חודש אחרון
10-19,"{'amount': 10, 'percentage': 0.2}","{'amount': 19, 'percentage': 0.3}",3 חודשים
10-19,"{'amount': 3, 'percentage': 0.4}","{'amount': 1, 'percentage': 0.1}",חודש אחרון
10-19,"{'amount': 77, 'percentage': 0.3}","{'amount': 78, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 34, 'percentage': 0.3}","{'amount': 43, 'percentage': 0.4}",שנה
10-19,"{'amount': 16, 'percentage': 0.2}","{'amount': 27, 'percentage': 0.4}",6 חודשים
20-29,"{'amount': 98, 'percentage': 0.8}","{'amount': 90, 'percentage': 0.8}",שנה
20-29,"{'amount': 30, 'percentage': 0.4}","{'amount': 41, 'percentage': 0.6}",6 חודשים
20-29,"{'amount': 18, 'percentage': 0.3}","{'amount': 28, 'percentage': 0.5}",3 חודשים
20-29,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",חודש אחרון
20-29,"{'amount': 271, 'percentage': 0.9}","{'amount': 239, 'percentage': 0.8}",מתחילת קורונה
30-39,"{'amount': 591, 'percentage': 2.1}","{'amount': 625, 'percentage': 2.2}",מתחילת קורונה
30-39,"{'amount': 228, 'percentage': 1.9}","{'amount': 215, 'percentage': 1.8}",שנה
30-39,"{'amount': 74, 'percentage': 1.1}","{'amount': 69, 'percentage': 1}",6 חודשים
30-39,"{'amount': 49, 'percentage': 0.9}","{'amount': 50, 'percentage': 0.9}",3 חודשים
30-39,"{'amount': 11, 'percentage': 1.4}","{'amount': 10, 'percentage': 1.3}",חודש אחרון
40-49,"{'amount': 334, 'percentage': 2.8}","{'amount': 466, 'percentage': 3.9}",שנה
40-49,"{'amount': 101, 'percentage': 1.5}","{'amount': 152, 'percentage': 2.2}",6 חודשים
40-49,"{'amount': 67, 'percentage': 1.2}","{'amount': 103, 'percentage': 1.9}",3 חודשים
40-49,"{'amount': 6, 'percentage': 0.8}","{'amount': 9, 'percentage': 1.2}",חודש אחרון
40-49,"{'amount': 961, 'percentage': 3.4}","{'amount': 1397, 'percentage': 4.9}",מתחילת קורונה
50-59,"{'amount': 163, 'percentage': 2.9}","{'amount': 238, 'percentage': 4.3}",3 חודשים
50-59,"{'amount': 15, 'percentage': 2}","{'amount': 26, 'percentage': 3.4}",חודש אחרון
50-59,"{'amount': 529, 'percentage': 4.4}","{'amount': 704, 'percentage': 5.9}",שנה
50-59,"{'amount': 1557, 'percentage': 5.4}","{'amount': 2220, 'percentage': 7.8}",מתחילת קורונה
50-59,"{'amount': 220, 'percentage': 3.2}","{'amount': 317, 'percentage': 4.7}",6 חודשים
60-69,"{'amount': 879, 'percentage': 7.3}","{'amount': 1160, 'percentage': 9.7}",שנה
60-69,"{'amount': 446, 'percentage': 6.6}","{'amount': 608, 'percentage': 8.9}",6 חודשים
60-69,"{'amount': 350, 'percentage': 6.3}","{'amount': 477, 'percentage': 8.6}",3 חודשים
60-69,"{'amount': 45, 'percentage': 5.9}","{'amount': 61, 'percentage': 7.9}",חודש אחרון
60-69,"{'amount': 2194, 'percentage': 7.7}","{'amount': 3248, 'percentage': 11.4}",מתחילת קורונה
70-79,"{'amount': 576, 'percentage': 10.4}","{'amount': 790, 'percentage': 14.3}",3 חודשים
70-79,"{'amount': 71, 'percentage': 9.2}","{'amount': 113, 'percentage': 14.7}",חודש אחרון
70-79,"{'amount': 2743, 'percentage': 9.6}","{'amount': 3624, 'percentage': 12.7}",מתחילת קורונה
70-79,"{'amount': 1194, 'percentage': 10}","{'amount': 1515, 'percentage': 12.7}",שנה
70-79,"{'amount': 715, 'percentage': 10.5}","{'amount': 932, 'percentage': 13.7}",6 חודשים
80-89,"{'amount': 3110, 'percentage': 10.9}","{'amount': 3000, 'percentage': 10.5}",מתחילת קורונה
80-89,"{'amount': 1536, 'percentage': 12.8}","{'amount': 1495, 'percentage': 12.5}",שנה
80-89,"{'amount': 1022, 'percentage': 15}","{'amount': 996, 'percentage': 14.7}",6 חודשים
80-89,"{'amount': 850, 'percentage': 15.4}","{'amount': 857, 'percentage': 15.5}",3 חודשים
80-89,"{'amount': 116, 'percentage': 15.1}","{'amount': 127, 'percentage': 16.5}",חודש אחרון
90+,"{'amount': 777, 'percentage': 6.5}","{'amount': 530, 'percentage': 4.4}",שנה
90+,"{'amount': 1489, 'percentage': 5.2}","{'amount': 1005, 'percentage': 3.5}",מתחילת קורונה
90+,"{'amount': 527, 'percentage': 7.8}","{'amount': 413, 'percentage': 6.1}",6 חודשים
90+,"{'amount': 444, 'percentage': 8}","{'amount': 362, 'percentage': 6.5}",3 חודשים
90+,"{'amount': 70, 'percentage': 9.1}","{'amount': 70, 'percentage': 9.1}",חודש אחרון
