actualSick,city,sickCount,status,testLast7Days,verifiedLast7Days
657,ראשון לציון,1116,"נדרשת הידברות, הסברה ואכיפה",4591,199
591,חיפה,955,"נדרשת הידברות, הסברה ואכיפה",4224,261
589,באר שבע,941,"נדרשת הידברות, הסברה ואכיפה",4462,242
516,בת ים,993,"נדרשת הידברות, הסברה ואכיפה",2473,142
515,נתניה,895,"נדרשת הידברות, הסברה ואכיפה",3183,168
455,רמלה,654,"נדרשת הידברות, הסברה ואכיפה",1768,162
441,רמת גן,765,"נדרשת הידברות, הסברה ואכיפה",2601,129
436,אשקלון,790,"נדרשת הידברות, הסברה ואכיפה",2765,183
416,רחובות,704,"נדרשת הידברות, הסברה ואכיפה",2237,132
351,קרית גת,555,"נדרשת הידברות, הסברה ואכיפה",1466,101
283,רעננה,484,"נדרשת הידברות, הסברה ואכיפה",1300,51
276,מודיעין-מכבים-רעות,467,"נדרשת הידברות, הסברה ואכיפה",1228,74
275,קרית מלאכי,418,"נדרשת הידברות, הסברה ואכיפה",475,53
270,רהט,514,"נדרשת הידברות, הסברה ואכיפה",724,51
245,הרצליה,441,"נדרשת הידברות, הסברה ואכיפה",1613,52
234,טבריה,540,"נדרשת הידברות, הסברה ואכיפה",903,64
226,אור יהודה,442,"נדרשת הידברות, הסברה ואכיפה",782,58
224,אילת,276,"נדרשת הידברות, הסברה ואכיפה",905,89
220,כפר סבא,335,"נדרשת הידברות, הסברה ואכיפה",1679,75
219,דימונה,316,"נדרשת הידברות, הסברה ואכיפה",987,42
213,ראש העין,306,"נדרשת הידברות, הסברה ואכיפה",1019,68
202,באקה אל-גרביה,297,"נדרשת הידברות, הסברה ואכיפה",589,49
186,קרית אתא,238,"נדרשת הידברות, הסברה ואכיפה",1062,60
173,נס ציונה,227,"נדרשת הידברות, הסברה ואכיפה",655,48
172,חדרה,319,"נדרשת הידברות, הסברה ואכיפה",1524,63
165,יבנה,257,"נדרשת הידברות, הסברה ואכיפה",694,33
158,נתיבות,302,"נדרשת הידברות, הסברה ואכיפה",852,79
150,גן יבנה,216,"נדרשת הידברות, הסברה ואכיפה",475,28
149,כפר קאסם,207,"נדרשת הידברות, הסברה ואכיפה",209,24
133,גבעתיים,220,"נדרשת הידברות, הסברה ואכיפה",704,28
130,נהריה,225,"נדרשת הידברות, הסברה ואכיפה",842,31
128,רמת השרון,191,"נדרשת הידברות, הסברה ואכיפה",642,34
126,הוד השרון,209,"נדרשת הידברות, הסברה ואכיפה",1057,39
124,אופקים,201,"נדרשת הידברות, הסברה ואכיפה",577,24
124,גבעת זאב,205,"נדרשת הידברות, הסברה ואכיפה",370,47
124,כפר קרע,188,"נדרשת הידברות, הסברה ואכיפה",393,22
118,אור עקיבא,131,"נדרשת הידברות, הסברה ואכיפה",618,34
116,בית שאן,157,"נדרשת הידברות, הסברה ואכיפה",245,30
106,פרדס חנה-כרכור,160,"נדרשת הידברות, הסברה ואכיפה",615,24
105,אום אל-פחם,232,"נדרשת הידברות, הסברה ואכיפה",534,42
100,קרית אונו,182,"נדרשת הידברות, הסברה ואכיפה",635,20
100,כסיפה,153,"נדרשת הידברות, הסברה ואכיפה",147,15
99,מעלה אדומים,189,"נדרשת הידברות, הסברה ואכיפה",557,25
98,ערד,133,"נדרשת הידברות, הסברה ואכיפה",536,16
90,גבעת שמואל,154,"נדרשת הידברות, הסברה ואכיפה",440,35
88,ערערה-בנגב,317,"נדרשת הידברות, הסברה ואכיפה",98, קטן מ-15 
84,באר יעקב,143,"נדרשת הידברות, הסברה ואכיפה",477,21
84,יהוד,184,"נדרשת הידברות, הסברה ואכיפה",433,26
83,טירה,110,"נדרשת הידברות, הסברה ואכיפה",384,34
72,גדרה,145,"נדרשת הידברות, הסברה ואכיפה",723, קטן מ-15 
67,ג'סר א-זרקא,117,"נדרשת הידברות, הסברה ואכיפה",553,21
65,מזכרת בתיה,93,"נדרשת הידברות, הסברה ואכיפה",309,28
64,צפת,185,"נדרשת הידברות, הסברה ואכיפה",234, קטן מ-15 
62,גני תקווה,129,"נדרשת הידברות, הסברה ואכיפה",291, קטן מ-15 
62,קרית מוצקין,92,"נדרשת הידברות, הסברה ואכיפה",1204,26
61,עכו,107,"נדרשת הידברות, הסברה ואכיפה",717,26
60,ג'לג'וליה,83,"נדרשת הידברות, הסברה ואכיפה",137,15
59,קרית שמונה,84,"נדרשת הידברות, הסברה ואכיפה",209, קטן מ-15 
59,שוהם,112,"נדרשת הידברות, הסברה ואכיפה",287,16
52,ערערה,83,"נדרשת הידברות, הסברה ואכיפה",280, קטן מ-15 
52,"כפר חב""ד",105,"נדרשת הידברות, הסברה ואכיפה",144,18
49,ג'ת,99,"נדרשת הידברות, הסברה ואכיפה",302,22
48,עפולה,138,"נדרשת הידברות, הסברה ואכיפה",515,18
47,טירת כרמל,69,"נדרשת הידברות, הסברה ואכיפה",292, קטן מ-15 
44,שדרות,124,"נדרשת הידברות, הסברה ואכיפה",304,17
43,קרית ביאליק,68,"נדרשת הידברות, הסברה ואכיפה",587,19
43,נחף,68,"נדרשת הידברות, הסברה ואכיפה",163, קטן מ-15 
41,חורה,262,"נדרשת הידברות, הסברה ואכיפה",86, קטן מ-15 
41,קרית ים,73,"נדרשת הידברות, הסברה ואכיפה",669,16
40,מבשרת ציון,69,"נדרשת הידברות, הסברה ואכיפה",329, קטן מ-15 
37,טמרה,67,"נדרשת הידברות, הסברה ואכיפה",366, קטן מ-15 
37,נוף הגליל,73,"נדרשת הידברות, הסברה ואכיפה",414,15
36,ירוחם,49,"נדרשת הידברות, הסברה ואכיפה",252,16
35,אכסאל,45,"נדרשת הידברות, הסברה ואכיפה",188, קטן מ-15 
33,קדימה-צורן,58,"נדרשת הידברות, הסברה ואכיפה",226, קטן מ-15 
33,מגדל העמק,137,"נדרשת הידברות, הסברה ואכיפה",228, קטן מ-15 
33,קרית יערים,102,"נדרשת הידברות, הסברה ואכיפה",135, קטן מ-15 
32,כפר יונה,52,"נדרשת הידברות, הסברה ואכיפה",311, קטן מ-15 
31,זכרון יעקב,73,"נדרשת הידברות, הסברה ואכיפה",220, קטן מ-15 
29,שפרעם,53,"נדרשת הידברות, הסברה ואכיפה",658, קטן מ-15 
29,חריש,48,"נדרשת הידברות, הסברה ואכיפה",163, קטן מ-15 
27,אפרת,92,"נדרשת הידברות, הסברה ואכיפה",195, קטן מ-15 
26,כרמיאל,87,"נדרשת הידברות, הסברה ואכיפה",620, קטן מ-15 
25,כוכב יעקב,99,"נדרשת הידברות, הסברה ואכיפה",65, קטן מ-15 
25,אלפי מנשה,37,"נדרשת הידברות, הסברה ואכיפה",81, קטן מ-15 
24,עמנואל,41,"נדרשת הידברות, הסברה ואכיפה",39, קטן מ-15 
23,ריינה,23,"נדרשת הידברות, הסברה ואכיפה",226, קטן מ-15 
23,בית אריה,39,"נדרשת הידברות, הסברה ואכיפה",52, קטן מ-15 
23,סביון,34,"נדרשת הידברות, הסברה ואכיפה",66, קטן מ-15 
22,אריאל,49,"נדרשת הידברות, הסברה ואכיפה",234, קטן מ-15 
22,יקנעם עילית,43,"נדרשת הידברות, הסברה ואכיפה",228, קטן מ-15 
21,סח'נין,43,"נדרשת הידברות, הסברה ואכיפה",450, קטן מ-15 
21,יד בנימין,34,"נדרשת הידברות, הסברה ואכיפה",65, קטן מ-15 
21,בית דגן,38,"נדרשת הידברות, הסברה ואכיפה",146, קטן מ-15 
20,שערי תקווה,25,"נדרשת הידברות, הסברה ואכיפה",86, קטן מ-15 
20,קרית טבעון,26,"נדרשת הידברות, הסברה ואכיפה",195, קטן מ-15 
20,נשר,28,"נדרשת הידברות, הסברה ואכיפה",349, קטן מ-15 
19,"בני עי""ש",27,"נדרשת הידברות, הסברה ואכיפה",98, קטן מ-15 
18,עתלית,25,"נדרשת הידברות, הסברה ואכיפה",76, קטן מ-15 
18,לקיה,38,"נדרשת הידברות, הסברה ואכיפה",68,0
17,מג'ד אל-כרום,41,"נדרשת הידברות, הסברה ואכיפה",156, קטן מ-15 
17,עומר,38,"נדרשת הידברות, הסברה ואכיפה",122, קטן מ-15 
17,חצור הגלילית,23,"נדרשת הידברות, הסברה ואכיפה",70, קטן מ-15 
16,עספיא,23,"נדרשת הידברות, הסברה ואכיפה",100, קטן מ-15 
16,להבים,38,"נדרשת הידברות, הסברה ואכיפה",89, קטן מ-15 
15,תל שבע,23,"נדרשת הידברות, הסברה ואכיפה",79, קטן מ-15 
15,אבן יהודה,57,"נדרשת הידברות, הסברה ואכיפה",171, קטן מ-15 
15,בית אל,30,"נדרשת הידברות, הסברה ואכיפה",44, קטן מ-15 
15,קרית עקרון,32,"נדרשת הידברות, הסברה ואכיפה",160, קטן מ-15 
15,עראבה,26,"נדרשת הידברות, הסברה ואכיפה",285, קטן מ-15 
 קטן מ-15 ,עפרה,24,"נדרשת הידברות, הסברה ואכיפה",39, קטן מ-15 
 קטן מ-15 ,אורנית,18,"נדרשת הידברות, הסברה ואכיפה",108, קטן מ-15 
 קטן מ-15 ,כפר יאסיף,22,"נדרשת הידברות, הסברה ואכיפה",128, קטן מ-15 
 קטן מ-15 ,בית ג'ן,18,"נדרשת הידברות, הסברה ואכיפה",78, קטן מ-15 
 קטן מ-15 ,אבו גוש,15,"נדרשת הידברות, הסברה ואכיפה",97, קטן מ-15 
 קטן מ-15 ,ראמה,21,"נדרשת הידברות, הסברה ואכיפה",58, קטן מ-15 
 קטן מ-15 ,מגאר,24,"נדרשת הידברות, הסברה ואכיפה",219, קטן מ-15 
