period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,22977,7345,31.97
3_Month,0-9,109337,43490,39.78
6_Month,0-9,370766,121465,32.76
1_Year,0-9,1445353,633861,43.86
All,0-9,1710059,764476,44.7
1_Month,10-19,23402,5576,23.83
3_Month,10-19,109895,41995,38.21
6_Month,10-19,388464,117296,30.19
1_Year,10-19,1332304,642089,48.19
All,10-19,1627486,805322,49.48
1_Month,20-29,34004,10019,29.46
3_Month,20-29,137282,53436,38.92
6_Month,20-29,507965,127390,25.08
1_Year,20-29,1178980,465639,39.5
All,20-29,1468420,599994,40.86
1_Month,30-39,38860,12199,31.39
3_Month,30-39,153334,66323,43.25
6_Month,30-39,502075,153486,30.57
1_Year,30-39,1129419,508582,45.03
All,30-39,1368223,607555,44.4
1_Month,40-49,37353,11799,31.59
3_Month,40-49,150387,66869,44.46
6_Month,40-49,476218,150112,31.52
1_Year,40-49,1013226,464915,45.88
All,40-49,1215436,550866,45.32
1_Month,50-59,35751,11620,32.5
3_Month,50-59,138735,63454,45.74
6_Month,50-59,418059,128209,30.67
1_Year,50-59,790124,325744,41.23
All,50-59,950529,390432,41.08
1_Month,60-69,39725,13354,33.62
3_Month,60-69,146556,68869,46.99
6_Month,60-69,379350,122381,32.26
1_Year,60-69,657498,249538,37.95
All,60-69,783646,293855,37.5
1_Month,70-79,39149,12540,32.03
3_Month,70-79,129069,61536,47.68
6_Month,70-79,270618,97287,35.95
1_Year,70-79,427816,161274,37.7
All,70-79,507397,185550,36.57
1_Month,80-89,26952,6449,23.93
3_Month,80-89,65672,26713,40.68
6_Month,80-89,107529,39781,37
1_Year,80-89,166939,65041,38.96
All,80-89,215558,77690,36.04
1_Month,90+,8866,1789,20.18
3_Month,90+,18497,6550,35.41
6_Month,90+,26155,9576,36.61
1_Year,90+,39708,16192,40.78
All,90+,56006,20241,36.14
