averageInfected,begin_date,end_date,isCurrentWeek
3007,2022-07-31T00:00:00.000Z,2022-08-06T00:00:00.000Z,False
1883,2022-08-07T00:00:00.000Z,2022-08-13T00:00:00.000Z,False
1303,2022-08-14T00:00:00.000Z,2022-08-20T00:00:00.000Z,False
