date,amount,recovered,avg,sum
2020-02-12T00:00:00.000Z,0,0,8,8
2020-02-13T00:00:00.000Z,0,0,4,8
2020-02-14T00:00:00.000Z,0,0,2,8
2020-02-15T00:00:00.000Z,0,0,2,8
2020-02-16T00:00:00.000Z,0,0,1,8
2020-02-17T00:00:00.000Z,0,0,1,8
2020-02-18T00:00:00.000Z,0,0,1,8
2020-02-19T00:00:00.000Z,0,0,0,8
2020-02-20T00:00:00.000Z,0,0,0,8
2020-02-21T00:00:00.000Z,1,0,0,9
2020-02-22T00:00:00.000Z,0,0,0,9
2020-02-23T00:00:00.000Z,0,0,0,9
2020-02-24T00:00:00.000Z,1,0,0,10
2020-02-25T00:00:00.000Z,0,0,0,10
2020-02-26T00:00:00.000Z,0,0,0,10
2020-02-27T00:00:00.000Z,1,0,0,11
2020-02-28T00:00:00.000Z,3,0,0,14
2020-02-29T00:00:00.000Z,0,0,0,14
2020-03-01T00:00:00.000Z,1,0,0,15
2020-03-02T00:00:00.000Z,5,0,0,20
2020-03-03T00:00:00.000Z,3,0,1,23
2020-03-04T00:00:00.000Z,0,0,1,23
2020-03-05T00:00:00.000Z,2,0,1,25
2020-03-06T00:00:00.000Z,4,0,2,29
2020-03-07T00:00:00.000Z,4,0,2,33
2020-03-08T00:00:00.000Z,9,0,2,42
2020-03-09T00:00:00.000Z,4,0,3,46
2020-03-10T00:00:00.000Z,33,0,3,79
2020-03-11T00:00:00.000Z,19,0,8,98
2020-03-12T00:00:00.000Z,22,0,10,120
2020-03-13T00:00:00.000Z,35,1,13,155
2020-03-14T00:00:00.000Z,29,0,18,184
2020-03-15T00:00:00.000Z,39,0,21,223
2020-03-16T00:00:00.000Z,73,0,25,296
2020-03-17T00:00:00.000Z,94,2,35,390
2020-03-18T00:00:00.000Z,125,2,44,515
2020-03-19T00:00:00.000Z,136,4,59,651
2020-03-20T00:00:00.000Z,168,1,75,819
2020-03-21T00:00:00.000Z,211,1,94,1030
2020-03-22T00:00:00.000Z,254,4,120,1284
2020-03-23T00:00:00.000Z,352,6,151,1636
2020-03-24T00:00:00.000Z,423,5,191,2059
2020-03-25T00:00:00.000Z,425,6,238,2484
2020-03-26T00:00:00.000Z,520,10,281,3004
2020-03-27T00:00:00.000Z,434,18,336,3438
2020-03-28T00:00:00.000Z,479,9,374,3917
2020-03-29T00:00:00.000Z,531,15,412,4448
2020-03-30T00:00:00.000Z,548,33,452,4996
2020-03-31T00:00:00.000Z,739,43,480,5735
2020-04-01T00:00:00.000Z,704,221,525,6431
2020-04-02T00:00:00.000Z,719,80,563,7150
2020-04-03T00:00:00.000Z,599,57,592,7749
2020-04-04T00:00:00.000Z,429,53,615,8178
2020-04-05T00:00:00.000Z,585,102,608,8763
2020-04-06T00:00:00.000Z,450,121,616,9213
2020-04-07T00:00:00.000Z,377,122,602,9590
2020-04-08T00:00:00.000Z,339,107,550,9929
2020-04-09T00:00:00.000Z,343,113,499,10272
2020-04-10T00:00:00.000Z,359,129,446,10631
2020-04-11T00:00:00.000Z,345,122,411,10976
2020-04-12T00:00:00.000Z,552,256,399,11528
2020-04-13T00:00:00.000Z,438,282,395,11966
2020-04-14T00:00:00.000Z,399,293,393,12365
2020-04-15T00:00:00.000Z,311,280,396,12676
2020-04-16T00:00:00.000Z,297,326,392,12973
2020-04-17T00:00:00.000Z,298,357,385,13271
2020-04-18T00:00:00.000Z,291,246,377,13562
2020-04-19T00:00:00.000Z,276,384,369,13838
2020-04-20T00:00:00.000Z,299,449,330,14137
2020-04-21T00:00:00.000Z,282,372,310,14419
2020-04-22T00:00:00.000Z,225,392,293,14644
2020-04-23T00:00:00.000Z,276,330,281,14920
2020-04-24T00:00:00.000Z,249,337,278,15169
2020-04-25T00:00:00.000Z,159,377,271,15328
2020-04-26T00:00:00.000Z,83,431,252,15411
2020-04-27T00:00:00.000Z,127,468,224,15538
2020-04-28T00:00:00.000Z,161,560,200,15699
2020-04-29T00:00:00.000Z,82,352,182,15781
2020-04-30T00:00:00.000Z,142,425,162,15923
2020-05-01T00:00:00.000Z,116,419,143,16039
2020-05-02T00:00:00.000Z,57,280,124,16096
2020-05-03T00:00:00.000Z,27,292,109,16123
2020-05-04T00:00:00.000Z,55,260,101,16178
2020-05-05T00:00:00.000Z,33,317,91,16211
2020-05-06T00:00:00.000Z,65,260,73,16276
2020-05-07T00:00:00.000Z,61,230,70,16337
2020-05-08T00:00:00.000Z,33,223,59,16370
2020-05-09T00:00:00.000Z,20,89,47,16390
2020-05-10T00:00:00.000Z,29,171,42,16419
2020-05-11T00:00:00.000Z,39,332,42,16458
2020-05-12T00:00:00.000Z,23,258,40,16481
2020-05-13T00:00:00.000Z,39,182,38,16520
2020-05-14T00:00:00.000Z,22,242,34,16542
2020-05-15T00:00:00.000Z,12,162,29,16554
2020-05-16T00:00:00.000Z,5,104,26,16559
2020-05-17T00:00:00.000Z,15,153,24,16574
2020-05-18T00:00:00.000Z,27,277,22,16601
2020-05-19T00:00:00.000Z,22,154,20,16623
2020-05-20T00:00:00.000Z,15,114,20,16638
2020-05-21T00:00:00.000Z,17,125,16,16655
2020-05-22T00:00:00.000Z,19,163,16,16674
2020-05-23T00:00:00.000Z,5,44,17,16679
2020-05-24T00:00:00.000Z,13,116,17,16692
2020-05-25T00:00:00.000Z,22,133,16,16714
2020-05-26T00:00:00.000Z,50,91,16,16764
2020-05-27T00:00:00.000Z,40,62,20,16804
2020-05-28T00:00:00.000Z,77,115,23,16881
2020-05-29T00:00:00.000Z,113,39,32,16994
2020-05-30T00:00:00.000Z,29,40,45,17023
2020-05-31T00:00:00.000Z,87,61,49,17110
2020-06-01T00:00:00.000Z,100,68,59,17210
2020-06-02T00:00:00.000Z,121,53,70,17331
2020-06-03T00:00:00.000Z,97,27,81,17428
2020-06-04T00:00:00.000Z,142,42,89,17570
2020-06-05T00:00:00.000Z,127,37,98,17697
2020-06-06T00:00:00.000Z,78,24,100,17775
2020-06-07T00:00:00.000Z,140,42,107,17915
2020-06-08T00:00:00.000Z,179,39,115,18094
2020-06-09T00:00:00.000Z,174,45,126,18268
2020-06-10T00:00:00.000Z,240,51,133,18508
2020-06-11T00:00:00.000Z,192,55,154,18700
2020-06-12T00:00:00.000Z,184,54,161,18884
2020-06-13T00:00:00.000Z,149,40,169,19033
2020-06-14T00:00:00.000Z,136,48,179,19169
2020-06-15T00:00:00.000Z,199,89,179,19368
2020-06-16T00:00:00.000Z,299,53,182,19667
2020-06-17T00:00:00.000Z,271,47,199,19938
2020-06-18T00:00:00.000Z,302,50,204,20240
2020-06-19T00:00:00.000Z,310,57,220,20550
2020-06-20T00:00:00.000Z,161,36,238,20711
2020-06-21T00:00:00.000Z,173,50,239,20884
2020-06-22T00:00:00.000Z,345,59,245,21229
2020-06-23T00:00:00.000Z,452,84,265,21681
2020-06-24T00:00:00.000Z,487,71,287,22168
2020-06-25T00:00:00.000Z,516,75,318,22684
2020-06-26T00:00:00.000Z,464,130,349,23148
2020-06-27T00:00:00.000Z,398,50,371,23546
2020-06-28T00:00:00.000Z,385,141,405,23931
2020-06-29T00:00:00.000Z,756,164,435,24687
2020-06-30T00:00:00.000Z,789,131,494,25476
2020-07-01T00:00:00.000Z,971,98,542,26447
2020-07-02T00:00:00.000Z,1149,126,611,27596
2020-07-03T00:00:00.000Z,941,116,701,28537
2020-07-04T00:00:00.000Z,821,76,769,29358
2020-07-05T00:00:00.000Z,831,144,830,30189
2020-07-06T00:00:00.000Z,1134,192,894,31323
2020-07-07T00:00:00.000Z,1390,172,948,32713
2020-07-08T00:00:00.000Z,1327,224,1033,34040
2020-07-09T00:00:00.000Z,1525,227,1084,35565
2020-07-10T00:00:00.000Z,1410,213,1138,36975
2020-07-11T00:00:00.000Z,1168,191,1205,38143
2020-07-12T00:00:00.000Z,1239,338,1255,39382
2020-07-13T00:00:00.000Z,1718,363,1313,41100
2020-07-14T00:00:00.000Z,1602,313,1396,42702
2020-07-15T00:00:00.000Z,1877,362,1427,44579
2020-07-16T00:00:00.000Z,1937,508,1505,46516
2020-07-17T00:00:00.000Z,1605,481,1564,48121
2020-07-18T00:00:00.000Z,1448,448,1592,49569
2020-07-19T00:00:00.000Z,1016,520,1632,50585
2020-07-20T00:00:00.000Z,1887,628,1600,52472
2020-07-21T00:00:00.000Z,2006,642,1624,54478
2020-07-22T00:00:00.000Z,2044,3724,1682,56522
2020-07-23T00:00:00.000Z,1989,6761,1706,58511
2020-07-24T00:00:00.000Z,1831,1602,1713,60342
2020-07-25T00:00:00.000Z,1112,591,1745,61454
2020-07-26T00:00:00.000Z,1042,2735,1697,62496
2020-07-27T00:00:00.000Z,2049,1765,1701,64545
2020-07-28T00:00:00.000Z,2125,1556,1724,66670
2020-07-29T00:00:00.000Z,1957,1407,1741,68627
2020-07-30T00:00:00.000Z,1788,1684,1729,70415
2020-07-31T00:00:00.000Z,1362,1294,1700,71777
2020-08-01T00:00:00.000Z,625,533,1633,72402
2020-08-02T00:00:00.000Z,709,2445,1564,73111
2020-08-03T00:00:00.000Z,1800,1802,1516,74911
2020-08-04T00:00:00.000Z,1729,1647,1480,76640
2020-08-05T00:00:00.000Z,1690,1482,1424,78330
2020-08-06T00:00:00.000Z,1677,1753,1386,80007
2020-08-07T00:00:00.000Z,1765,1213,1370,81772
2020-08-08T00:00:00.000Z,754,608,1427,82526
2020-08-09T00:00:00.000Z,924,2343,1446,83450
2020-08-10T00:00:00.000Z,1704,1392,1477,85154
2020-08-11T00:00:00.000Z,1824,983,1463,86978
2020-08-12T00:00:00.000Z,1622,1134,1476,88600
2020-08-13T00:00:00.000Z,1644,1310,1467,90244
2020-08-14T00:00:00.000Z,1388,985,1462,91632
2020-08-15T00:00:00.000Z,757,564,1408,92389
2020-08-16T00:00:00.000Z,1068,2219,1409,93457
2020-08-17T00:00:00.000Z,1650,1195,1429,95107
2020-08-18T00:00:00.000Z,1649,1120,1421,96756
2020-08-19T00:00:00.000Z,1641,1477,1396,98397
2020-08-20T00:00:00.000Z,1487,1437,1399,99884
2020-08-21T00:00:00.000Z,1494,1040,1377,101378
2020-08-22T00:00:00.000Z,711,666,1392,102089
2020-08-23T00:00:00.000Z,965,2125,1385,103054
2020-08-24T00:00:00.000Z,1901,1402,1371,104955
2020-08-25T00:00:00.000Z,1958,796,1406,106913
2020-08-26T00:00:00.000Z,1985,3655,1451,108898
2020-08-27T00:00:00.000Z,2105,1521,1500,111003
2020-08-28T00:00:00.000Z,1832,1836,1588,112835
2020-08-29T00:00:00.000Z,910,712,1636,113745
2020-08-30T00:00:00.000Z,1101,2285,1665,114846
2020-08-31T00:00:00.000Z,2178,1476,1684,117024
2020-09-01T00:00:00.000Z,2253,1007,1724,119277
2020-09-02T00:00:00.000Z,3192,1401,1766,122469
2020-09-03T00:00:00.000Z,2662,1795,1938,125131
2020-09-04T00:00:00.000Z,2623,1196,2018,127754
2020-09-05T00:00:00.000Z,1505,885,2131,129259
2020-09-06T00:00:00.000Z,2176,2400,2216,131435
2020-09-07T00:00:00.000Z,3388,1598,2369,134823
2020-09-08T00:00:00.000Z,3489,1438,2542,138312
2020-09-09T00:00:00.000Z,3993,1467,2719,142305
2020-09-10T00:00:00.000Z,4161,1978,2833,146466
2020-09-11T00:00:00.000Z,3975,1775,3047,150441
2020-09-12T00:00:00.000Z,2719,1267,3241,153160
2020-09-13T00:00:00.000Z,3174,3278,3414,156334
2020-09-14T00:00:00.000Z,4812,2413,3557,161146
2020-09-15T00:00:00.000Z,5539,2279,3760,166685
2020-09-16T00:00:00.000Z,4576,2804,4053,171261
2020-09-17T00:00:00.000Z,5386,3721,4136,176647
2020-09-18T00:00:00.000Z,5341,2860,4311,181988
2020-09-19T00:00:00.000Z,3812,1450,4506,185800
2020-09-20T00:00:00.000Z,2578,2484,4662,188378
2020-09-21T00:00:00.000Z,3874,4677,4577,192252
2020-09-22T00:00:00.000Z,7025,3535,4443,199277
2020-09-23T00:00:00.000Z,7151,3833,4656,206428
2020-09-24T00:00:00.000Z,8274,4621,5023,214702
2020-09-25T00:00:00.000Z,8397,4176,5436,223099
2020-09-26T00:00:00.000Z,5881,2405,5873,228980
2020-09-27T00:00:00.000Z,3441,5720,6168,232421
2020-09-28T00:00:00.000Z,1159,2182,6291,233580
2020-09-29T00:00:00.000Z,4993,5834,5904,238573
2020-09-30T00:00:00.000Z,9078,5247,5613,247651
2020-10-01T00:00:00.000Z,7729,5786,5889,255380
2020-10-02T00:00:00.000Z,7061,5613,5811,262441
2020-10-03T00:00:00.000Z,2595,3524,5620,265036
2020-10-04T00:00:00.000Z,2938,8144,5150,267974
2020-10-05T00:00:00.000Z,5721,6989,5079,273695
2020-10-06T00:00:00.000Z,4725,6472,5730,278420
2020-10-07T00:00:00.000Z,4165,4921,5692,282585
2020-10-08T00:00:00.000Z,3755,4829,4990,286340
2020-10-09T00:00:00.000Z,2964,5132,4422,289304
2020-10-10T00:00:00.000Z,916,3827,3837,290220
2020-10-11T00:00:00.000Z,1646,7604,3597,291866
2020-10-12T00:00:00.000Z,3169,5547,3413,295035
2020-10-13T00:00:00.000Z,2336,5764,3048,297371
2020-10-14T00:00:00.000Z,2118,5870,2707,299489
2020-10-15T00:00:00.000Z,1612,5450,2414,301101
2020-10-16T00:00:00.000Z,1500,3500,2108,302601
2020-10-17T00:00:00.000Z,412,2519,1899,303013
2020-10-18T00:00:00.000Z,925,4947,1827,303938
2020-10-19T00:00:00.000Z,1517,2364,1724,305455
2020-10-20T00:00:00.000Z,1194,1816,1488,306649
2020-10-21T00:00:00.000Z,1170,3159,1325,307819
2020-10-22T00:00:00.000Z,1032,3145,1190,308851
2020-10-23T00:00:00.000Z,849,2447,1107,309700
2020-10-24T00:00:00.000Z,246,1309,1014,309946
2020-10-25T00:00:00.000Z,606,2702,990,310552
2020-10-26T00:00:00.000Z,884,1300,944,311436
2020-10-27T00:00:00.000Z,887,961,854,312323
2020-10-28T00:00:00.000Z,724,1303,810,313047
2020-10-29T00:00:00.000Z,645,1442,746,313692
2020-10-30T00:00:00.000Z,680,1068,691,314372
2020-10-31T00:00:00.000Z,228,795,667,314600
2020-11-01T00:00:00.000Z,658,1520,664,315258
2020-11-02T00:00:00.000Z,789,914,672,316047
2020-11-03T00:00:00.000Z,845,733,658,316892
2020-11-04T00:00:00.000Z,769,632,652,317661
2020-11-05T00:00:00.000Z,570,845,659,318231
2020-11-06T00:00:00.000Z,691,892,648,318922
2020-11-07T00:00:00.000Z,212,686,650,319134
2020-11-08T00:00:00.000Z,534,684,647,319668
2020-11-09T00:00:00.000Z,719,923,630,320387
2020-11-10T00:00:00.000Z,675,339,620,321062
2020-11-11T00:00:00.000Z,765,1089,595,321827
2020-11-12T00:00:00.000Z,836,1210,595,322663
2020-11-13T00:00:00.000Z,761,736,633,323424
2020-11-14T00:00:00.000Z,292,423,643,323716
2020-11-15T00:00:00.000Z,626,970,654,324342
2020-11-16T00:00:00.000Z,873,660,667,325215
2020-11-17T00:00:00.000Z,829,580,689,326044
2020-11-18T00:00:00.000Z,795,800,711,326839
2020-11-19T00:00:00.000Z,771,752,716,327610
2020-11-20T00:00:00.000Z,774,676,706,328384
2020-11-21T00:00:00.000Z,422,450,708,328806
2020-11-22T00:00:00.000Z,762,1006,727,329568
2020-11-23T00:00:00.000Z,959,653,746,330527
