Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc
2020-12-19T00:00:00.000Z,43,61,0,0,0,0
2020-12-20T00:00:00.000Z,7359,7420,0.08,0,0,0
2020-12-21T00:00:00.000Z,24883,32303,0.35,0,0,0
2020-12-22T00:00:00.000Z,44618,76921,0.83,0,0,0
2020-12-23T00:00:00.000Z,62839,139760,1.5,0,0,0
2020-12-24T00:00:00.000Z,73322,213082,2.29,0,0,0
2020-12-25T00:00:00.000Z,38447,251529,2.7,0,0,0
2020-12-26T00:00:00.000Z,32573,284102,3.06,0,0,0
2020-12-27T00:00:00.000Z,104368,388470,4.18,0,0,0
2020-12-28T00:00:00.000Z,134801,523271,5.63,0,0,0
2020-12-29T00:00:00.000Z,155938,679209,7.3,0,0,0
2020-12-30T00:00:00.000Z,152711,831920,8.95,0,0,0
2020-12-31T00:00:00.000Z,158157,990077,10.65,0,0,0
2021-01-01T00:00:00.000Z,71230,1061307,11.41,0,0,0
2021-01-02T00:00:00.000Z,71618,1132925,12.18,0,0,0
2021-01-03T00:00:00.000Z,149395,1282320,13.79,0,0,0
2021-01-04T00:00:00.000Z,151827,1434147,15.42,2,2,0
2021-01-05T00:00:00.000Z,124845,1558992,16.76,0,2,0
2021-01-06T00:00:00.000Z,103065,1662057,17.87,0,2,0
2021-01-07T00:00:00.000Z,115812,1777869,19.12,3,5,0
2021-01-08T00:00:00.000Z,66292,1844161,19.83,3,8,0
2021-01-09T00:00:00.000Z,44454,1888615,20.31,22,30,0
2021-01-10T00:00:00.000Z,37546,1926161,20.71,5974,6004,0.06
2021-01-11T00:00:00.000Z,21015,1947176,20.94,19235,25239,0.27
2021-01-12T00:00:00.000Z,23906,1971082,21.2,35637,60876,0.65
2021-01-13T00:00:00.000Z,51912,2022994,21.75,56813,117689,1.27
2021-01-14T00:00:00.000Z,56298,2079292,22.36,68745,186434,2
2021-01-15T00:00:00.000Z,30611,2109903,22.69,35880,222314,2.39
2021-01-16T00:00:00.000Z,29363,2139266,23,25977,248291,2.67
2021-01-17T00:00:00.000Z,68243,2207509,23.74,84447,332738,3.58
2021-01-18T00:00:00.000Z,69519,2277028,24.49,120196,452934,4.87
2021-01-19T00:00:00.000Z,72573,2349601,25.27,137509,590443,6.35
2021-01-20T00:00:00.000Z,76525,2426126,26.09,143379,733822,7.89
2021-01-21T00:00:00.000Z,69576,2495702,26.84,163927,897749,9.65
2021-01-22T00:00:00.000Z,37715,2533417,27.24,70914,968663,10.42
2021-01-23T00:00:00.000Z,39846,2573263,27.67,53471,1022134,10.99
2021-01-24T00:00:00.000Z,68930,2642193,28.41,140320,1162454,12.5
2021-01-25T00:00:00.000Z,80732,2722925,29.28,139155,1301609,14
2021-01-26T00:00:00.000Z,78479,2801404,30.12,126045,1427654,15.35
2021-01-27T00:00:00.000Z,77677,2879081,30.96,124705,1552359,16.69
2021-01-28T00:00:00.000Z,79406,2958487,31.81,130272,1682631,18.09
2021-01-29T00:00:00.000Z,36520,2995007,32.21,64605,1747236,18.79
2021-01-30T00:00:00.000Z,34283,3029290,32.58,42662,1789898,19.25
2021-01-31T00:00:00.000Z,73167,3102457,33.36,59334,1849232,19.89
2021-02-01T00:00:00.000Z,82269,3184726,34.25,35204,1884436,20.26
2021-02-02T00:00:00.000Z,69854,3254580,35,30943,1915379,20.6
2021-02-03T00:00:00.000Z,60064,3314644,35.64,51260,1966639,21.15
2021-02-04T00:00:00.000Z,72379,3387023,36.42,57910,2024549,21.77
2021-02-05T00:00:00.000Z,33769,3420792,36.79,28651,2053200,22.08
2021-02-06T00:00:00.000Z,21533,3442325,37.02,22134,2075334,22.32
2021-02-07T00:00:00.000Z,53945,3496270,37.6,68528,2143862,23.05
2021-02-08T00:00:00.000Z,58475,3554745,38.23,65193,2209055,23.76
2021-02-09T00:00:00.000Z,66111,3620856,38.94,67262,2276317,24.48
2021-02-10T00:00:00.000Z,70326,3691182,39.69,71932,2348249,25.25
2021-02-11T00:00:00.000Z,80876,3772058,40.56,71515,2419764,26.02
2021-02-12T00:00:00.000Z,38932,3810990,40.98,37404,2457168,26.42
2021-02-13T00:00:00.000Z,27387,3838377,41.28,30343,2487511,26.75
2021-02-14T00:00:00.000Z,74726,3913103,42.08,68850,2556361,27.49
2021-02-15T00:00:00.000Z,81321,3994424,42.95,75476,2631837,28.3
