Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc
2020-12-19T00:00:00.000Z,44,61,0,0,0,0,0,0,0
2020-12-20T00:00:00.000Z,7376,7437,0.08,0,0,0,0,0,0
2020-12-21T00:00:00.000Z,24885,32322,0.35,0,0,0,0,0,0
2020-12-22T00:00:00.000Z,44619,76941,0.83,0,0,0,0,0,0
2020-12-23T00:00:00.000Z,62840,139781,1.5,0,0,0,0,0,0
2020-12-24T00:00:00.000Z,73336,213117,2.29,0,0,0,0,0,0
2020-12-25T00:00:00.000Z,38456,251573,2.71,0,0,0,0,0,0
2020-12-26T00:00:00.000Z,32573,284146,3.06,0,0,0,0,0,0
2020-12-27T00:00:00.000Z,104383,388529,4.18,0,0,0,0,0,0
2020-12-28T00:00:00.000Z,134835,523364,5.63,0,0,0,0,0,0
2020-12-29T00:00:00.000Z,155989,679353,7.31,0,0,0,0,0,0
2020-12-30T00:00:00.000Z,152770,832123,8.95,0,0,0,0,0,0
2020-12-31T00:00:00.000Z,158222,990345,10.65,0,0,0,0,0,0
2021-01-01T00:00:00.000Z,71253,1061598,11.42,0,0,0,0,0,0
2021-01-02T00:00:00.000Z,71633,1133231,12.19,0,0,0,0,0,0
2021-01-03T00:00:00.000Z,149437,1282668,13.79,0,0,0,0,0,0
2021-01-04T00:00:00.000Z,151874,1434542,15.43,1,1,0,0,0,0
2021-01-05T00:00:00.000Z,124884,1559426,16.77,0,1,0,0,0,0
2021-01-06T00:00:00.000Z,103089,1662515,17.88,1,2,0,0,0,0
2021-01-07T00:00:00.000Z,115839,1778354,19.12,5,7,0,0,0,0
2021-01-08T00:00:00.000Z,66307,1844661,19.84,3,10,0,0,0,0
2021-01-09T00:00:00.000Z,44461,1889122,20.31,22,32,0,0,0,0
2021-01-10T00:00:00.000Z,37548,1926670,20.72,5988,6020,0.06,0,0,0
2021-01-11T00:00:00.000Z,21026,1947696,20.94,19239,25259,0.27,0,0,0
2021-01-12T00:00:00.000Z,23915,1971611,21.2,35641,60900,0.65,0,0,0
2021-01-13T00:00:00.000Z,51930,2023541,21.76,56823,117723,1.27,0,0,0
2021-01-14T00:00:00.000Z,56303,2079844,22.37,68765,186488,2.01,0,0,0
2021-01-15T00:00:00.000Z,30623,2110467,22.69,35886,222374,2.39,0,0,0
2021-01-16T00:00:00.000Z,29370,2139837,23.01,25978,248352,2.67,0,0,0
2021-01-17T00:00:00.000Z,68262,2208099,23.74,84476,332828,3.58,0,0,0
2021-01-18T00:00:00.000Z,69530,2277629,24.49,120251,453079,4.87,0,0,0
2021-01-19T00:00:00.000Z,72608,2350237,25.27,137567,590646,6.35,0,0,0
2021-01-20T00:00:00.000Z,76557,2426794,26.1,143449,734095,7.89,0,0,0
2021-01-21T00:00:00.000Z,69630,2496424,26.85,164029,898124,9.66,0,0,0
2021-01-22T00:00:00.000Z,37724,2534148,27.25,70946,969070,10.42,0,0,0
2021-01-23T00:00:00.000Z,39860,2574008,27.68,53486,1022556,11,0,0,0
2021-01-24T00:00:00.000Z,68943,2642951,28.42,140378,1162934,12.51,0,0,0
2021-01-25T00:00:00.000Z,80744,2723695,29.29,139210,1302144,14,0,0,0
2021-01-26T00:00:00.000Z,78492,2802187,30.13,126110,1428254,15.36,0,0,0
2021-01-27T00:00:00.000Z,77706,2879893,30.97,124752,1553006,16.7,0,0,0
2021-01-28T00:00:00.000Z,79412,2959305,31.82,130326,1683332,18.1,0,0,0
2021-01-29T00:00:00.000Z,36524,2995829,32.22,64636,1747968,18.8,0,0,0
2021-01-30T00:00:00.000Z,34295,3030124,32.58,42671,1790639,19.26,0,0,0
2021-01-31T00:00:00.000Z,73189,3103313,33.37,59355,1849994,19.89,0,0,0
2021-02-01T00:00:00.000Z,82288,3185601,34.26,35219,1885213,20.27,0,0,0
2021-02-02T00:00:00.000Z,69872,3255473,35.01,30958,1916171,20.61,0,0,0
2021-02-03T00:00:00.000Z,60084,3315557,35.65,51285,1967456,21.16,0,0,0
2021-02-04T00:00:00.000Z,72408,3387965,36.43,57933,2025389,21.78,0,0,0
2021-02-05T00:00:00.000Z,33780,3421745,36.8,28665,2054054,22.09,0,0,0
2021-02-06T00:00:00.000Z,21539,3443284,37.03,22142,2076196,22.33,0,0,0
2021-02-07T00:00:00.000Z,53954,3497238,37.61,68551,2144747,23.06,0,0,0
2021-02-08T00:00:00.000Z,58492,3555730,38.24,65218,2209965,23.76,0,0,0
2021-02-09T00:00:00.000Z,66132,3621862,38.95,67307,2277272,24.49,0,0,0
2021-02-10T00:00:00.000Z,70341,3692203,39.7,71986,2349258,25.26,0,0,0
2021-02-11T00:00:00.000Z,80910,3773113,40.57,71586,2420844,26.03,0,0,0
2021-02-12T00:00:00.000Z,38945,3812058,40.99,37419,2458263,26.43,0,0,0
2021-02-13T00:00:00.000Z,27389,3839447,41.29,30358,2488621,26.76,0,0,0
2021-02-14T00:00:00.000Z,74744,3914191,42.09,68887,2557508,27.5,0,0,0
2021-02-15T00:00:00.000Z,81328,3995519,42.97,75500,2633008,28.31,0,0,0
2021-02-16T00:00:00.000Z,83328,4078847,43.86,78055,2711063,29.15,0,0,0
2021-02-17T00:00:00.000Z,61802,4140649,44.53,75362,2786425,29.96,0,0,0
2021-02-18T00:00:00.000Z,68985,4209634,45.27,79512,2865937,30.82,0,0,0
2021-02-19T00:00:00.000Z,39566,4249200,45.69,37998,2903935,31.23,0,0,0
2021-02-20T00:00:00.000Z,31585,4280785,46.03,28650,2932585,31.54,0,0,0
2021-02-21T00:00:00.000Z,79322,4360107,46.89,78372,3010957,32.38,0,0,0
2021-02-22T00:00:00.000Z,84888,4444995,47.8,80376,3091333,33.24,0,0,0
2021-02-23T00:00:00.000Z,77198,4522193,48.63,70245,3161578,34,0,0,0
2021-02-24T00:00:00.000Z,60883,4583076,49.28,62892,3224470,34.67,0,0,0
2021-02-25T00:00:00.000Z,51543,4634619,49.84,64571,3289041,35.37,0,0,0
2021-02-26T00:00:00.000Z,25762,4660381,50.12,31892,3320933,35.71,0,0,0
2021-02-27T00:00:00.000Z,18260,4678641,50.31,21132,3342065,35.94,0,0,0
2021-02-28T00:00:00.000Z,40171,4718812,50.74,55737,3397802,36.54,0,0,0
2021-03-01T00:00:00.000Z,45516,4764328,51.23,61275,3459077,37.2,0,0,0
2021-03-02T00:00:00.000Z,41006,4805334,51.67,64550,3523627,37.89,0,0,0
2021-03-03T00:00:00.000Z,41790,4847124,52.12,66576,3590203,38.61,0,0,0
2021-03-04T00:00:00.000Z,39481,4886605,52.55,78862,3669065,39.46,0,0,0
2021-03-05T00:00:00.000Z,17165,4903770,52.73,40327,3709392,39.89,0,0,0
2021-03-06T00:00:00.000Z,10568,4914338,52.85,25281,3734673,40.16,0,0,0
2021-03-07T00:00:00.000Z,30979,4945317,53.18,72691,3807364,40.94,0,0,0
2021-03-08T00:00:00.000Z,27159,4972476,53.47,73099,3880463,41.73,0,0,0
2021-03-09T00:00:00.000Z,26503,4998979,53.76,76489,3956952,42.55,0,0,0
2021-03-10T00:00:00.000Z,23098,5022077,54,58515,4015467,43.18,0,0,0
2021-03-11T00:00:00.000Z,23063,5045140,54.25,68902,4084369,43.92,0,0,0
2021-03-12T00:00:00.000Z,11099,5056239,54.37,41306,4125675,44.37,0,0,0
2021-03-13T00:00:00.000Z,7850,5064089,54.46,25185,4150860,44.64,0,0,0
2021-03-14T00:00:00.000Z,20825,5084914,54.68,73844,4224704,45.43,0,0,0
2021-03-15T00:00:00.000Z,19924,5104838,54.89,78073,4302777,46.27,0,0,0
2021-03-16T00:00:00.000Z,18535,5123373,55.09,71369,4374146,47.04,0,0,0
2021-03-17T00:00:00.000Z,17499,5140872,55.28,58845,4432991,47.67,0,0,0
2021-03-18T00:00:00.000Z,15834,5156706,55.45,57975,4490966,48.29,0,0,0
2021-03-19T00:00:00.000Z,6749,5163455,55.53,27875,4518841,48.59,0,0,0
2021-03-20T00:00:00.000Z,5122,5168577,55.58,15232,4534073,48.76,0,0,0
2021-03-21T00:00:00.000Z,13036,5181613,55.72,40373,4574446,49.19,0,0,0
2021-03-22T00:00:00.000Z,13354,5194967,55.86,40382,4614828,49.63,0,0,0
2021-03-23T00:00:00.000Z,2604,5197571,55.89,7156,4621984,49.7,0,0,0
2021-03-24T00:00:00.000Z,10792,5208363,56.01,46361,4668345,50.2,0,0,0
2021-03-25T00:00:00.000Z,10038,5218401,56.12,35272,4703617,50.58,0,0,0
2021-03-26T00:00:00.000Z,4007,5222408,56.16,13220,4716837,50.72,0,0,0
2021-03-27T00:00:00.000Z,1710,5224118,56.18,4201,4721038,50.77,0,0,0
2021-03-28T00:00:00.000Z,2038,5226156,56.2,4552,4725590,50.82,0,0,0
2021-03-29T00:00:00.000Z,6771,5232927,56.27,29869,4755459,51.14,0,0,0
2021-03-30T00:00:00.000Z,7661,5240588,56.35,22240,4777699,51.38,0,0,0
2021-03-31T00:00:00.000Z,7955,5248543,56.44,19262,4796961,51.58,0,0,0
2021-04-01T00:00:00.000Z,7945,5256488,56.53,18475,4815436,51.78,0,0,0
