averageInfected,begin_date,end_date,isCurrentWeek
1030,2021-10-17T00:00:00.000Z,2021-10-23T00:00:00.000Z,False
664,2021-10-24T00:00:00.000Z,2021-10-30T00:00:00.000Z,False
538,2021-10-31T00:00:00.000Z,2021-11-06T00:00:00.000Z,False
531,2021-11-07T00:00:00.000Z,2021-11-09T00:00:00.000Z,True
