priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date
LastMonth,גויאנה הצרפתית,כתום,2,18,0,0,2021-11-09T00:00:00.000Z
LastMonth,הרפ הדומיניקנית,כתום,2,72,0,0,2021-11-09T00:00:00.000Z
LastMonth,איי קייפ וורדה,כתום,2,3,0,0,2021-11-09T00:00:00.000Z
LastMonth,דרום סודאן,כתום,2,15,1,6.67,2021-11-09T00:00:00.000Z
LastMonth,איי טורקס וקייקוס,כתום,2,62,0,0,2021-11-09T00:00:00.000Z
LastMonth,ערב הסעודית,כתום,2,50,0,0,2021-11-09T00:00:00.000Z
LastMonth,רפ מרכז אפריקנית,כתום,2,2,0,0,2021-11-09T00:00:00.000Z
LastMonth,סיירה ליאונה,כתום,2,4,0,0,2021-11-09T00:00:00.000Z
LastMonth,אל סלבדור,כתום,2,7,0,0,2021-11-09T00:00:00.000Z
LastMonth,ניו זילנד,צהוב,3,17,0,0,2021-11-09T00:00:00.000Z
LastMonth,איי פאלקלנד,כתום,2,1,0,0,2021-11-09T00:00:00.000Z
LastMonth,דרום אפריקה,כתום,2,871,0,0,2021-11-09T00:00:00.000Z
LastMonth,בורקינה פאסו,כתום,2,5,0,0,2021-11-09T00:00:00.000Z
LastMonth,חוף השנהב,כתום,2,36,0,0,2021-11-09T00:00:00.000Z
LastMonth,פורטו ריקו,כתום,2,60,0,0,2021-11-09T00:00:00.000Z
LastMonth,אנטיגואה וברבודה,כתום,2,2,0,0,2021-11-09T00:00:00.000Z
LastMonth,מיאנמר (בורמה),כתום,2,4,0,0,2021-11-09T00:00:00.000Z
LastMonth,תורכמניסטאן,כתום,2,90,0,0,2021-11-09T00:00:00.000Z
LastMonth,טג'יקיסטאן,כתום,2,10,0,0,2021-11-09T00:00:00.000Z
LastMonth,הממלכה המאוחדת,כתום,2,22442,72,0.32,2021-11-09T00:00:00.000Z
LastMonth,איי ווליס ופוטונה,כתום,2,1,0,0,2021-11-09T00:00:00.000Z
LastMonth,איי הבתולה,כתום,2,1,0,0,2021-11-09T00:00:00.000Z
LastMonth,פולינזיה הצרפתית,כתום,2,10,0,0,2021-11-09T00:00:00.000Z
LastMonth,אזרביג'אן,כתום,2,1524,3,0.2,2021-11-09T00:00:00.000Z
LastMonth,בוסניה הרצגובינה,כתום,2,166,0,0,2021-11-09T00:00:00.000Z
LastMonth,גינאה המשוונית,כתום,2,13,0,0,2021-11-09T00:00:00.000Z
LastMonth,הונג קונג,צהוב,3,270,2,0.74,2021-11-09T00:00:00.000Z
LastMonth,איחוד האמירויות הערב,צהוב,3,12003,10,0.08,2021-11-09T00:00:00.000Z
LastMonth,טרינידד וטובגו,כתום,2,5,0,0,2021-11-09T00:00:00.000Z
LastMonth,ליכטנשטיין,כתום,2,1,0,0,2021-11-09T00:00:00.000Z
LastMonth,איי קומורו,כתום,2,1,0,0,2021-11-09T00:00:00.000Z
LastMonth,אבחזיסטאן,כתום,2,108,0,0,2021-11-09T00:00:00.000Z
LastMonth,קוריאה הדרומית,צהוב,3,255,0,0,2021-11-09T00:00:00.000Z
LastMonth,אוזבקיסטן,כתום,2,1250,2,0.16,2021-11-09T00:00:00.000Z
LastMonth,איי גילברט ואליס,כתום,2,12,0,0,2021-11-09T00:00:00.000Z
LastMonth,זימבאבווה,כתום,2,23,0,0,2021-11-09T00:00:00.000Z
LastMonth,קירג'זסטאן,כתום,2,46,0,0,2021-11-09T00:00:00.000Z
LastMonth,מאוריציוס,כתום,2,30,1,3.33,2021-11-09T00:00:00.000Z
LastMonth,איי נורפולק,כתום,2,3,0,0,2021-11-09T00:00:00.000Z
LastMonth,קוסטה ריקה,צהוב,3,244,0,0,2021-11-09T00:00:00.000Z
LastMonth,פיליפינים,צהוב,3,189,0,0,2021-11-09T00:00:00.000Z
LastMonth,לוכסמבורג,צהוב,3,66,0,0,2021-11-09T00:00:00.000Z
LastMonth,בילורוסיה,כתום,2,1452,14,0.96,2021-11-09T00:00:00.000Z
LastMonth,אינדונזיה,כתום,2,4,0,0,2021-11-09T00:00:00.000Z
LastMonth,איי סיישל,כתום,2,439,0,0,2021-11-09T00:00:00.000Z
LastMonth,סרי לנקה (צילון),כתום,2,118,0,0,2021-11-09T00:00:00.000Z
LastMonth,סאו טומה ופרינציפה,כתום,2,4,0,0,2021-11-09T00:00:00.000Z
LastMonth,ארצות הברית,צהוב,3,53578,117,0.22,2021-11-09T00:00:00.000Z
LastMonth,בנין (דהומי),כתום,2,20,0,0,2021-11-09T00:00:00.000Z
month3,גויאנה הצרפתית,כתום,2,32,0,0,2021-11-09T00:00:00.000Z
month3,הרפ הדומיניקנית,כתום,2,551,5,0.91,2021-11-09T00:00:00.000Z
month3,איי קייפ וורדה,כתום,2,4,0,0,2021-11-09T00:00:00.000Z
month3,איי שלמה הבריטיים,כתום,2,2,0,0,2021-11-09T00:00:00.000Z
month3,איי טורקס וקייקוס,כתום,2,76,0,0,2021-11-09T00:00:00.000Z
month3,רפ מרכז אפריקנית,כתום,2,4,0,0,2021-11-09T00:00:00.000Z
month3,סיירה ליאונה,כתום,2,9,0,0,2021-11-09T00:00:00.000Z
month3,האנטילים ההולנדים,כתום,2,17,0,0,2021-11-09T00:00:00.000Z
month3,בורקינה פאסו,כתום,2,17,0,0,2021-11-09T00:00:00.000Z
month3,קלדוניה החדשה,כתום,2,2,0,0,2021-11-09T00:00:00.000Z
month3,אנטיגואה וברבודה,כתום,2,6,0,0,2021-11-09T00:00:00.000Z
month3,מיאנמר (בורמה),כתום,2,9,0,0,2021-11-09T00:00:00.000Z
month3,הממלכה המאוחדת,כתום,2,49557,214,0.43,2021-11-09T00:00:00.000Z
month3,איי ווליס ופוטונה,כתום,2,1,0,0,2021-11-09T00:00:00.000Z
month3,פולינזיה הצרפתית,כתום,2,24,0,0,2021-11-09T00:00:00.000Z
month3,בוסניה הרצגובינה,כתום,2,1450,19,1.31,2021-11-09T00:00:00.000Z
month3,גינאה המשוונית,כתום,2,25,0,0,2021-11-09T00:00:00.000Z
month3,איחוד האמירויות הערב,צהוב,3,20225,49,0.24,2021-11-09T00:00:00.000Z
month3,טרינידד וטובגו,כתום,2,6,0,0,2021-11-09T00:00:00.000Z
month3,קוריאה הדרומית,צהוב,3,522,0,0,2021-11-09T00:00:00.000Z
month3,איי גילברט ואליס,כתום,2,28,0,0,2021-11-09T00:00:00.000Z
month3,סרי לנקה (צילון),כתום,2,426,2,0.47,2021-11-09T00:00:00.000Z
month3,סאו טומה ופרינציפה,כתום,2,4,0,0,2021-11-09T00:00:00.000Z
month3,בנין (דהומי),כתום,2,22,0,0,2021-11-09T00:00:00.000Z
month6,גויאנה הצרפתית,כתום,2,55,1,1.82,2021-11-09T00:00:00.000Z
month6,הרפ הדומיניקנית,כתום,2,687,5,0.73,2021-11-09T00:00:00.000Z
month6,איי קייפ וורדה,כתום,2,7,0,0,2021-11-09T00:00:00.000Z
month6,איי שלמה הבריטיים,כתום,2,2,0,0,2021-11-09T00:00:00.000Z
month6,איי טורקס וקייקוס,כתום,2,204,1,0.49,2021-11-09T00:00:00.000Z
month6,רפ מרכז אפריקנית,כתום,2,15,0,0,2021-11-09T00:00:00.000Z
month6,סיירה ליאונה,כתום,2,22,0,0,2021-11-09T00:00:00.000Z
month6,האנטילים ההולנדים,כתום,2,59,0,0,2021-11-09T00:00:00.000Z
month6,בורקינה פאסו,כתום,2,36,0,0,2021-11-09T00:00:00.000Z
month6,קלדוניה החדשה,כתום,2,3,0,0,2021-11-09T00:00:00.000Z
month6,אנטיגואה וברבודה,כתום,2,10,0,0,2021-11-09T00:00:00.000Z
month6,מיאנמר (בורמה),כתום,2,13,0,0,2021-11-09T00:00:00.000Z
month6,הממלכה המאוחדת,כתום,2,85145,458,0.54,2021-11-09T00:00:00.000Z
month6,איי ווליס ופוטונה,כתום,2,4,0,0,2021-11-09T00:00:00.000Z
month6,קוריאה הצפונית,כתום,2,5,0,0,2021-11-09T00:00:00.000Z
month6,פולינזיה הצרפתית,כתום,2,32,0,0,2021-11-09T00:00:00.000Z
month6,בוסניה הרצגובינה,כתום,2,1851,24,1.3,2021-11-09T00:00:00.000Z
month6,גינאה המשוונית,כתום,2,64,0,0,2021-11-09T00:00:00.000Z
month6,איחוד האמירויות הערב,צהוב,3,38641,103,0.27,2021-11-09T00:00:00.000Z
