period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
3_Month,0-9,1139847,394773,34.63
All,0-9,1657275,629932,38.01
1_Year,0-9,1507325,543774,36.08
6_Month,0-9,1389006,504291,36.31
1_Month,0-9,948181,351777,37.1
All,10-19,1565063,678529,43.35
1_Year,10-19,1381350,550516,39.85
6_Month,10-19,1254815,516568,41.17
3_Month,10-19,1034214,436908,42.25
1_Month,10-19,766789,367267,47.9
All,20-29,1352132,473673,35.03
6_Month,20-29,1021250,338009,33.1
1_Month,20-29,549032,234636,42.74
1_Year,20-29,1168139,364790,31.23
3_Month,20-29,786997,283525,36.03
All,30-39,1245051,453163,36.4
1_Year,30-39,1094875,376032,34.34
6_Month,30-39,968829,352397,36.37
3_Month,30-39,769359,296930,38.59
1_Month,30-39,570866,257254,45.06
All,40-49,1100567,398265,36.19
1_Year,40-49,967435,329953,34.11
6_Month,40-49,865565,310555,35.88
3_Month,40-49,706132,269835,38.21
1_Month,40-49,526302,233159,44.3
3_Month,50-59,510629,172598,33.8
1_Month,50-59,367387,150241,40.89
6_Month,50-59,637642,194335,30.48
1_Year,50-59,718693,207343,28.85
All,50-59,832010,260995,31.37
1_Year,60-69,574481,134439,23.4
1_Month,60-69,293343,97511,33.24
3_Month,60-69,405794,112832,27.81
6_Month,60-69,508665,125068,24.59
All,60-69,667204,170734,25.59
3_Month,70-79,240600,56884,23.64
6_Month,70-79,306308,63007,20.57
All,70-79,411152,87614,21.31
1_Year,70-79,351193,68536,19.52
1_Month,70-79,170910,48681,28.48
All,80-89,177734,38052,21.41
1_Year,80-89,141666,27877,19.68
6_Month,80-89,119253,25266,21.19
3_Month,80-89,93931,22161,23.59
1_Month,80-89,70728,19543,27.63
1_Month,90+,18758,5321,28.37
3_Month,90+,23620,5962,25.24
6_Month,90+,29318,6792,23.17
1_Year,90+,35558,7509,21.12
All,90+,47150,10942,23.21
