gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,6 חודשים,286489,11.8,4,0.1,16,0.9,61,0.7
זכר,0-9,3 חודשים,225851,11.1,3,0.2,11,1.2,36,0.8
זכר,0-9,חודש אחרון,201343,11.8,1,0.1,10,1.3,32,0.8
זכר,0-9,שנה,313025,11.8,4,0.1,18,0.7,71,0.5
זכר,0-9,מתחילת קורונה,366561,10.9,6,0.1,25,0.5,93,0.3
נקבה,0-9,6 חודשים,215806,8.9,1,0,7,0.4,40,0.4
נקבה,0-9,מתחילת קורונה,282924,8.4,4,0,14,0.3,61,0.2
נקבה,0-9,שנה,238688,9,3,0.1,11,0.4,51,0.4
נקבה,0-9,3 חודשים,163166,8,1,0.1,7,0.8,26,0.6
נקבה,0-9,חודש אחרון,138803,8.1,1,0.1,7,0.9,23,0.6
זכר,10-19,6 חודשים,268693,11.1,2,0.1,12,0.7,31,0.3
זכר,10-19,3 חודשים,225508,11.1,1,0.1,7,0.8,19,0.4
זכר,10-19,חודש אחרון,189338,11.1,1,0.1,7,0.9,15,0.4
זכר,10-19,שנה,291959,11,2,0,13,0.5,43,0.3
זכר,10-19,מתחילת קורונה,375664,11.2,4,0,21,0.4,64,0.2
נקבה,10-19,מתחילת קורונה,344301,10.2,5,0.1,20,0.4,63,0.2
נקבה,10-19,חודש אחרון,165181,9.7,1,0.1,7,0.9,10,0.2
נקבה,10-19,3 חודשים,208553,10.2,1,0.1,7,0.8,13,0.3
נקבה,10-19,6 חודשים,251265,10.4,2,0.1,12,0.7,25,0.3
נקבה,10-19,שנה,273767,10.3,2,0,15,0.6,40,0.3
זכר,20-29,שנה,149680,5.7,12,0.3,37,1.4,137,1
זכר,20-29,מתחילת קורונה,212301,6.3,24,0.3,49,0.9,206,0.8
זכר,20-29,חודש אחרון,87998,5.2,1,0.1,7,0.9,24,0.6
זכר,20-29,3 חודשים,111594,5.5,2,0.2,9,1,28,0.6
זכר,20-29,6 חודשים,135000,5.6,5,0.2,20,1.2,73,0.8
נקבה,20-29,מתחילת קורונה,291144,8.7,18,0.2,55,1,244,0.9
נקבה,20-29,3 חודשים,170327,8.4,2,0.2,12,1.3,22,0.5
נקבה,20-29,שנה,220736,8.3,9,0.2,28,1,144,1.1
נקבה,20-29,חודש אחרון,137454,8.1,2,0.2,9,1.1,13,0.3
נקבה,20-29,6 חודשים,201232,8.3,4,0.1,16,0.9,83,0.9
זכר,30-39,6 חודשים,137632,5.7,16,0.6,30,1.7,180,2
זכר,30-39,מתחילת קורונה,196685,5.9,47,0.5,85,1.5,561,2.1
זכר,30-39,3 חודשים,115029,5.6,5,0.4,14,1.5,42,0.9
זכר,30-39,שנה,151056,5.7,29,0.7,51,1.9,325,2.4
זכר,30-39,חודש אחרון,95911,5.6,2,0.2,9,1.1,35,0.9
נקבה,30-39,3 חודשים,180002,8.8,2,0.2,11,1.2,53,1.2
נקבה,30-39,שנה,230144,8.7,20,0.5,59,2.2,332,2.5
נקבה,30-39,חודש אחרון,152900,9,2,0.2,6,0.8,39,1
נקבה,30-39,מתחילת קורונה,282389,8.4,33,0.3,88,1.6,545,2
נקבה,30-39,6 חודשים,212780,8.8,11,0.4,28,1.6,186,2.1
זכר,40-49,3 חודשים,107118,5.3,11,0.8,38,4.1,107,2.3
זכר,40-49,חודש אחרון,89663,5.3,6,0.5,26,3.3,82,2
זכר,40-49,שנה,135660,5.1,66,1.6,139,5.1,682,5.1
זכר,40-49,מתחילת קורונה,174836,5.2,110,1.2,232,4.2,1295,4.9
זכר,40-49,6 חודשים,124499,5.1,40,1.5,79,4.6,379,4.3
נקבה,40-49,3 חודשים,161011,7.9,9,0.7,21,2.3,63,1.4
נקבה,40-49,מתחילת קורונה,244182,7.3,71,0.8,137,2.5,876,3.3
נקבה,40-49,6 חודשים,183471,7.6,16,0.6,45,2.6,278,3.1
נקבה,40-49,שנה,197330,7.5,39,0.9,80,2.9,497,3.7
נקבה,40-49,חודש אחרון,135819,8,5,0.4,14,1.8,50,1.2
זכר,50-59,3 חודשים,70195,3.4,33,2.5,74,8,213,4.7
זכר,50-59,6 חודשים,79145,3.3,92,3.3,148,8.6,574,6.5
זכר,50-59,חודש אחרון,58885,3.5,23,2,57,7.2,186,4.5
זכר,50-59,מתחילת קורונה,116159,3.5,348,3.7,502,9,2109,7.9
זכר,50-59,שנה,86266,3.3,167,4,256,9.4,957,7.2
נקבה,50-59,6 חודשים,112879,4.7,52,1.9,93,5.4,424,4.8
נקבה,50-59,שנה,121963,4.6,95,2.3,156,5.7,747,5.6
נקבה,50-59,מתחילת קורונה,156130,4.6,180,1.9,245,4.4,1464,5.5
נקבה,50-59,3 חודשים,101330,5,22,1.7,52,5.6,149,3.3
נקבה,50-59,חודש אחרון,86420,5.1,16,1.4,43,5.4,126,3.1
זכר,60-69,שנה,57342,2.2,377,9,359,13.2,1326,9.9
זכר,60-69,מתחילת קורונה,78070,2.3,896,9.5,858,15.5,3065,11.5
זכר,60-69,6 חודשים,52205,2.2,225,8.2,212,12.3,871,9.8
זכר,60-69,חודש אחרון,38896,2.3,67,5.8,85,10.7,361,8.8
זכר,60-69,3 חודשים,47265,2.3,84,6.5,107,11.5,412,9
נקבה,60-69,3 חודשים,64790,3.2,50,3.8,71,7.6,295,6.5
נקבה,60-69,שנה,77224,2.9,264,6.3,253,9.3,1032,7.7
