actualSick,city,sickCount,status,testLast7Days,verifiedLast7Days
20,תפרח,24,"נדרשים הסברה, בדיקות ואכיפת בידוד",251,16
2189,ירושלים,6221,נדרשת הגדלה של מספר הבדיקות,128568,1079
1372,תל אביב - יפו,2152,נדרשת הגדלה של מספר הבדיקות,67411,556
1157,בני ברק,4244,נדרשת הגדלה של מספר הבדיקות,46230,490
861,אשדוד,1216,נדרשת הגדלה של מספר הבדיקות,31650,339
341,ביתר עילית,653,נדרשת הגדלה של מספר הבדיקות,6295,207
175,רעננה,322,נדרשת הגדלה של מספר הבדיקות,11386,129
164,קרית מלאכי,224,נדרשת הגדלה של מספר הבדיקות,3369,133
66,כפר קרע,85,נדרשת הגדלה של מספר הבדיקות,2188,50
64,כסיפה,77,נדרשת הגדלה של מספר הבדיקות,1221,45
42,נצרת,66,נדרשת הגדלה של מספר הבדיקות,3221,33
32,קרית שמונה,48,נדרשת הגדלה של מספר הבדיקות,1670,28
23,יבנאל,41,נדרשת הגדלה של מספר הבדיקות,452, קטן מ-15 
22,אור עקיבא,30,נדרשת הגדלה של מספר הבדיקות,2000,17
 קטן מ-15 ,בית אריה,27,נדרשת הגדלה של מספר הבדיקות,620, קטן מ-15 
 קטן מ-15 ,חצור הגלילית,16,נדרשת הגדלה של מספר הבדיקות,774, קטן מ-15 
456,בת ים,697,"נדרשת הידברות, הסברה ואכיפה",20630,131
421,פתח תקווה,791,"נדרשת הידברות, הסברה ואכיפה",33258,203
318,ראשון לציון,605,"נדרשת הידברות, הסברה ואכיפה",29961,168
297,חולון,538,"נדרשת הידברות, הסברה ואכיפה",25162,126
293,בית שמש,853,"נדרשת הידברות, הסברה ואכיפה",12441,152
264,נתניה,507,"נדרשת הידברות, הסברה ואכיפה",22027,131
263,באר שבע,534,"נדרשת הידברות, הסברה ואכיפה",32101,87
251,מודיעין עילית,697,"נדרשת הידברות, הסברה ואכיפה",10248,128
244,לוד,348,"נדרשת הידברות, הסברה ואכיפה",8753,133
231,רהט,365,"נדרשת הידברות, הסברה ואכיפה",7695,41
231,רמת גן,441,"נדרשת הידברות, הסברה ואכיפה",21147,116
223,רמלה,309,"נדרשת הידברות, הסברה ואכיפה",9377,107
203,קרית גת,273,"נדרשת הידברות, הסברה ואכיפה",7282,81
199,דימונה,230,"נדרשת הידברות, הסברה ואכיפה",7960,84
194,רחובות,343,"נדרשת הידברות, הסברה ואכיפה",18830,90
194,ערערה-בנגב,288,"נדרשת הידברות, הסברה ואכיפה",3841, קטן מ-15 
194,טבריה,389,"נדרשת הידברות, הסברה ואכיפה",8646,72
191,חיפה,418,"נדרשת הידברות, הסברה ואכיפה",28739,93
168,אלעד,585,"נדרשת הידברות, הסברה ואכיפה",7705,63
148,הרצליה,281,"נדרשת הידברות, הסברה ואכיפה",12384,91
138,אור יהודה,290,"נדרשת הידברות, הסברה ואכיפה",5928,58
136,באקה אל-גרביה,176,"נדרשת הידברות, הסברה ואכיפה",4229,52
129,מודיעין-מכבים-רעות,253,"נדרשת הידברות, הסברה ואכיפה",10610,75
127,כפר קאסם,146,"נדרשת הידברות, הסברה ואכיפה",3367,49
104,חדרה,177,"נדרשת הידברות, הסברה ואכיפה",15550,64
102,כפר סבא,179,"נדרשת הידברות, הסברה ואכיפה",12428,50
94,אשקלון,381,"נדרשת הידברות, הסברה ואכיפה",16945,54
94,ראש העין,154,"נדרשת הידברות, הסברה ואכיפה",7045,56
87,בית שאן,89,"נדרשת הידברות, הסברה ואכיפה",2527,41
80,נהריה,126,"נדרשת הידברות, הסברה ואכיפה",8941,28
79,גבעתיים,129,"נדרשת הידברות, הסברה ואכיפה",7170,41
79,יבנה,132,"נדרשת הידברות, הסברה ואכיפה",5868,33
71,אילת,103,"נדרשת הידברות, הסברה ואכיפה",4444,25
67,אום אל-פחם,152,"נדרשת הידברות, הסברה ואכיפה",4768,23
61,הוד השרון,111,"נדרשת הידברות, הסברה ואכיפה",6616,30
61,קרית אונו,115,"נדרשת הידברות, הסברה ואכיפה",4625,30
60,נתיבות,170,"נדרשת הידברות, הסברה ואכיפה",4310,24
59,קרית אתא,85,"נדרשת הידברות, הסברה ואכיפה",5889,41
58,רמת השרון,105,"נדרשת הידברות, הסברה ואכיפה",5129,36
57,טירה,66,"נדרשת הידברות, הסברה ואכיפה",3138,22
54,רכסים,103,"נדרשת הידברות, הסברה ואכיפה",1856,28
50,אופקים,102,"נדרשת הידברות, הסברה ואכיפה",4054,26
44,טייבה,94,"נדרשת הידברות, הסברה ואכיפה",4073,24
43,חורה,240,"נדרשת הידברות, הסברה ואכיפה",2310, קטן מ-15 
43,מעלה אדומים,98,"נדרשת הידברות, הסברה ואכיפה",5959,32
42,נס ציונה,69,"נדרשת הידברות, הסברה ואכיפה",4378,23
42,ערד,63,"נדרשת הידברות, הסברה ואכיפה",2483,25
40,עפולה,106,"נדרשת הידברות, הסברה ואכיפה",5084, קטן מ-15 
39,גדרה,96,"נדרשת הידברות, הסברה ואכיפה",4839,28
39,יהוד,120,"נדרשת הידברות, הסברה ואכיפה",3305,27
38,פרדס חנה-כרכור,64,"נדרשת הידברות, הסברה ואכיפה",6356,21
37,באר יעקב,72,"נדרשת הידברות, הסברה ואכיפה",2814,18
37,שוהם,73,"נדרשת הידברות, הסברה ואכיפה",2963,19
36,שדרות,96,"נדרשת הידברות, הסברה ואכיפה",4567, קטן מ-15 
35,ערערה,45,"נדרשת הידברות, הסברה ואכיפה",2172,17
32,עכו,63,"נדרשת הידברות, הסברה ואכיפה",5406,16
32,גבעת זאב,90,"נדרשת הידברות, הסברה ואכיפה",2639,17
32,צפת,138,"נדרשת הידברות, הסברה ואכיפה",4043, קטן מ-15 
32,גן יבנה,58,"נדרשת הידברות, הסברה ואכיפה",2253, קטן מ-15 
31,גני תקווה,81,"נדרשת הידברות, הסברה ואכיפה",2764,18
27,ג'ת,57,"נדרשת הידברות, הסברה ואכיפה",1859, קטן מ-15 
27,מזכרת בתיה,42,"נדרשת הידברות, הסברה ואכיפה",2253, קטן מ-15 
25,גבעת שמואל,71,"נדרשת הידברות, הסברה ואכיפה",2986, קטן מ-15 
23,טמרה,46,"נדרשת הידברות, הסברה ואכיפה",2491, קטן מ-15 
22,נחף,33,"נדרשת הידברות, הסברה ואכיפה",1068, קטן מ-15 
21,ג'לג'וליה,34,"נדרשת הידברות, הסברה ואכיפה",1048, קטן מ-15 
21,מבשרת ציון,41,"נדרשת הידברות, הסברה ואכיפה",4087, קטן מ-15 
21,קדימה-צורן,37,"נדרשת הידברות, הסברה ואכיפה",1663, קטן מ-15 
20,קרית יערים,63,"נדרשת הידברות, הסברה ואכיפה",1126, קטן מ-15 
20,אלפי מנשה,25,"נדרשת הידברות, הסברה ואכיפה",1058, קטן מ-15 
19,כוכב יעקב,78,"נדרשת הידברות, הסברה ואכיפה",889, קטן מ-15 
19,אריאל,34,"נדרשת הידברות, הסברה ואכיפה",2009, קטן מ-15 
17,שפרעם,27,"נדרשת הידברות, הסברה ואכיפה",2970, קטן מ-15 
17,אזור,52,"נדרשת הידברות, הסברה ואכיפה",1547, קטן מ-15 
16,קלנסווה,29,"נדרשת הידברות, הסברה ואכיפה",1977, קטן מ-15 
16,מעלה עירון,26,"נדרשת הידברות, הסברה ואכיפה",1226,0
16,יד בנימין,21,"נדרשת הידברות, הסברה ואכיפה",793, קטן מ-15 
16,סביון,19,"נדרשת הידברות, הסברה ואכיפה",721, קטן מ-15 
16,לקיה,30,"נדרשת הידברות, הסברה ואכיפה",1198, קטן מ-15 
15,סאג'ור,16,"נדרשת הידברות, הסברה ואכיפה",682, קטן מ-15 
15,קרית ביאליק,32,"נדרשת הידברות, הסברה ואכיפה",3425, קטן מ-15 
15,מיתר,30,"נדרשת הידברות, הסברה ואכיפה",1992, קטן מ-15 
15,קרית מוצקין,35,"נדרשת הידברות, הסברה ואכיפה",5139, קטן מ-15 
 קטן מ-15 ,טירת כרמל,30,"נדרשת הידברות, הסברה ואכיפה",1689, קטן מ-15 
 קטן מ-15 ,תל שבע,17,"נדרשת הידברות, הסברה ואכיפה",939, קטן מ-15 
 קטן מ-15 ,ג'סר א-זרקא,55,"נדרשת הידברות, הסברה ואכיפה",3278, קטן מ-15 
 קטן מ-15 ,בענה,45,"נדרשת הידברות, הסברה ואכיפה",2131, קטן מ-15 
 קטן מ-15 ,חריש,24,"נדרשת הידברות, הסברה ואכיפה",1205, קטן מ-15 
 קטן מ-15 ,מגדל העמק,108,"נדרשת הידברות, הסברה ואכיפה",2706, קטן מ-15 
