amount,date
923,2020-07-03T00:00:00.000Z
799,2020-07-04T00:00:00.000Z
816,2020-07-05T00:00:00.000Z
1110,2020-07-06T00:00:00.000Z
1333,2020-07-07T00:00:00.000Z
1289,2020-07-08T00:00:00.000Z
909,2020-07-09T00:00:00.000Z
