period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,18779,4836,25.75
3_Month,0-9,100912,42887,42.5
6_Month,0-9,346849,108357,31.24
1_Year,0-9,1429153,623942,43.66
All,0-9,1710382,764711,44.71
1_Month,10-19,20073,4009,19.97
3_Month,10-19,101953,41036,40.25
6_Month,10-19,365205,104882,28.72
1_Year,10-19,1318075,634562,48.14
All,10-19,1627736,805552,49.49
1_Month,20-29,29416,7199,24.47
3_Month,20-29,129746,53027,40.87
6_Month,20-29,485330,119648,24.65
1_Year,20-29,1167375,459354,39.35
All,20-29,1468946,600513,40.88
1_Month,30-39,32716,8656,26.46
3_Month,30-39,145545,65541,45.03
6_Month,30-39,479943,143622,29.92
1_Year,30-39,1119668,502629,44.89
All,30-39,1368691,608077,44.43
1_Month,40-49,32001,8718,27.24
3_Month,40-49,142508,66087,46.37
6_Month,40-49,455963,141054,30.94
1_Year,40-49,1005284,460338,45.79
All,40-49,1215919,551493,45.36
1_Month,50-59,30757,8566,27.85
3_Month,50-59,131024,62753,47.89
6_Month,50-59,402558,122208,30.36
1_Year,50-59,784374,323160,41.2
All,50-59,951026,391095,41.12
1_Month,60-69,34691,10131,29.2
3_Month,60-69,139708,68239,48.84
6_Month,60-69,368108,118788,32.27
1_Year,60-69,653250,248825,38.09
All,60-69,784192,294738,37.58
1_Month,70-79,34362,9749,28.37
3_Month,70-79,125004,61171,48.94
6_Month,70-79,264484,95722,36.19
1_Year,70-79,425725,161437,37.92
All,70-79,508071,186496,36.71
1_Month,80-89,23929,4975,20.79
3_Month,80-89,64806,26685,41.18
6_Month,80-89,105618,39254,37.17
1_Year,80-89,166023,65094,39.21
All,80-89,216000,78127,36.17
1_Month,90+,7910,1390,17.57
3_Month,90+,18393,6574,35.74
6_Month,90+,25850,9469,36.63
1_Year,90+,39517,16187,40.96
All,90+,56133,20338,36.23
