cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Afula,קטן מ-15,אין מידע,103,18.12,6.73,כתום,56844
Akko,15,19.48,77,15.55,3.76,ירוק,49517
Ari'el,קטן מ-15,אין מידע,31,15.13,6.16,כתום,20488
Ashdod,33,16.67,198,8.75,5.97,צהוב,226329
Ashqelon,44,22.00,200,13.66,5.96,צהוב,146442
Baqa Al-Gharbiyye,קטן מ-15,אין מידע,22,7.23,3.45,ירוק,30448
Bat Yam,23,15.54,148,11.58,5.53,צהוב,127772
Be'er Sheva,91,24.46,372,17.66,5.84,צהוב,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,24,8.33,5.64,צהוב,28818
Bene Beraq,קטן מ-15,אין מידע,31,1.49,2.08,ירוק,208031
Bet She'an,קטן מ-15,אין מידע,26,13.70,7.16,כתום,18980
Bet Shemesh,קטן מ-15,אין מידע,29,2.19,3.91,ירוק,132210
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,20,12.52,5.09,צהוב,15971
Deir Hanna,0,0,16,15.30,2.73,ירוק,10459
Dimona,קטן מ-15,אין מידע,40,11.44,5.18,צהוב,34954
Eilabun,קטן מ-15,אין מידע,16,27.68,5.43,צהוב,5781
Elat,קטן מ-15,אין מידע,42,8.00,5.59,צהוב,52507
Even Yehuda,20,52.63,38,27.07,8.58,אדום,14036
Gan Yavne,קטן מ-15,אין מידע,22,9.21,6.39,כתום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,39,18.13,6.8,כתום,21508
Gedera,קטן מ-15,אין מידע,50,17.36,6.08,כתום,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,29,10.65,6.84,כתום,27236
Giv'atayim,15,14.56,103,16.92,7.04,כתום,60872
Hadera,25,15.72,159,16.07,6.75,כתום,98928
Haifa,55,12.47,441,15.47,5.94,צהוב,284981
Harish,קטן מ-15,אין מידע,19,9.69,9.05,אדום,19608
Herzliyya,17,13.39,127,12.80,6.29,כתום,99208
Hod Hasharon,30,25.00,120,18.53,5.9,צהוב,64755
Holon,63,24.05,262,13.33,6.2,כתום,196510
Jerusalem,45,10.25,439,4.61,4.76,צהוב,952916
Judeide-Maker,קטן מ-15,אין מידע,19,8.91,3.67,ירוק,21331
Kafar Qara,קטן מ-15,אין מידע,20,10.35,2.58,ירוק,19330
Kafar Yasif,קטן מ-15,אין מידע,16,15.61,4.93,צהוב,10249
Karmi'el,34,25.95,131,28.36,8.03,אדום,46190
Kefar Sava,36,20.45,176,17.31,5.45,צהוב,101664
Kefar Yona,קטן מ-15,אין מידע,58,22.19,7.35,כתום,26140
Lehavim,קטן מ-15,אין מידע,34,51.20,8.35,אדום,6641
Lod,קטן מ-15,אין מידע,53,6.56,3.58,ירוק,80786
Ma'ale Adummim,קטן מ-15,אין מידע,32,8.47,7.53,אדום,37802
Ma'alot-Tarshiha,קטן מ-15,אין מידע,20,9.03,3.13,ירוק,22158
Mazkeret Batya,קטן מ-15,אין מידע,16,10.60,4.64,צהוב,15095
Mevasseret Ziyyon,קטן מ-15,אין מידע,39,16.02,5.62,צהוב,24347
Migdal Haemeq,קטן מ-15,אין מידע,50,19.39,7.46,כתום,25790
Modi'in-Makkabbim-Re'ut,32,22.54,142,14.99,6.48,כתום,94744
Mughar,קטן מ-15,אין מידע,20,8.59,4.68,צהוב,23271
Nahariyya,22,22.00,100,16.90,6.56,כתום,59189
Nazareth,20,36.36,55,7.08,3.84,ירוק,77734
Nes Ziyyona,קטן מ-15,אין מידע,59,11.68,5.56,צהוב,50532
Nesher,קטן מ-15,אין מידע,37,15.45,8.35,אדום,23947
Netanya,49,17.75,276,12.35,5.33,צהוב,223562
Netivot,קטן מ-15,אין מידע,26,6.59,2.56,ירוק,39456
Nof Hagalil,קטן מ-15,אין מידע,76,18.12,6.48,כתום,41950
Ofaqim,קטן מ-15,אין מידע,19,5.87,4.64,צהוב,32378
