section,female,male,period
0-9,"{'amount': 3, 'percentage': 0.7}","{'amount': 1, 'percentage': 0.2}",חודש אחרון
0-9,"{'amount': 21, 'percentage': 0.1}",,שנה
0-9,"{'amount': 15, 'percentage': 0.1}","{'amount': 14, 'percentage': 0.1}",6 חודשים
0-9,"{'amount': 13, 'percentage': 0.3}","{'amount': 7, 'percentage': 0.1}",3 חודשים
0-9,"{'amount': 21, 'percentage': 0.1}","{'amount': 25, 'percentage': 0.1}",מתחילת קורונה
10-19,"{'amount': 2, 'percentage': 0.5}","{'amount': 1, 'percentage': 0.2}",חודש אחרון
10-19,"{'amount': 18, 'percentage': 0.4}","{'amount': 9, 'percentage': 0.2}",3 חודשים
10-19,"{'amount': 44, 'percentage': 0.3}","{'amount': 29, 'percentage': 0.2}",מתחילת קורונה
10-19,"{'amount': 26, 'percentage': 0.3}","{'amount': 19, 'percentage': 0.2}",6 חודשים
10-19,"{'amount': 43, 'percentage': 0.3}","{'amount': 28, 'percentage': 0.2}",שנה
20-29,"{'amount': 103, 'percentage': 1}","{'amount': 107, 'percentage': 1}",6 חודשים
20-29,"{'amount': 78, 'percentage': 1.6}","{'amount': 77, 'percentage': 1.6}",3 חודשים
20-29,"{'amount': 2, 'percentage': 0.5}","{'amount': 6, 'percentage': 1.5}",חודש אחרון
20-29,"{'amount': 156, 'percentage': 0.9}","{'amount': 145, 'percentage': 0.9}",מתחילת קורונה
20-29,"{'amount': 157, 'percentage': 1}",,שנה
30-39,"{'amount': 341, 'percentage': 2}","{'amount': 424, 'percentage': 2.5}",מתחילת קורונה
30-39,"{'amount': 19, 'percentage': 4.7}","{'amount': 8, 'percentage': 2}",חודש אחרון
30-39,"{'amount': 241, 'percentage': 2.4}","{'amount': 272, 'percentage': 2.7}",6 חודשים
30-39,"{'amount': 177, 'percentage': 3.6}","{'amount': 190, 'percentage': 3.9}",3 חודשים
30-39,"{'amount': 337, 'percentage': 2.1}","{'amount': 416, 'percentage': 2.5}",שנה
40-49,"{'amount': 406, 'percentage': 4}","{'amount': 621, 'percentage': 6.1}",6 חודשים
40-49,"{'amount': 570, 'percentage': 3.5}","{'amount': 931, 'percentage': 5.7}",שנה
40-49,"{'amount': 578, 'percentage': 3.5}","{'amount': 945, 'percentage': 5.6}",מתחילת קורונה
40-49,"{'amount': 15, 'percentage': 3.7}","{'amount': 27, 'percentage': 6.7}",חודש אחרון
40-49,"{'amount': 247, 'percentage': 5}","{'amount': 358, 'percentage': 7.3}",3 חודשים
50-59,"{'amount': 631, 'percentage': 6.2}","{'amount': 945, 'percentage': 9.3}",6 חודשים
50-59,"{'amount': 365, 'percentage': 7.4}","{'amount': 475, 'percentage': 9.7}",3 חודשים
50-59,"{'amount': 29, 'percentage': 7.1}","{'amount': 35, 'percentage': 8.6}",חודש אחרון
50-59,"{'amount': 982, 'percentage': 5.9}","{'amount': 1521, 'percentage': 9.1}",מתחילת קורונה
50-59,"{'amount': 975, 'percentage': 5.9}",,שנה
60-69,"{'amount': 45, 'percentage': 11.1}","{'amount': 36, 'percentage': 8.9}",חודש אחרון
60-69,"{'amount': 403, 'percentage': 8.2}","{'amount': 483, 'percentage': 9.8}",3 חודשים
60-69,"{'amount': 800, 'percentage': 7.8}","{'amount': 1156, 'percentage': 11.3}",6 חודשים
60-69,"{'amount': 1275, 'percentage': 7.8}","{'amount': 2067, 'percentage': 12.6}",שנה
60-69,"{'amount': 1288, 'percentage': 7.7}","{'amount': 2114, 'percentage': 12.6}",מתחילת קורונה
70-79,"{'amount': 974, 'percentage': 9.6}","{'amount': 1243, 'percentage': 12.2}",6 חודשים
70-79,"{'amount': 1530, 'percentage': 9.1}","{'amount': 2202, 'percentage': 13.1}",מתחילת קורונה
70-79,"{'amount': 38, 'percentage': 9.4}","{'amount': 46, 'percentage': 11.3}",חודש אחרון
70-79,"{'amount': 429, 'percentage': 8.7}","{'amount': 505, 'percentage': 10.3}",3 חודשים
70-79,,"{'amount': 2143, 'percentage': 13.1}",שנה
80-89,"{'amount': 35, 'percentage': 8.6}","{'amount': 35, 'percentage': 8.6}",חודש אחרון
80-89,"{'amount': 1555, 'percentage': 9.5}","{'amount': 1519, 'percentage': 9.3}",שנה
80-89,"{'amount': 986, 'percentage': 9.7}","{'amount': 907, 'percentage': 8.9}",6 חודשים
80-89,"{'amount': 449, 'percentage': 9.1}","{'amount': 357, 'percentage': 7.3}",3 חודשים
80-89,"{'amount': 1597, 'percentage': 9.5}","{'amount': 1559, 'percentage': 9.3}",מתחילת קורונה
90+,"{'amount': 721, 'percentage': 4.4}",,שנה
90+,"{'amount': 747, 'percentage': 4.5}","{'amount': 503, 'percentage': 3}",מתחילת קורונה
90+,"{'amount': 15, 'percentage': 3.7}","{'amount': 8, 'percentage': 2}",חודש אחרון
90+,"{'amount': 149, 'percentage': 3}","{'amount': 121, 'percentage': 2.5}",3 חודשים
90+,"{'amount': 422, 'percentage': 4.1}","{'amount': 304, 'percentage': 3}",6 חודשים
