Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc
2020-12-19T00:00:00.000Z,45,63,0,0,1,0,0,0,0
2020-12-20T00:00:00.000Z,7383,7446,0.08,0,1,0,0,0,0
2020-12-21T00:00:00.000Z,24904,32350,0.35,0,1,0,0,0,0
2020-12-22T00:00:00.000Z,44632,76982,0.83,0,1,0,0,0,0
2020-12-23T00:00:00.000Z,62880,139862,1.5,0,1,0,0,0,0
2020-12-24T00:00:00.000Z,73381,213243,2.29,0,1,0,0,0,0
2020-12-25T00:00:00.000Z,38482,251725,2.71,0,1,0,0,0,0
2020-12-26T00:00:00.000Z,32600,284325,3.06,0,1,0,0,0,0
2020-12-27T00:00:00.000Z,104479,388804,4.18,0,1,0,0,0,0
2020-12-28T00:00:00.000Z,134933,523737,5.63,0,1,0,0,0,0
2020-12-29T00:00:00.000Z,156176,679913,7.31,0,1,0,0,0,0
2020-12-30T00:00:00.000Z,152989,832902,8.96,0,1,0,0,0,0
2020-12-31T00:00:00.000Z,158426,991328,10.66,0,1,0,0,0,0
2021-01-01T00:00:00.000Z,71340,1062668,11.43,0,1,0,0,0,0
2021-01-02T00:00:00.000Z,71678,1134346,12.2,0,1,0,0,0,0
2021-01-03T00:00:00.000Z,149613,1283959,13.81,0,1,0,0,0,0
2021-01-04T00:00:00.000Z,152054,1436013,15.44,1,2,0,0,0,0
2021-01-05T00:00:00.000Z,125054,1561067,16.79,0,2,0,0,0,0
2021-01-06T00:00:00.000Z,103224,1664291,17.9,1,3,0,0,0,0
2021-01-07T00:00:00.000Z,115959,1780250,19.14,5,8,0,0,0,0
2021-01-08T00:00:00.000Z,66395,1846645,19.86,3,11,0,0,0,0
2021-01-09T00:00:00.000Z,44495,1891140,20.34,23,34,0,0,0,0
2021-01-10T00:00:00.000Z,37584,1928724,20.74,5991,6025,0.06,0,0,0
2021-01-11T00:00:00.000Z,21091,1949815,20.97,19248,25273,0.27,0,0,0
2021-01-12T00:00:00.000Z,23985,1973800,21.23,35649,60922,0.66,0,0,0
2021-01-13T00:00:00.000Z,51981,2025781,21.78,56849,117771,1.27,0,0,0
2021-01-14T00:00:00.000Z,56386,2082167,22.39,68803,186574,2.01,0,0,0
2021-01-15T00:00:00.000Z,30688,2112855,22.72,35907,222481,2.39,0,0,0
2021-01-16T00:00:00.000Z,29412,2142267,23.04,25997,248478,2.67,0,0,0
2021-01-17T00:00:00.000Z,68347,2210614,23.77,84539,333017,3.58,0,0,0
2021-01-18T00:00:00.000Z,69651,2280265,24.52,120346,453363,4.88,0,0,0
2021-01-19T00:00:00.000Z,72733,2352998,25.3,137718,591081,6.36,0,0,0
2021-01-20T00:00:00.000Z,76720,2429718,26.13,143624,734705,7.9,0,0,0
2021-01-21T00:00:00.000Z,69817,2499535,26.88,164267,898972,9.67,0,0,0
2021-01-22T00:00:00.000Z,37800,2537335,27.29,71042,970014,10.43,0,0,0
2021-01-23T00:00:00.000Z,39902,2577237,27.71,53526,1023540,11.01,0,0,0
2021-01-24T00:00:00.000Z,69010,2646247,28.46,140563,1164103,12.52,0,0,0
2021-01-25T00:00:00.000Z,80799,2727046,29.33,139375,1303478,14.02,0,0,0
2021-01-26T00:00:00.000Z,78587,2805633,30.17,126284,1429762,15.38,0,0,0
2021-01-27T00:00:00.000Z,77808,2883441,31.01,124906,1554668,16.72,0,0,0
2021-01-28T00:00:00.000Z,79430,2962871,31.86,130484,1685152,18.12,0,0,0
2021-01-29T00:00:00.000Z,36585,2999456,32.25,64721,1749873,18.82,0,0,0
2021-01-30T00:00:00.000Z,34340,3033796,32.62,42707,1792580,19.28,0,0,0
2021-01-31T00:00:00.000Z,73240,3107036,33.41,59421,1852001,19.92,0,0,0
2021-02-01T00:00:00.000Z,82395,3189431,34.3,35279,1887280,20.29,0,0,0
2021-02-02T00:00:00.000Z,69953,3259384,35.05,31005,1918285,20.63,0,0,0
2021-02-03T00:00:00.000Z,60164,3319548,35.7,51339,1969624,21.18,0,0,0
2021-02-04T00:00:00.000Z,72496,3392044,36.48,58011,2027635,21.8,0,0,0
2021-02-05T00:00:00.000Z,33844,3425888,36.84,28721,2056356,22.11,0,0,0
2021-02-06T00:00:00.000Z,21568,3447456,37.07,22183,2078539,22.35,0,0,0
2021-02-07T00:00:00.000Z,54010,3501466,37.65,68636,2147175,23.09,0,0,0
2021-02-08T00:00:00.000Z,58545,3560011,38.28,65335,2212510,23.79,0,0,0
2021-02-09T00:00:00.000Z,66234,3626245,38.99,67438,2279948,24.52,0,0,0
2021-02-10T00:00:00.000Z,70424,3696669,39.75,72151,2352099,25.29,0,0,0
2021-02-11T00:00:00.000Z,81026,3777695,40.62,71965,2424064,26.07,0,0,0
2021-02-12T00:00:00.000Z,39001,3816696,41.04,37498,2461562,26.47,0,0,0
2021-02-13T00:00:00.000Z,27398,3844094,41.34,30383,2491945,26.8,0,0,0
2021-02-14T00:00:00.000Z,74803,3918897,42.14,68970,2560915,27.54,0,0,0
2021-02-15T00:00:00.000Z,81412,4000309,43.02,75592,2636507,28.35,0,0,0
2021-02-16T00:00:00.000Z,83330,4083639,43.91,78166,2714673,29.19,0,0,0
2021-02-17T00:00:00.000Z,61870,4145509,44.58,75499,2790172,30,0,0,0
2021-02-18T00:00:00.000Z,69043,4214552,45.32,79624,2869796,30.86,0,0,0
2021-02-19T00:00:00.000Z,39586,4254138,45.75,38063,2907859,31.27,0,0,0
2021-02-20T00:00:00.000Z,31600,4285738,46.09,28687,2936546,31.58,0,0,0
2021-02-21T00:00:00.000Z,79344,4365082,46.94,78351,3014897,32.42,0,0,0
2021-02-22T00:00:00.000Z,84945,4450027,47.85,80490,3095387,33.29,0,0,0
2021-02-23T00:00:00.000Z,77216,4527243,48.68,70350,3165737,34.04,0,0,0
2021-02-24T00:00:00.000Z,60957,4588200,49.34,62990,3228727,34.72,0,0,0
2021-02-25T00:00:00.000Z,51607,4639807,49.89,64678,3293405,35.42,0,0,0
2021-02-26T00:00:00.000Z,25814,4665621,50.17,31951,3325356,35.76,0,0,0
