gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,שנה,348364,9.8,5,0.1,25,1,83,0.6,2236,5.1
זכר,0-9,חודש אחרון,1778,3.3,0,0,3,1.6,3,0.4,109,3.2
זכר,0-9,3 חודשים,22206,4.6,0,0,5,1.1,9,0.3,482,4
זכר,0-9,6 חודשים,55813,5.7,0,0,9,1,26,0.6,822,4.4
זכר,0-9,מתחילת קורונה,441206,9.6,7,0.1,34,0.5,124,0.4,3263,3.7
נקבה,0-9,3 חודשים,19211,4,0,0,1,0.2,9,0.3,373,3.1
נקבה,0-9,6 חודשים,45905,4.7,0,0,3,0.3,16,0.4,639,3.4
נקבה,0-9,שנה,282911,8,2,0,10,0.4,55,0.4,1799,4.1
נקבה,0-9,חודש אחרון,1695,3.2,0,0,1,0.5,1,0.1,88,2.6
נקבה,0-9,מתחילת קורונה,362170,7.9,5,0,17,0.3,78,0.2,2633,3
זכר,10-19,3 חודשים,19492,4,0,0,1,0.2,4,0.1,107,0.9
זכר,10-19,חודש אחרון,1443,2.7,0,0,1,0.5,1,0.1,27,0.8
זכר,10-19,שנה,322409,9.1,5,0.1,16,0.6,41,0.3,573,1.3
זכר,10-19,6 חודשים,48588,5,0,0,2,0.2,7,0.2,175,0.9
זכר,10-19,מתחילת קורונה,438850,9.6,7,0.1,25,0.4,82,0.3,1079,1.2
נקבה,10-19,שנה,324483,9.2,4,0.1,15,0.6,32,0.2,641,1.5
נקבה,10-19,חודש אחרון,1747,3.3,0,0,0,0,0,0,23,0.7
נקבה,10-19,3 חודשים,20434,4.2,0,0,0,0,5,0.2,123,1
נקבה,10-19,6 חודשים,50141,5.2,1,0.1,3,0.3,9,0.2,194,1
נקבה,10-19,מתחילת קורונה,428460,9.3,8,0.1,23,0.4,81,0.3,1214,1.4
זכר,20-29,חודש אחרון,2369,4.4,0,0,1,0.5,4,0.5,42,1.2
זכר,20-29,3 חודשים,21846,4.5,1,0.1,3,0.7,8,0.3,141,1.2
זכר,20-29,6 חודשים,47313,4.9,2,0.2,7,0.8,16,0.4,234,1.3
זכר,20-29,שנה,184108,5.2,6,0.1,23,0.9,89,0.7,675,1.5
זכר,20-29,מתחילת קורונה,268209,5.9,25,0.2,57,0.9,250,0.8,1665,1.9
נקבה,20-29,חודש אחרון,3414,6.4,0,0,2,1,6,0.7,117,3.4
נקבה,20-29,3 חודשים,30248,6.2,0,0,6,1.4,14,0.5,517,4.3
נקבה,20-29,6 חודשים,68189,7,0,0,6,0.7,17,0.4,818,4.4
נקבה,20-29,שנה,280296,7.9,8,0.2,22,0.9,98,0.8,2783,6.3
נקבה,20-29,מתחילת קורונה,380195,8.3,22,0.2,62,1,284,0.9,5405,6.2
זכר,30-39,חודש אחרון,2809,5.2,0,0,1,0.5,6,0.7,43,1.3
זכר,30-39,3 חודשים,27183,5.6,0,0,3,0.7,14,0.5,182,1.5
זכר,30-39,6 חודשים,58632,6,4,0.3,18,2,31,0.7,304,1.6
זכר,30-39,שנה,202570,5.7,21,0.5,47,1.9,200,1.5,927,2.1
זכר,30-39,מתחילת קורונה,268147,5.9,53,0.5,106,1.6,641,2,2347,2.7
נקבה,30-39,שנה,307982,8.7,16,0.4,40,1.6,186,1.4,2850,6.5
נקבה,30-39,חודש אחרון,3876,7.2,1,0.5,5,2.6,3,0.4,111,3.3
נקבה,30-39,3 חודשים,37300,7.7,2,0.3,10,2.3,8,0.3,510,4.2
נקבה,30-39,6 חודשים,80400,8.3,4,0.3,18,2,24,0.5,860,4.6
נקבה,30-39,מתחילת קורונה,387108,8.4,40,0.3,113,1.7,600,1.9,5472,6.3
זכר,40-49,חודש אחרון,2815,5.2,0,0,3,1.6,5,0.6,65,1.9
זכר,40-49,3 חודשים,26278,5.4,4,0.5,10,2.3,32,1.1,247,2.1
זכר,40-49,6 חודשים,55728,5.7,8,0.6,22,2.4,61,1.4,386,2.1
זכר,40-49,שנה,187112,5.3,53,1.2,101,4,416,3.2,1282,2.9
זכר,40-49,מתחילת קורונה,242724,5.3,124,1.1,270,4.2,1432,4.5,3727,4.3
נקבה,40-49,שנה,279568,7.9,24,0.5,53,2.1,301,2.3,1441,3.3
נקבה,40-49,חודש אחרון,4050,7.5,0,0,2,1,5,0.6,63,1.9
נקבה,40-49,3 חודשים,38615,8,3,0.4,6,1.4,22,0.8,243,2
נקבה,40-49,6 חודשים,81007,8.3,5,0.4,12,1.3,39,0.9,407,2.2
נקבה,40-49,מתחילת קורונה,347934,7.6,79,0.7,143,2.2,983,3.1,3695,4.2
זכר,50-59,שנה,129867,3.7,134,2.9,196,7.8,668,5.1,1873,4.3
זכר,50-59,3 חודשים,23958,4.9,9,1.2,19,4.3,77,2.7,404,3.4
זכר,50-59,חודש אחרון,2653,4.9,4,2.2,14,7.3,29,3.6,121,3.6
זכר,50-59,6 חודשים,46360,4.8,30,2.3,54,6,132,3,684,3.7
זכר,50-59,מתחילת קורונה,170203,3.7,398,3.4,564,8.7,2299,7.3,5153,5.9
נקבה,50-59,שנה,196196,5.5,71,1.6,107,4.2,481,3.7,1502,3.4
נקבה,50-59,3 חודשים,37682,7.8,5,0.7,14,3.2,56,1.9,312,2.6
נקבה,50-59,חודש אחרון,4186,7.8,2,1.1,8,4.2,15,1.8,93,2.7
נקבה,50-59,6 חודשים,72801,7.5,12,0.9,25,2.8,93,2.1,486,2.6
נקבה,50-59,מתחילת קורונה,244140,5.3,204,1.8,266,4.1,1624,5.1,4108,4.7
זכר,60-69,חודש אחרון,3238,6,5,2.7,27,14.1,63,7.7,237,7
זכר,60-69,3 חודשים,27413,5.7,37,5.1,65,14.7,229,8,858,7.1
זכר,60-69,6 חודשים,47318,4.9,81,6.2,135,15,367,8.2,1367,7.4
זכר,60-69,שנה,103653,2.9,340,7.5,322,12.7,1190,9.1,3100,7.1
זכר,60-69,מתחילת קורונה,131419,2.9,1034,8.9,987,15.3,3488,11,7203,8.2
נקבה,60-69,שנה,147248,4.2,230,5.1,206,8.2,870,6.7,2388,5.4
נקבה,60-69,3 חודשים,39613,8.2,10,1.4,26,5.9,146,5.1,663,5.5
